%     Depth,Temperature_,TC_m,RHOC_m,PHI,    RHOB,TC_m_min,TC_m_max,RHOC_m_miD,RHOC_m_max,    TC.log,      RHOC.log,       RHP,,
%         m,          °C,W/(mK),kJ/(m³K),n/n,g/cm³,    W/(mK),    W/(mK),kJ/(m³K),kJ/(m³K),    W/(mK),   kJ/(m³K),     µW/m³,,
513.5,24.850,4.727,1.872,0.233,2.266,4.018,5.436,1.591,2.152,2.930,2.401,0.533,,
514,24.860,4.553,1.758,0.233,2.266,3.870,5.236,1.495,2.022,2.847,2.314,0.523,,
514.5,24.880,4.364,1.760,0.233,2.266,3.710,5.019,1.496,2.024,2.756,2.316,0.569,,
515,24.890,4.713,1.865,0.233,2.266,4.006,5.420,1.585,2.144,2.923,2.396,0.529,,
515.5,24.900,4.642,1.779,0.233,2.266,3.946,5.339,1.512,2.046,2.889,2.330,0.502,,
516,24.920,4.580,1.772,0.233,2.266,3.893,5.267,1.506,2.038,2.860,2.325,0.517,,
516.5,24.927,4.396,1.702,0.233,2.266,3.736,5.055,1.447,1.957,2.771,2.271,0.534,,
517,24.940,4.363,1.759,0.233,2.266,3.708,5.017,1.495,2.023,2.755,2.315,0.569,,
517.5,24.950,4.655,1.761,0.233,2.266,3.957,5.353,1.497,2.025,2.896,2.316,0.499,,
518,24.960,4.585,1.775,0.233,2.266,3.898,5.273,1.508,2.041,2.862,2.327,0.519,,
518.5,24.970,4.402,1.780,0.233,2.266,3.742,5.063,1.513,2.047,2.774,2.331,0.560,,
519,24.983,4.296,1.775,0.233,2.266,3.652,4.940,1.508,2.041,2.722,2.327,0.585,,
519.5,25.000,4.109,1.648,0.233,2.266,3.493,4.725,1.401,1.895,2.631,2.230,0.574,,
520,25.010,3.844,1.758,0.233,2.266,3.267,4.420,1.495,2.022,2.500,2.314,0.697,,
520.5,25.020,3.651,1.754,0.233,2.266,3.104,4.199,1.490,2.017,2.403,2.311,0.746,,
521,25.040,4.190,1.907,0.233,2.266,3.562,4.819,1.621,2.192,2.671,2.428,0.670,,
521.5,25.050,4.348,1.777,0.233,2.266,3.696,5.001,1.510,2.044,2.748,2.329,0.573,,
522,25.060,4.252,1.777,0.233,2.266,3.615,4.890,1.510,2.043,2.701,2.329,0.596,,
522.5,25.080,4.289,1.720,0.233,2.266,3.646,4.932,1.462,1.978,2.719,2.285,0.568,,
523,25.090,4.379,1.768,0.233,2.266,3.722,5.036,1.503,2.033,2.763,2.322,0.565,,
523.5,25.100,4.521,1.767,0.233,2.266,3.843,5.199,1.502,2.031,2.831,2.321,0.531,,
524,25.110,4.511,1.737,0.233,2.266,3.834,5.188,1.476,1.997,2.826,2.298,0.520,,
524.5,25.120,4.490,1.776,0.233,2.266,3.817,5.164,1.509,2.042,2.817,2.328,0.538,,
525,25.140,4.449,1.779,0.233,2.266,3.782,5.116,1.512,2.046,2.797,2.330,0.548,,
525.5,25.150,4.123,1.607,0.233,2.266,3.505,4.742,1.366,1.848,2.638,2.198,0.556,,
526,25.160,4.298,1.776,0.233,2.266,3.654,4.943,1.510,2.042,2.724,2.328,0.585,,
526.5,25.170,4.438,1.774,0.233,2.266,3.773,5.104,1.508,2.040,2.792,2.326,0.551,,
527,25.180,4.604,1.735,0.233,2.266,3.913,5.294,1.475,1.996,2.871,2.297,0.498,,
527.5,25.200,4.374,1.765,0.233,2.266,3.718,5.030,1.501,2.030,2.761,2.320,0.566,,
528,25.210,4.438,1.774,0.233,2.266,3.772,5.104,1.508,2.040,2.791,2.326,0.551,,
528.5,25.230,4.452,1.756,0.233,2.266,3.784,5.119,1.492,2.019,2.798,2.312,0.544,,
529,25.240,4.586,1.775,0.233,2.266,3.898,5.274,1.509,2.041,2.863,2.327,0.515,,
529.5,25.250,4.435,1.772,0.233,2.266,3.770,5.100,1.506,2.038,2.790,2.325,0.552,,
530,25.260,4.439,1.774,0.233,2.266,3.773,5.104,1.508,2.040,2.792,2.326,0.556,,
530.5,25.270,4.241,1.771,0.233,2.266,3.605,4.877,1.505,2.036,2.696,2.324,0.599,,
531,25.280,4.169,1.757,0.233,2.266,3.544,4.794,1.494,2.021,2.661,2.313,0.617,,
531.5,25.300,4.152,1.722,0.233,2.266,3.529,4.775,1.463,1.980,2.652,2.286,0.604,,
532,25.310,4.483,1.772,0.233,2.266,3.811,5.155,1.506,2.038,2.813,2.325,0.540,,
532.5,25.320,4.077,1.758,0.233,2.266,3.465,4.689,1.495,2.022,2.615,2.314,0.639,,
533,25.330,3.932,1.869,0.233,2.266,3.342,4.522,1.589,2.150,2.544,2.400,0.716,,
533.5,25.340,3.977,1.755,0.233,2.266,3.381,4.574,1.492,2.018,2.566,2.312,0.664,,
534,25.360,3.967,1.749,0.233,2.266,3.372,4.562,1.487,2.011,2.561,2.307,0.667,,
534.5,25.370,4.293,1.880,0.233,2.266,3.649,4.937,1.598,2.162,2.721,2.408,0.633,,
535,25.380,4.090,1.766,0.233,2.266,3.477,4.704,1.501,2.031,2.622,2.320,0.636,,
535.5,25.390,4.320,1.762,0.233,2.266,3.672,4.968,1.498,2.026,2.734,2.317,0.580,,
536,25.410,4.401,1.705,0.233,2.266,3.741,5.061,1.449,1.960,2.773,2.273,0.533,,
536.5,25.420,4.337,1.771,0.233,2.266,3.687,4.988,1.505,2.037,2.743,2.324,0.575,,
537,25.430,3.954,1.768,0.233,2.266,3.361,4.547,1.503,2.034,2.554,2.322,0.670,,
537.5,25.450,3.768,1.686,0.233,2.266,3.203,4.334,1.433,1.939,2.462,2.259,0.682,,
538,25.460,3.979,1.756,0.233,2.266,3.382,4.575,1.492,2.019,2.567,2.312,0.664,,
538.5,25.470,4.346,1.776,0.233,2.266,3.694,4.998,1.509,2.042,2.747,2.328,0.573,,
539,25.480,4.348,1.702,0.233,2.266,3.696,5.001,1.447,1.957,2.748,2.271,0.547,,
539.5,25.490,4.256,1.753,0.233,2.266,3.618,4.895,1.490,2.016,2.703,2.310,0.595,,
540,25.510,4.369,1.762,0.233,2.266,3.713,5.024,1.498,2.027,2.758,2.317,0.568,,
540.5,25.527,4.418,1.738,0.233,2.266,3.755,5.081,1.477,1.999,2.782,2.299,0.544,,
541,25.530,4.442,1.776,0.233,2.266,3.776,5.108,1.509,2.042,2.793,2.328,0.550,,
541.5,25.540,4.054,1.772,0.233,2.266,3.446,4.662,1.506,2.038,2.604,2.325,0.645,,
542,25.558,4.180,1.901,0.233,2.266,3.553,4.807,1.616,2.186,2.666,2.424,0.676,,
542.5,25.570,4.213,1.755,0.233,2.266,3.581,4.844,1.492,2.018,2.682,2.312,0.606,,
543,25.580,4.368,1.762,0.233,2.266,3.713,5.023,1.498,2.026,2.757,2.317,0.568,,
543.5,25.600,4.368,1.762,0.233,2.266,3.713,5.023,1.498,2.026,2.757,2.317,0.607,,
544,25.610,4.368,1.762,0.233,2.266,3.713,5.023,1.498,2.026,2.757,2.317,0.608,,
544.5,25.628,4.930,4.065,0.273,2.575,4.190,5.669,3.455,4.675,2.780,4.088,0.539,,
545,25.640,5.083,3.022,0.275,2.597,4.320,5.845,2.569,3.475,2.832,3.332,0.575,,
545.5,25.650,5.452,4.724,0.299,2.593,4.634,6.269,4.016,5.433,2.822,4.552,0.578,,
546,25.660,4.726,3.607,0.253,2.587,4.017,5.435,3.066,4.148,2.808,3.744,0.564,,
546.5,25.675,5.345,2.554,0.275,2.640,4.543,6.147,2.171,2.937,2.933,2.993,0.674,,
547,25.690,4.633,4.328,0.206,2.688,3.938,5.328,3.679,4.977,3.047,4.291,0.705,,
547.5,25.700,5.103,4.562,0.258,2.643,4.337,5.868,3.877,5.246,2.940,4.455,0.577,,
548,25.718,4.859,6.001,0.229,2.673,4.130,5.588,5.101,6.902,3.011,5.577,0.527,,
548.5,25.723,4.852,3.831,0.236,2.655,4.124,5.580,3.256,4.406,2.969,3.906,0.574,,
549,25.740,5.255,3.143,0.269,2.641,4.467,6.043,2.671,3.614,2.936,3.414,0.676,,
549.5,25.750,5.187,2.477,0.245,2.694,4.409,5.966,2.106,2.849,3.061,2.888,0.684,,
550,25.770,4.894,5.176,0.215,2.720,4.159,5.628,4.400,5.953,3.122,4.956,0.674,,
550.5,25.780,5.239,4.254,0.245,2.705,4.453,6.025,3.616,4.892,3.087,4.229,0.575,,
551,25.800,4.916,3.108,0.233,2.675,4.179,5.653,2.642,3.575,3.016,3.351,0.567,,
551.5,25.820,5.402,3.271,0.257,2.701,4.592,6.212,2.781,3.762,3.077,3.497,0.595,,
552,25.830,5.122,2.680,0.264,2.632,4.354,5.890,2.278,3.082,2.915,3.068,0.575,,
552.5,25.853,4.997,4.100,0.282,2.565,4.248,5.747,3.485,4.715,2.756,4.114,0.559,,
553,25.870,3.289,0.866,0.282,2.262,2.796,3.783,0.736,0.995,2.041,1.790,0.311,,
553.5,25.890,2.181,1.392,0.282,2.041,1.854,2.508,1.183,1.601,1.519,2.169,0.327,,
554,25.910,4.795,2.448,0.283,2.527,4.076,5.514,2.081,2.816,2.667,2.930,0.428,,
554.5,25.930,4.779,3.232,0.279,2.535,4.062,5.496,2.747,3.717,2.686,3.488,0.413,,
555,25.950,5.249,8.933,0.311,2.533,4.462,6.037,7.593,10.273,2.681,7.447,0.821,,
555.5,25.970,5.048,5.439,0.279,2.581,4.291,5.805,4.624,6.255,2.794,5.080,0.821,,
556,25.983,5.933,2.442,0.333,2.571,5.043,6.823,2.076,2.808,2.771,3.011,0.853,,
556.5,26.008,4.931,3.417,0.267,2.591,4.191,5.671,2.905,3.930,2.818,3.612,0.897,,
557,26.020,4.564,2.465,0.272,2.512,3.879,5.248,2.095,2.834,2.631,2.924,0.821,,
557.5,26.040,5.193,5.649,0.314,2.516,4.414,5.972,4.802,6.496,2.641,5.178,0.458,,
558,26.060,5.237,6.294,0.317,2.515,4.451,6.023,5.350,7.238,2.638,5.613,0.444,,
558.5,26.090,4.792,2.488,0.271,2.555,4.073,5.511,2.115,2.861,2.733,2.938,0.412,,
559,26.110,5.328,2.864,0.335,2.486,4.528,6.127,2.434,3.294,2.570,3.295,0.645,,
559.5,26.130,4.819,1.961,0.332,2.422,4.096,5.541,1.667,2.255,2.419,2.688,0.724,,
560,26.150,4.180,1.829,0.322,2.347,3.553,4.806,1.555,2.104,2.242,2.577,0.676,,
560.5,26.180,2.585,0.515,0.322,2.083,2.197,2.973,0.438,0.593,1.618,1.686,0.400,,
561,26.200,1.262,-0.612,0.322,1.819,1.072,1.451,-0.520,-0.704,0.995,0.921,0.244,,
561.5,26.230,1.896,-0.180,0.322,1.953,1.611,2.180,-0.153,-0.207,1.312,1.214,0.325,,
562,26.260,4.547,5.032,0.251,2.559,3.865,5.229,4.277,5.787,2.742,4.811,0.645,,
562.5,26.280,5.648,3.517,0.344,2.505,4.800,6.495,2.990,4.045,2.615,3.735,0.728,,
563,26.310,4.359,2.835,0.260,2.501,3.705,5.013,2.409,3.260,2.605,3.177,0.794,,
563.5,26.340,4.656,5.878,0.242,2.600,3.957,5.354,4.996,6.760,2.839,5.460,0.887,,
564,26.358,4.610,3.238,0.261,2.546,3.919,5.302,2.752,3.724,2.711,3.476,0.862,,
564.5,26.380,4.699,3.078,0.271,2.539,3.994,5.404,2.617,3.540,2.695,3.369,0.796,,
565,26.400,4.794,3.938,0.254,2.598,4.075,5.513,3.347,4.529,2.834,3.992,1.005,,
565.5,26.420,4.932,2.204,0.282,2.552,4.192,5.671,1.873,2.534,2.726,2.753,0.979,,
566,26.440,4.747,2.138,0.321,2.435,4.035,5.459,1.817,2.458,2.449,2.783,0.935,,
566.5,26.460,4.358,1.755,0.288,2.443,3.705,5.012,1.492,2.018,2.468,2.444,0.847,,
567,26.480,4.584,3.636,0.292,2.472,3.896,5.271,3.091,4.182,2.537,3.786,0.833,,
567.5,26.493,5.851,5.879,0.351,2.514,4.974,6.729,4.997,6.761,2.636,5.272,0.832,,
568,26.510,4.846,3.517,0.294,2.511,4.119,5.573,2.989,4.044,2.629,3.703,0.876,,
568.5,26.530,4.916,3.475,0.296,2.518,4.178,5.653,2.953,3.996,2.645,3.674,0.775,,
569,26.548,5.198,4.947,0.317,2.511,4.418,5.978,4.205,5.689,2.629,4.694,0.752,,
569.5,26.560,5.583,2.969,0.334,2.523,4.745,6.420,2.524,3.415,2.657,3.364,0.691,,
570,26.570,5.126,9.522,0.323,2.486,4.357,5.895,8.094,10.950,2.570,7.787,0.759,,
570.5,26.590,4.818,2.989,0.297,2.499,4.095,5.540,2.541,3.438,2.601,3.334,0.741,,
571,26.600,5.305,4.142,0.319,2.521,4.509,6.100,3.521,4.763,2.652,4.144,0.711,,
571.5,26.620,5.147,5.646,0.301,2.542,4.375,5.919,4.799,6.493,2.702,5.196,0.749,,
572,26.630,4.663,7.147,0.276,2.522,3.963,5.362,6.075,8.219,2.655,6.321,0.743,,
572.5,26.650,5.070,5.250,0.295,2.545,4.309,5.830,4.462,6.037,2.709,4.926,0.697,,
573,26.660,4.979,3.179,0.301,2.515,4.232,5.726,2.702,3.656,2.638,3.471,0.578,,
573.5,26.670,5.294,3.611,0.332,2.489,4.500,6.088,3.069,4.152,2.577,3.790,0.590,,
574,26.680,5.091,3.061,0.317,2.494,4.328,5.855,2.601,3.520,2.589,3.406,0.677,,
574.5,26.700,5.031,3.166,0.383,2.343,4.276,5.786,2.691,3.641,2.232,3.543,0.512,,
575,26.720,4.418,2.633,0.320,2.388,3.755,5.081,2.238,3.028,2.338,3.118,0.504,,
575.5,26.730,4.516,2.495,0.307,2.428,3.839,5.193,2.120,2.869,2.433,3.004,0.548,,
576,26.740,4.527,4.980,0.314,2.417,3.848,5.206,4.233,5.727,2.407,4.720,0.595,,
576.5,26.760,4.793,2.567,0.342,2.398,4.074,5.513,2.182,2.952,2.362,3.108,0.562,,
577,26.770,5.128,3.558,0.374,2.374,4.358,5.897,3.025,4.092,2.305,3.779,0.522,,
577.5,26.783,5.467,2.889,0.371,2.421,4.647,6.287,2.455,3.322,2.416,3.356,0.552,,
578,26.800,4.599,3.383,0.315,2.426,3.909,5.289,2.875,3.890,2.428,3.624,0.512,,
578.5,26.820,4.989,3.609,0.327,2.456,4.240,5.737,3.068,4.151,2.499,3.786,0.534,,
579,26.830,4.941,1.588,0.328,2.447,4.200,5.682,1.350,1.826,2.478,2.429,0.499,,
579.5,26.850,4.717,3.501,0.306,2.463,4.010,5.425,2.976,4.026,2.516,3.699,0.473,,
580,26.860,5.565,7.486,0.357,2.464,4.731,6.400,6.363,8.609,2.518,6.295,0.454,,
580.5,26.880,5.800,3.956,0.366,2.472,4.930,6.670,3.362,4.549,2.537,4.027,0.434,,
581,26.893,5.416,2.669,0.340,2.486,4.604,6.229,2.269,3.070,2.570,3.173,0.458,,
581.5,26.915,5.453,4.257,0.341,2.488,4.635,6.271,3.619,4.896,2.575,4.221,0.461,,
582,26.930,6.046,3.001,0.366,2.499,5.139,6.953,2.551,3.451,2.601,3.422,0.381,,
582.5,26.950,5.349,2.493,0.312,2.545,4.547,6.151,2.119,2.868,2.709,3.010,0.327,,
583,26.980,5.159,3.463,0.305,2.533,4.385,5.933,2.943,3.982,2.681,3.672,0.217,,
583.5,27.000,5.233,4.856,0.308,2.537,4.448,6.018,4.127,5.584,2.690,4.638,0.244,,
584,27.020,5.138,2.290,0.315,2.506,4.367,5.909,1.946,2.633,2.617,2.876,0.212,,
584.5,27.050,5.155,5.267,0.319,2.500,4.382,5.928,4.477,6.057,2.603,4.911,0.246,,
585,27.080,5.683,4.133,0.348,2.502,4.830,6.535,3.513,4.753,2.608,4.139,0.222,,
585.5,27.100,4.972,1.667,0.307,2.499,4.227,5.718,1.417,1.917,2.601,2.430,0.211,,
586,27.140,4.747,2.369,0.300,2.480,4.035,5.459,2.014,2.725,2.556,2.904,0.281,,
586.5,27.180,4.936,1.351,0.293,2.528,4.195,5.676,1.148,1.553,2.669,2.170,0.207,,
587,27.220,5.711,1.630,0.346,2.510,4.854,6.568,1.386,1.875,2.627,2.501,0.213,,
587.5,27.270,4.643,2.153,0.318,2.425,3.947,5.339,1.830,2.475,2.426,2.788,0.251,,
588,27.320,2.986,1.439,0.318,2.158,2.538,3.434,1.223,1.655,1.796,2.302,0.161,,
588.5,27.370,1.358,-0.644,0.318,1.842,1.155,1.562,-0.547,-0.741,1.050,0.882,0.085,,
589,27.420,1.532,-0.744,0.318,1.880,1.302,1.762,-0.632,-0.856,1.139,0.814,0.095,,
589.5,27.478,1.626,-0.499,0.318,1.900,1.382,1.870,-0.424,-0.574,1.186,0.981,0.112,,
590,27.520,1.341,-0.622,0.318,1.838,1.139,1.542,-0.529,-0.716,1.040,0.897,0.081,,
590.5,27.573,1.381,-0.469,0.318,1.847,1.174,1.588,-0.399,-0.539,1.061,1.001,0.053,,
591,27.635,1.463,-0.764,0.318,1.865,1.243,1.682,-0.650,-0.879,1.104,0.800,0.058,,
591.5,27.680,1.513,-0.389,0.318,1.876,1.286,1.741,-0.331,-0.447,1.130,1.056,0.091,,
592,27.740,1.266,0.916,0.087,1.900,1.076,1.456,0.778,1.053,1.186,1.198,0.193,,
592.5,27.793,1.253,0.585,0.083,1.897,1.065,1.441,0.497,0.673,1.179,0.880,0.185,,
593,27.850,1.136,0.377,0.104,1.848,0.966,1.307,0.321,0.434,1.064,0.771,0.129,,
593.5,27.905,1.043,0.080,0.174,1.799,0.886,1.199,0.068,0.092,0.948,0.790,0.181,,
594,27.960,1.151,0.305,0.129,1.846,0.978,1.324,0.259,0.350,1.059,0.802,0.291,,
594.5,28.013,1.867,-3.070,0.539,1.828,1.587,2.147,-2.610,-3.531,1.016,0.820,0.366,,
595,28.063,2.438,-1.706,0.509,1.905,2.072,2.803,-1.450,-1.962,1.198,1.275,0.410,,
595.5,28.120,2.317,-2.435,0.511,1.891,1.970,2.665,-2.070,-2.800,1.165,0.932,0.217,,
596,28.170,5.020,0.192,0.438,2.238,4.267,5.774,0.163,0.220,1.984,1.927,0.273,,
596.5,28.210,3.507,-0.026,0.401,2.131,2.981,4.033,-0.022,-0.030,1.732,1.649,0.574,,
597,28.260,2.777,-1.102,0.507,1.940,2.360,3.193,-0.937,-1.267,1.281,1.562,0.462,,
597.5,28.310,4.276,0.305,0.420,2.194,3.635,4.918,0.259,0.351,1.881,1.919,0.537,,
598,28.350,4.912,2.992,0.318,2.465,4.175,5.648,2.543,3.440,2.520,3.360,0.591,,
598.5,28.393,4.227,1.105,0.381,2.251,3.593,4.861,0.939,1.270,2.015,2.264,0.343,,
599,28.430,2.999,-0.728,0.459,2.006,2.549,3.449,-0.619,-0.837,1.437,1.512,0.468,,
599.5,28.470,4.606,1.357,0.380,2.299,3.915,5.297,1.154,1.561,2.128,2.419,0.652,,
600,28.510,4.797,1.719,0.289,2.515,4.078,5.517,1.461,1.977,2.638,2.420,0.677,,
600.5,28.540,4.731,2.854,0.259,2.573,4.021,5.440,2.426,3.282,2.775,3.190,0.712,,
601,28.573,4.936,2.786,0.247,2.641,4.196,5.677,2.368,3.204,2.936,3.123,0.609,,
601.5,28.610,4.856,2.151,0.291,2.520,4.127,5.584,1.829,2.474,2.650,2.732,0.736,,
602,28.640,3.751,1.296,0.371,2.205,3.189,4.314,1.101,1.490,1.906,2.354,0.692,,
602.5,28.660,4.919,3.210,0.248,2.637,4.181,5.657,2.728,3.691,2.926,3.443,0.624,,
603,28.690,5.245,3.974,0.294,2.574,4.458,6.032,3.378,4.570,2.778,4.026,0.447,,
603.5,28.720,4.369,2.882,0.222,2.590,3.714,5.024,2.449,3.314,2.815,3.163,0.469,,
604,28.740,5.388,7.260,0.289,2.610,4.580,6.197,6.171,8.349,2.863,6.361,0.467,,
604.5,28.760,5.001,2.208,0.289,2.547,4.251,5.751,1.876,2.539,2.714,2.769,0.257,,
605,28.780,4.898,2.900,0.284,2.542,4.163,5.632,2.465,3.335,2.702,3.255,0.250,,
605.5,28.800,5.015,2.396,0.304,2.514,4.263,5.768,2.036,2.755,2.636,2.929,0.195,,
606,28.810,5.422,6.575,0.288,2.617,4.609,6.235,5.589,7.562,2.879,5.876,0.289,,
606.5,28.830,5.258,4.389,0.262,2.662,4.469,6.047,3.731,5.048,2.985,4.327,0.443,,
607,28.848,4.905,2.632,0.240,2.654,4.170,5.641,2.237,3.027,2.966,2.996,0.665,,
607.5,28.870,4.882,2.121,0.274,2.565,4.150,5.614,1.803,2.439,2.756,2.676,0.806,,
608,28.890,5.182,2.462,0.291,2.573,4.405,5.959,2.093,2.831,2.775,2.952,0.802,,
608.5,28.910,4.300,2.712,0.187,2.660,3.655,4.945,2.305,3.119,2.981,2.981,0.767,,
609,28.920,4.507,4.540,0.197,2.683,3.831,5.183,3.859,5.221,3.035,4.463,0.775,,
609.5,28.940,4.456,3.435,0.181,2.711,3.788,5.124,2.919,3.950,3.101,3.564,0.706,,
610,28.960,4.462,2.411,0.220,2.616,3.793,5.132,2.050,2.773,2.877,2.793,0.724,,
610.5,28.970,4.711,2.021,0.288,2.502,4.005,5.418,1.718,2.324,2.608,2.634,0.665,,
611,28.993,4.675,2.464,0.217,2.668,3.974,5.377,2.094,2.834,3.000,2.830,0.785,,
611.5,29.013,4.934,2.755,0.285,2.546,4.194,5.674,2.342,3.169,2.711,3.153,0.876,,
612,29.040,4.254,4.493,0.226,2.557,3.616,4.892,3.819,5.167,2.737,4.415,0.859,,
612.5,29.060,4.226,3.282,0.194,2.625,3.592,4.860,2.789,3.774,2.898,3.450,0.853,,
613,29.080,4.593,1.705,0.233,2.611,3.904,5.282,1.449,1.961,2.865,2.274,0.859,,
613.5,29.100,4.716,5.576,0.283,2.515,4.008,5.423,4.740,6.413,2.638,5.173,0.832,,
614,29.120,4.427,1.176,0.364,2.306,3.763,5.092,0.999,1.352,2.145,2.258,0.919,,
614.5,29.150,4.693,3.266,0.281,2.514,3.989,5.397,2.776,3.756,2.636,3.515,0.961,,
615,29.170,4.332,3.083,0.261,2.494,3.682,4.981,2.621,3.546,2.589,3.362,0.975,,
615.5,29.190,4.931,2.471,0.297,2.517,4.191,5.671,2.100,2.842,2.643,2.970,1.015,,
616,29.220,4.666,1.591,0.294,2.480,3.966,5.366,1.353,1.830,2.556,2.345,1.037,,
616.5,29.240,3.903,2.352,0.252,2.431,3.317,4.488,1.999,2.705,2.440,2.805,0.908,,
617,29.260,4.395,2.522,0.235,2.566,3.736,5.054,2.144,2.900,2.759,2.904,0.814,,
617.5,29.290,4.715,2.235,0.290,2.497,4.008,5.422,1.900,2.570,2.596,2.791,0.818,,
618,29.310,4.218,1.678,0.284,2.426,3.585,4.851,1.427,1.930,2.428,2.381,0.840,,
618.5,29.330,4.809,2.991,0.224,2.678,4.088,5.530,2.543,3.440,3.023,3.251,0.768,,
619,29.360,4.685,5.126,0.245,2.598,3.983,5.388,4.357,5.895,2.834,4.887,0.753,,
619.5,29.380,4.615,3.762,0.230,2.621,3.923,5.307,3.198,4.326,2.889,3.851,0.817,,
620,29.403,4.458,3.331,0.213,2.630,3.790,5.127,2.831,3.831,2.910,3.506,0.791,,
620.5,29.420,4.397,2.399,0.268,2.491,3.737,5.056,2.039,2.759,2.582,2.869,0.826,,
621,29.443,4.161,2.524,0.267,2.450,3.537,4.785,2.145,2.902,2.485,2.958,0.918,,
621.5,29.470,4.661,3.003,0.255,2.570,3.962,5.360,2.552,3.453,2.768,3.295,0.925,,
622,29.490,4.689,9.686,0.205,2.701,3.985,5.392,8.233,11.139,3.077,8.548,0.878,,
622.5,29.510,5.487,3.221,0.270,2.677,4.664,6.310,2.738,3.704,3.021,3.472,0.852,,
623,29.530,5.041,5.094,0.234,2.698,4.285,5.797,4.330,5.858,3.070,4.874,0.853,,
623.5,29.550,4.543,3.506,0.197,2.690,3.862,5.225,2.980,4.031,3.051,3.633,0.820,,
624,29.575,5.157,2.827,0.273,2.613,4.383,5.930,2.403,3.251,2.870,3.189,0.594,,
624.5,29.600,4.686,2.875,0.259,2.565,3.983,5.389,2.444,3.306,2.756,3.205,0.483,,
625,29.620,5.519,3.442,0.288,2.633,4.691,6.347,2.926,3.958,2.917,3.646,0.849,,
625.5,29.647,4.912,1.800,0.289,2.532,4.175,5.648,1.530,2.070,2.678,2.480,0.987,,
626,29.670,4.266,2.725,0.336,2.334,3.626,4.906,2.317,3.134,2.211,3.204,0.899,,
626.5,29.700,4.834,1.679,0.349,2.388,4.109,5.559,1.427,1.931,2.338,2.542,0.999,,
627,29.730,4.218,1.626,0.306,2.383,3.586,4.851,1.382,1.870,2.327,2.399,1.073,,
627.5,29.758,3.989,3.367,0.256,2.440,3.391,4.587,2.862,3.872,2.461,3.567,1.074,,
628,29.780,5.210,2.567,0.279,2.608,4.428,5.991,2.182,2.952,2.858,3.008,1.237,,
628.5,29.800,4.652,4.468,0.231,2.626,3.954,5.349,3.798,5.138,2.900,4.394,1.237,,
629,29.830,4.644,2.928,0.281,2.506,3.947,5.340,2.489,3.367,2.617,3.271,1.295,,
629.5,29.850,5.055,5.402,0.245,2.671,4.297,5.814,4.592,6.212,3.007,5.096,1.116,,
630,29.870,4.527,2.807,0.202,2.675,3.848,5.206,2.386,3.228,3.016,3.078,0.984,,
630.5,29.890,4.587,4.468,0.211,2.665,3.899,5.275,3.797,5.138,2.992,4.401,0.896,,
631,29.910,5.048,2.782,0.289,2.555,4.291,5.805,2.365,3.200,2.733,3.178,0.609,,
631.5,29.940,5.418,1.925,0.301,2.584,4.605,6.231,1.636,2.213,2.801,2.594,0.725,,
632,29.970,4.790,4.581,0.225,2.670,4.072,5.509,3.894,5.268,3.004,4.484,1.067,,
632.5,29.990,5.063,5.236,0.288,2.559,4.304,5.823,4.450,6.021,2.742,4.923,0.806,,
633,30.010,5.074,2.709,0.288,2.562,4.313,5.835,2.303,3.116,2.749,3.124,0.786,,
633.5,30.037,4.567,2.624,0.244,2.578,3.882,5.252,2.231,3.018,2.787,2.997,0.951,,
634,30.067,4.382,0.681,0.358,2.310,3.724,5.039,0.578,0.783,2.154,1.924,0.901,,
634.5,30.095,4.358,-0.614,0.423,2.198,3.705,5.012,-0.522,-0.707,1.890,1.400,0.825,,
635,30.120,4.367,0.854,0.360,2.305,3.712,5.022,0.726,0.982,2.143,2.041,0.744,,
635.5,30.150,4.164,1.899,0.323,2.343,3.540,4.789,1.614,2.184,2.232,2.626,0.951,,
636,30.170,4.829,1.388,0.297,2.501,4.105,5.553,1.180,1.596,2.605,2.208,1.134,,
636.5,30.200,4.366,3.380,0.253,2.518,3.711,5.021,2.873,3.887,2.645,3.575,1.231,,
637,30.230,4.604,2.711,0.256,2.558,3.913,5.294,2.304,3.117,2.740,3.078,1.060,,
637.5,30.250,4.685,2.794,0.248,2.591,3.982,5.388,2.375,3.213,2.818,3.131,1.150,,
638,30.280,4.869,2.017,0.307,2.484,4.138,5.599,1.715,2.320,2.565,2.672,1.127,,
638.5,30.310,4.048,1.001,0.319,2.332,3.441,4.655,0.851,1.151,2.206,2.006,1.028,,
639,30.335,4.749,2.492,0.241,2.622,4.036,5.461,2.118,2.866,2.891,2.891,0.831,,
639.5,30.360,4.710,3.907,0.224,2.656,4.003,5.416,3.321,4.493,2.971,3.962,0.875,,
640,30.380,4.835,4.150,0.245,2.628,4.110,5.561,3.528,4.773,2.905,4.150,0.883,,
640.5,30.408,5.174,4.085,0.248,2.683,4.398,5.951,3.472,4.698,3.035,4.101,0.760,,
641,30.423,4.914,3.940,0.224,2.698,4.177,5.651,3.349,4.531,3.070,3.987,0.884,,
641.5,30.450,4.524,2.188,0.250,2.555,3.846,5.203,1.860,2.516,2.733,2.679,0.972,,
642,30.470,4.494,2.259,0.231,2.596,3.820,5.168,1.920,2.598,2.830,2.695,0.960,,
642.5,30.490,4.334,7.348,0.225,2.577,3.684,4.985,6.246,8.450,2.785,6.630,1.039,,
