12.761,2.5931
102.088,2.86897
204.176,4.35862
293.503,2.78621
408.353,3.14483
510.441,2.86897
574.246,2.04138
701.856,1.90345
765.661,2.01379
867.749,1.82069
982.599,3.08966
1110.21,5.71034
1174.01,1.90345
1288.86,2.86897
1378.19,0.606897
1454.76,1.93103
1556.84,1.90345
1671.69,3.91724
1761.02,2.45517
1837.59,2.56552
1926.91,3.42069
2029,4.33103
2105.57,3.2
2194.9,5.46207
2296.98,3.17241
2373.55,3.8069
2462.88,3.36552
2539.44,4.22069
2628.77,3.55862
2705.34,4.08276
2807.42,2.2069
2883.99,4.8
2986.08,5.18621
3062.65,3.77931
3151.97,3.91724
3228.54,3.83448
3292.34,3.03448
3407.19,3.44828
3471,2.92414
3534.8,4.27586
3649.65,3.91724
3700.7,3.91724
3777.26,3.94483
3866.59,4.88276
3955.92,3.61379
4019.72,3.08966
4096.29,3.66897
4211.14,3.3931
4262.18,4.33103
4351.51,4.57931
4453.6,3.47586
4491.88,5.76552
4581.21,4.02759
4657.77,5.07586
4721.58,5.73793
4798.14,4.57931
4887.47,4.46897
4925.75,5.10345
5027.84,3.36552
5104.41,4.91034
5168.21,4
5257.54,4.88276
5308.58,3.91724
5385.15,5.51724
5461.72,5.32414
5512.76,3.66897
5589.33,4.41379
5640.37,5.07586
5729.7,2.42759
5780.74,5.62759
5870.07,5.46207
5921.11,6.42759
6010.44,4
6074.25,5.18621
6112.53,3.83448
6189.1,5.93103
6278.42,4.57931
6354.99,5.35172
6418.79,5.10345
6469.84,5.82069
6533.64,4.11034
6597.45,6.51034
6674.01,5.02069
6712.3,3.64138
6814.39,3.3931
6839.91,3.64138
6916.47,4.11034
6980.28,4.35862
7018.56,5.29655
7120.65,5.48966
7158.93,4.05517
7222.74,4.93793
7286.54,3.61379
7337.59,5.82069
7388.63,4.11034
7439.68,5.18621
7567.29,5.4069
7592.81,4.9931
7656.61,4.57931
7707.66,6.04138
7784.22,1.98621
7848.03,4.8
7899.07,5.65517
7950.12,4.55172
8026.68,2.84138
8064.97,4.11034
8116.01,3.33793
8179.81,4.16552
8269.14,1.46207
8332.95,1.46207
8409.51,2.97931
8460.56,3.75172
8511.6,2.67586
8562.65,1.15862
8613.69,3.94483
8677.49,3.06207
8754.06,3.0069
8792.34,2.15172
8881.67,2.73103
8919.95,2.17931
8971,1.62759
9034.8,1.21379
9085.85,2.31724
9149.65,2.09655
9226.22,1.43448
9277.26,1.87586
9353.83,1.76552
9392.11,1.51724
9468.68,1.68276
9519.72,0.855172
9558,0.965517
9634.57,0.386207
9711.14,-1.29655
9736.66,1.10345
9825.99,-0.634483
9877.03,-0.744828
9940.84,-1.84828
10004.6,-2.5931
10068.4,-1.21379
10106.7,-3.06207
10157.8,-2.64828
10247.1,-3.25517
10298.1,-3.64138
10336.4,-4.6069
10413,-5.71034
10464,-6.34483
10527.8,-3.58621
10617.2,-6.4
10668.2,-6.73103
