627.55 3.64       
628.3 3.5       
629.4 2.68       
630.5 2.7       
631.7 2.78       
632.8 2.18       
633.9 3.02       
635 3.14       
636 2.73       
637 2.56       
637.5 2.5       
638.9 2.05       
639.8 2.43       
640.7 2.42       
641.5 1.93       
642.65 2.92       
643.45 3.01       
644.25 2.65       
645.35 2.95       
646.45 2.57       
647.5 2.4       
648.3 1.65       
649.9 2.39       
650.8 0       
651.8 2.66       
652.8 1.98       
655.4 2.69       
656.3 2.8       
657.1 2.68       
660.35 2.55       
661.2 1.68       
661.8 2.64       
662.95 2.64       
664.15 2.68       
665.3 2.38       
665.9 2.59       
667.9 2.9       
668 2.62       
668.9 2.55       
669.7 2.44       
670.6 2.44       
671.9 2.25       
672.95 2.42       
673.95 2.44       
675.1 2.75       
676.65 2.72       
677.55 2.67       
678.6 2.64       
679.95 2.7       
681.3 1.51       
682.2 2.58       
683.3 2.88       
684.3 2.19       
685.05 2.15       
686.05 2.23       
687.05 2.16       
688 2.15       
689 1.76       
689.75 3.14       
690.7 2.84       
691.7 1.66       
692.75 2.49       
693.7 2.89       
694.55 2.44       
695.5 2.06       
696.5 2.32       
697.35 3.01       
698.35 2.01       
699.3 2.06       
700.3 2.49       
701.25 2.65       
702.25 2.37       
703.15 2.36       
704.15 2.72       
705.2 2.49       
706.2 2.31       
707.15 2.3       
707.55 2.27       
708.85 2.79       
709.85 2.77       
710.9 1.7       
711.7 1.43       
712.8 2.44       
713.4 2.04       
714.5 2.33       
715.5 2.52       
716.1 2.93       
717.1 2.64       
718.4 2.65       
719.25 2.62       
720.25 2.24       
721.15 1.98       
721.7 2.03       
722.8 2.59       
724.85 2.6       
725.9 2.78       
726.6 2.67       
727.75 2.53       
728.65 2.25       
729.5 2.92       
731.6 2.88       
733 2.71       
733.9 2.73       
734.95 2.75       
735.95 2.55       
736.45 1.44       
737.35 2.87       
738.35 2.56       
739.55 2.72       
740.5 1.42       
741.55 2.21       
742.5 1.66       
742.9 2.76       
743.55 3.27       
744.55 2.39       
745.05 3.23       
747 2.43       
747.65 2.8       
748.75 1.34       
750.05 1.7       
750.45 1.47       
751.25 0       
756.85 3.44       
757.7 2.49       
758.7 2.64       
759.75 2.06       
760.5 2.78       
761.3 2.5       
762.65 2.62       
763.55 2.58       
764 2.82       
765.5 2.71       
766.45 1.46       
767.3 2.43       
769.25 2.56       
770.2 2.55       
772.15 2.7       
773.05 2.59       
774.1 2.87       
774.9 2.48       
775.95 1.79       
776.5 2.83       
777.75 2.36       
778.6 3.18       
779.4 3.29       
780.45 2.63       
781.25 2.39       
782.15 2.52       
782.95 2.81       
784.1 2.67       
785.05 4.62       
785.6 2.74       
788.4 3.51       
789.3 1.89       
790.15 2.9       
791.25 2.79       
792 2.85       
792.95 2.77       
794.1 3.35       
795 1.26       
795.8 2.33       
796.7 3.41       
797.55 1.8       
798.9 2.86       
799.75 2.76       
800.5 3.82       
801.3 2.64       
802.75 2.8       
803.7 1.45       
804.6 2.54       
805.6 3.18       
806.6 3.16       
807.65 2.81       
808.75 2.9       
808.8 2.84       
810.45 1.27       
811.3 2.5       
812.2 2.78       
813.3 2.62       
814.1 2.67       
815.15 2.29       
816.15 1.44       
817.15 2.39       
819 2.55       
819.75 2.91       
820.4 2.7       
821.35 2.5       
822.2 2.89       
823.85 3.01       
825.1 1.72       
826.4 1.71       
827.7 2.45       
828.55 1.86       
829.15 1.58       
829.8 1.72       
831.35 3.24       
832.5 3.06       
832.9 1.81       
834.7 3.03       
835.6 2.84       
836.7 2.7       
837.1 2.57       
837.6 2.05       
838.6 1.86       
839.6 2.26       
840.45 2.57       
841.4 1.55       
842.45 1.76       
843.35 1.19       
844.1 2.79       
845.3 2.65       
846.2 2.81       
847.2 2.91       
848.1 1.85       
848.7 2.22       
849.8 1.46       
851 2.81       
851.85 1.88       
853.3 2.8       
854.3 2.87       
855 2.89       
858 1.72       
860 2.25       
862 2.25       
862.9 2.61       
864.3 2.18       
865.15 2.62       
865.9 2.88       
867.1 2.42       
867.95 2.54       
869 2.98       
869.8 2.46       
870.8 1.67       
871.75 1.86       
873.55 3.03       
874.56 2.43       
875.4 3.27       
875.95 0       
876.8 2.88       
877.9 2.22       
878.8 1.67       
879.65 1.18       
880.15 2.04       
882.35 2.52       
884 2.46       
886 1.48       
889 2.78       
890.7 2.41       
892.15 6.5       
893.4 2.74       
894.45 2.67       
895.45 2.72       
896.35 2.69       
897.2 2.93       
898.4 2.2       
899.3 2.72       
900.05 2.2       
901.05 2.33       
902.1 2.52       
902.95 2.45       
904 2.18       
904.8 6.85       
905.8 1.6       
906.8 2.83       
907.2 3.11       
909.35 3.85       
910.45 2.55       
910.8 2.51       
912.1 2.68       
912.9 2.97       
913.85 2.66       
915.25 2.63       
915.95 2.73       
916.8 3.24       
917.95 2.37       
918.8 2.61       
919 2.33       
919.65 2.4       
920.05 2.23       
920.95 2.12       
923.95 2.86       
924.8 2.8       
925.4 2.57       
926.35 2.74       
928.95 2.87       
929.65 1.5       
931.75 3.03       
932.55 3       
933.35 2.89       
934.3 2.04       
935.15 1.46       
935.45 1.38       
936.4 2.67       
937.65 2.44       
938.8 2.9       
939.75 1.42       
940.7 3.47       
941.35 2.3       
942.1 6.09       
942.95 1.3       
943.5 1.17       
944.55 2.15       
945.5 2.35       
946.45 1.61       
947.35 2.19       
947.95 2.66       
948.4 2.19       
949.95 2.24       
951.45 2.83       
952.2 2.94       
953.45 2.76       
954.65 1.89       
955.3 2.76       
956.35 2.63       
957.5 3.43       
959.2 2.53       
959.95 3.72       
960.6 3.31       
962.7 2.9       
963.55 3.33       
964.3 3.01       
968.8 2.63       
969.5 2.79       
973.8 2.27       
975.1 2.92       
976.2 2.44       
978.95 2.21       
979.85 1.95       
980.3 2.14       
981.35 2.44       
984.4 2.74       
985.05 3.05       
986.2 3.63       
987.15 2.63       
988.1 3       
988.9 2.78       
989.75 2.23       
990.85 3.01       
991.8 1.41       
992.65 2.18       
993.55 3.06       
994.45 2.81       
995.25 3       
996 2.59       
997.5 2.99       
998.8 2.6       
999.75 2.56       
1000.4 2.63       
1004.7 3.17       
1005.4 2.97       
1006.4 2.97       
1007.2 1.87       
1008 2.13       
1010 2.75       
1011.25 2.41       
1012.4 1.74       
1013.15 2.95       
1015 2.77       
1015.7 2.78       
1016.55 2.54       
1017.4 2.59       
1018.4 3.17       
1019.6 2.74       
1021.2 2.09       
1022 2.33       
1023 3.12       
1024.35 3.21       
1025.45 2.51       
1026.35 1.84       
1027.8 1.94       
1028.1 3.32       
1029.3 2.8       
1030.15 2.97       
1031.15 3       
1032 2.8       
1033.15 1.86       
1034.15 2.88       
1034.7 2.8       
1036 2.71       
1037.25 3.31       
1038.15 3       
1039.05 3.73       
1039.95 1.86       
1040.85 2.08       
1041.8 2.46       
1042.6 1.93       
1043.55 2.21       
1044.5 2.73       
1045.25 2.76       
1046.35 2.06       
1047.3 2.03       
1048.15 2.28       
1049.2 2.76       
1049.6 2.51       
1051.1 2.64       
1052.05 2.5       
1053.5 2.75       
1054.45 2.53       
1055.2 2.91       
1056.2 2.44       
1056.95 2.29       
1057.8 3.89       
1060.95 2.49       
1061.55 2.55       
1062.9 2.61       
1063.8 2.66       
1064.35 2.59       
1065.1 2.54       
1066.25 2.39       
1067.05 2.82       
1068.35 2.58       
1069.25 2.83       
1071.2 3.04       
1072.15 2.66       
1072.9 2.83       
1074.75 1.48       
1075.55 2.69       
1076.9 2.56       
1077.8 2.78       
1078.4 2.2       
1079.6 2.71       
1080.5 2.07       
1081.4 2.49       
1082.9 2.9       
1083.7 3.11       
1084.4 2.06       
1085.1 2.01       
1086.4 1.82       
1087.1 2.46       
1088.05 2.66       
1088.85 1.96       
1089.85 1.84       
1090.95 4.15       
1091.9 2.73       
1092.85 3.86       
1094.15 3.36       
1095.45 2.27       
1096.45 2.73       
1097.4 2.78       
1098.2 2.72       
1099.45 3.1       
1100.1 2.19       
1101.2 1.73       
1102.15 2.56       
1103.1 2.08       
1104 2.01       
1104.85 2.65       
1105.55 1.66       
1106.8 2.74       
1107.1 2.63       
1108.2 3.04       
1109.5 2.9       
1110.15 1.77       
1111.15 2.97       
1112.4 2.87       
1113.4 4.3       
1114.2 2.21       
1115.05 1.73       
1116 2.32       
1116.75 2.5       
1117.55 2.82       
1118.55 3.78       
1119.7 2.96       
1120.85 2.95       
1121.75 2.13       
1122.7 3.16       
1123.9 2.2       
1124.6 2.38       
1125.6 2.11       
1126.55 2.45       
1127.45 2.42       
1128.3 2.33       
1129.3 2.35       
1130.25 2.28       
1131.1 2.01       
1133.65 3.27       
1136.55 2.49       
1139.7 2.13       
1140.4 2.51       
1141.45 2.26       
1142.2 2.09       
1142.65 2.58       
1144.1 1.74       
1145.15 1.75       
1146.45 2.7       
1147.1 2.42       
1148.3 2.28       
1149.6 2.3       
1150.35 2.43       
1151 2.65       
1152.3 4       
1153.25 2.6       
1154.3 3.44       
1155.25 2.81       
1156.05 2.85       
1156.6 2.95       
1157.6 3.08       
1158.1 2.36       
1159.6 2.85       
1160.3 2.81       
1161.1 2.19       
1162.25 2.11       
1163.3 2.67       
1164.4 1.86       
1165.1 2.01       
1165.9 3.38       
1166.5 2.72       
1167.5 3.03       
1168.7 2.92       
1169.45 2.9       
1171.2 2.66       
1172.5 1.76       
1177.05 3.48       
1178.25 2.52       
1179.15 2.8       
1180.2 3.03       
1181.2 3.19       
1182.05 2.9       
1182.9 2.61       
1183.9 1.86       
1184.7 3.31       
1185.7 2.93       
1186.6 3.86       
1187.6 2.77       
1188.55 2.2       
1189.4 3.29       
1190.25 1.86       
1191.1 2.14       
1192.5 3.05       
1193.75 2.94       
1194.75 2.98       
1195.4 2.88       
1197.05 2.41       
1197.8 2.91       
1199.5 2.17       
1200.45 2.48       
1201.35 3.66       
1202.3 2.91       
1203.15 2.63       
1204.4 1.88       
1205.1 1.86       
1206.05 2.7       
1207.45 3.02       
1208.5 3.73       
1209.6 2.41       
1210.55 2.68       
1211.7 1.77       
1212.55 4.37       
1213.45 2.6       
1214.25 1.68       
1215.25 2.39       
1216.25 2.32       
1217.15 2.92       
1218.05 2.63       
1218.9 1.69       
1219.8 2.68       
1220.65 2.76       
1221.65 2.06       
1222.7 2.77       
1223.65 2.78       
1225.4 2.6       
1226.25 2.08       
1227.85 1.93       
1229.3 3.07       
1230.15 2.59       
1232.1 2.41       
1232.9 2.23       
1233.85 2.76       
1234.65 2.63       
1236.1 3.06       
1237.15 2.24       
1237.9 6.21       
1239.6 2.83       
1240.55 2.6       
1241.5 2.81       
1242.4 3.45       
1244.8 3.57       
1246 2.62       
1246.55 3.09       
1247.6 2.84       
1248.7 3.19       
1250.5 3.34       
1252.95 2.35       
1253.85 3.61       
1254.8 2.12       
1256 2.01       
1257.35 3.02       
1258.3 2.73       
1259.4 1.99       
1260.25 2.19       
1261.1 2.23       
1262.25 2.76       
1263.05 2.74       
1264 2.94       
1265.6 2.28       
1266.55 2.56       
1267.3 3.02       
1268.1 2.89       
1268.8 2.8       
1269.7 1.7       
1271.05 2.58       
1272 2.66       
1272.9 2.54       
1273.65 2.9       
1274.6 2.12       
1275.65 2.79       
1276.5 2.29       
1277.35 2.68       
1278.5 2.91       
1279.2 2.12       
1280.35 2.76       
1281.45 2.04       
1282.35 2.45       
1283.45 1.64       
1284.4 1.38       
1285.6 2.66       
1287.1 1.94       
1288.05 2.52       
1288.85 2.87       
1290.15 3.03       
1291.15 1.76       
1292.2 2.49       
1293.05 2.63       
1294 2.56       
1294.65 2.55       
1295.9 2.33       
1299.8 1.42       
1300.8 3.35       
1302 2.2       
1303.65 1.84       
1304.4 1.64       
1305.25 1.63       
1306.5 1.82       
1309.4 2.22       
1310.15 5.4       
1311.2 1.92       
1313.25 2.36       
1314.3 2.17       
1315.1 5.52       
1316.25 6.61       
1317.3 6.52       
1317.85 3.28       
1319.25 5.02       
1319.6 1.73       
1320.9 2.89       
1321.35 2.67       
1322.85 2.57       
1323.1 2.95       
1324.1 2.81       
1325.25 2.22       
1326.1 15.99       
1327 2.52       
1327.9 2.96       
1329.35 3.96       
1330.1 3.8       
1331.1 2.74       
1332 3.13       
1332.7 3.09       
1333.4 2.83       
1334.45 3.04       
1335.4 2.66       
1336.3 2.45       
1337.35 3.02       
1338.55 3.57       
1339.2 3.12       
1340.5 3.01       
1341.45 2.8       
1342.1 2.56       
1342.85 2.34       
1344.15 3.16       
1345.3 3.48       
1346.15 2.43       
1346.65 2.81       
1348.5 2.65       
1349.3 2.54       
1350.35 3.68       
1351.05 3.69       
1351.8 3.98       
1353 3.44       
1353.7 2.85       
1354.55 3.17       
1355.45 3.11       
1356.2 3.27       
1357.45 3.53       
1358.05 4.1       
1358.85 3.31       
1359.9 3.93       
1360.7 3.81       
1361.7 3.4       
1366.2 2.55       
1367.3 2.68       
1368.15 2.96       
1369.1 2.85       
1369.7 2.7       
1371.05 1.93       
1372.7 2.17       
1373.7 2.26       
1374.1 2.38       
1375.3 3.81       
1376.25 2.65       
1376.7 3.07       
1377.75 3.15       
1378.6 3.45       
1379.5 3.57       
1380.7 3.07       
1381.7 4       
1382.1 3.33       
1383.35 4.1       
1384.2 3.55       
1385.3 4.02       
1386.25 4.01       
1386.5 3.86       
1387.9 4.22       
1388.7 4.34       
1389.95 4.15       
1391.1 3.67       
1391.95 3.36       
1392.7 2.94       
1393.25 3.3       
1394.25 4       
1395.25 4.05       
1396.05 3.88       
1397.15 2.99       
1398.2 2.95       
1398.55 3.08       
1401.25 4.15       
1402.25 4.12       
1404.75 2.95       
1405.65 2.84       
1405.95 3.19       
1407.1 3.27       
1408.25 3.47       
1409.2 2.39       
1410.1 2.57       
1410.7 1.75       
1412.35 3.04       
1413.4 2.49       
1414.25 2.67       
1414.85 2.55       
1415.5 2.65       
1416.75 2.91       
1418.9 2.4       
1419.3 2.73       
1420.3 2.3       
1421.45 2.51       
1422 2.72       
1423.35 2.77       
1424.15 3.09       
1424.95 2.83       
1425.75 3.41       
1426.25 3.29       
1427.75 3.22       
1428.95 3.22       
1430.15 3.7       
1430.8 3.64       
1431.8 3.69       
1433.2 3.24       
1433.95 2.48       
1434.85 2.43       
1435.9 4.39       
1436.75 3.89       
1437.7 2.76       
1438.8 2.48       
1439.65 3.38       
1442.5 5.92       
1447.35 4.23       
1448.3 4.87       
1450.15 2.16       
1451.1 4.57       
1451.9 3.06       
1452.85 2.79       
1453.55 2.93       
1454.2 3.55       
1456.4 3.2       
1457.35 3.84       
1458.1 3.16       
1458.75 3.5       
1459.95 4.16       
1462.25 2.69       
1462.95 2.8       
1464.6 3.62       
1465.55 3.23       
1466.35 3.41       
1466.95 2.84       
1468.05 3.39       
1469.1 3.28       
1469.8 3.19       
1470.8 3.16       
1471.9 2.96       
1472.8 2.93       
1473.5 2.78       
1475.45 2.37       
1476.4 2.23       
1477.75 2.7       
1479.8 2.77       
1480.5 2.74       
1481.3 2.86       
1481.9 2.63       
1482.95 2.46       
1483.65 4.1       
1485.1 2.85       
1485.7 3.72       
1486.3 4.53       
1487.6 5.33       
1488.9 4.18       
1489.4 5.5       
1490.2 3.46       
1492.4 4.98       
1493.2 3.73       
1494.05 4.39       
1495.15 5.66       
1496.3 5.75       
1496.5 6.51       
1497.4 5.21       
1499.15 4.98       
1500.1 4.74       
1501 4.04       
1501.9 3.64       
1502.5 3.72       
1503.6 3.63       
1505.45 3.09       
1506.25 4.24       
1508 5.16       
1510.15 3.2       
1511.9 3.94       
1512.6 2.83       
1512.95 3.77       
1513.7 3.69       
1515.05 2.11       
1524.55 2.85       
1525.55 2.98       
1531.1 3.09       
1531.75 2.65       
1532.35 2.23       
1533.25 2.63       
1534.2 2.82       
1535 2.61       
1536.25 2.13       
1537.25 3.27       
1538.25 3.22       
1539.9 2.34       
1540.05 2.83       
1542.25 3       
1543 2.54       
1544.35 3.16       
1545.2 2.65       
1546.1 3.13       
1546.3 2.41       
1557.45 3.65       
1558.2 2.84       
1559.9 2.25       
1561 2.22       
1561.95 2.15       
1562.9 2.58       
1563.7 3.31       
1564.2 2.13       
1566 2.75       
1567.6 2.7       
1571.2 2.74       
1572.45 2.65       
1572.9 2.67       
1573.5 2.76       
1575.1 4.81       
1575.65 2.5       
1576.5 4.59       
1577.8 2.15       
1578.5 2.58       
1579.35 2.8       
1579.85 3.26       
1582.3 2.45       
1583.1 2.25       
1583.75 1.85       
1584.55 1.99       
1586.2 2.89       
1589.55 6.41       
1590.3 6.57       
1591.05 3.11       
1591.85 2.99       
1592.8 2.3       
1593.9 2.42       
1594.75 2.4       
1596.1 2.8       
1597.7 2.34       
1598.35 2.51       
1599.5 1.66       
1600.25 2.87       
1601.1 2.66       
1601.75 2.35       
1602.45 1.94       
1603.6 1.69       
1604.55 1.65       
1605.35 1.27       
1608.05 1.88       
1608.8 1.89       
1609.8 2.03       
1610.65 1.4       
1611 2.42       
1612.05 1.89       
1612.95 1.77       
1613.95 2.8       
1614.95 1.56       
1615.85 3.01       
1617.75 2.68       
1618.25 2.45       
1619.3 1.86       
1620.1 2.02       
1620.85 1.95       
1622.6 2.65       
1623.6 2.76       
1624.45 2.6       
1625.2 2.44       
1626.65 2.29       
1627.6 1.92       
1628.5 2.17       
1630.45 2.67       
1631.25 2.19       
1632.15 1.97       
1633.05 1.36       
1633.85 2.62       
1634.8 1.93       
1635.65 2.52       
1636.55 2.28       
1637.3 2.74       
1639.85 2.41       
1640.65 3.07       
1641.45 2.89       
1642.55 1.76       
1643.2 1.72       
1644.3 3.18       
1645.1 1.38       
1645.8 2.53       
1647.05 1.91       
1647.8 2.4       
1648.8 2.15       
1650.65 1.74       
1651.7 3.22       
1652.55 2.79       
1653.65 2.7       
1654.2 2.92       
1655.2 2.21       
1656.45 3.17       
1657.3 2.89       
1658.25 3.5       
1659.15 3.15       
1660.4 3.28       
1660.95 2.67       
1661.9 3.1       
1662.3 3.37       
1663.4 3.16       
1664.7 3.28       
1665.9 3.46       
1666.45 3.2       
1668.3 3.3       
1668.9 3.23       
1671.45 3.1       
1672.65 3.21       
1675.75 3.34       
1676.9 3.25       
1677.3 3.48       
1678.15 2.38       
1679.2 2.78       
1679.8 2.94       
1682.55 1.13       
1683.45 2.24       
1684.35 2.17       
1684.75 2.64       
1688.1 1.67       
1689.1 2.02       
1690 2.04       
1690.5 1.84       
1691.75 1.45       
1692.65 1.99       
1693.4 2.33       
1694.6 2.57       
1695.3 2.62       
1696.5 1.79       
1697 2.72       
1698.4 2.74       
1698.8 2.03       
1700.9 1.27       
1701.95 2.51       
1703.1 1.84       
1704.05 2.19       
1705.05 2.79       
1705.8 2.31       
1706.55 2.72       
1708.9 2.47       
1709.2 2.84       
1709.95 2.7       
1711.05 2.54       
1713.45 3.06       
1714.4 2.55       
1716.8 2.13       
1718.5 1.33       
1719.4 4.07       
1720.3 2.3       
1721.25 2       
1722.15 1.91       
1722.65 1.72       
1724.8 4.5       
1725.65 2.85       
1726.15 1.37       
1727.2 2.76       
1728.6 2.18       
1729.6 2.1       
1730.45 2.13       
1731.15 2.35       
1731.95 2.8       
1732.95 2.34       
1733.85 2.46       
1734.7 2.52       
1735.5 2.88       
1736.45 3.73       
1737.4 2.19       
1737.75 2.65       
1739.15 2       
1739.5 2.74       
1740.95 2.65       
1741.95 2.45       
1742.95 2.45       
1743.55 2.48       
1744.5 2.14       
1745.3 2.66       
1746.4 2.54       
1746.85 2.48       
1748.25 1.93       
1750.15 2.98       
1751.2 2.1       
1752.1 1.73       
1752.9 1.67       
1754.05 1.82       
1755 2.65       
1755.55 1.95       
1756.8 2.23       
1757.45 2.92       
1758.4 2.89       
1759.25 2.09       
1760.4 2.64       
1761.15 2.64       
1762.25 3.46       
1763.4 2.99       
1764.4 2.95       
1764.95 2.5       
1766 2.7       
1766.4 2.66       
1771.7 2.81       
1772.6 2.67       
1773.75 2.7       
1774.65 2.83       
1775.4 2.96       
1776.3 2.37       
1777.3 2.7       
1780.25 2.59       
1781.1 2.59       
1781.65 2.07       
1782.75 2.67       
1783.9 2.18       
1785 2.91       
1785.6 3       
1786.55 3.3       
1788.2 2.44       
1790.2 2.89       
1791.3 2.56       
1792.25 2.7       
1793.1 3.38       
1795.3 3.27       
1796.05 2.77       
1797.1 2.56       
1798 2.44       
1799.1 2       
1800.05 3.85       
1801.1 2.47       
1801.9 3.19       
1803.9 2.99       
1804.55 2.56       
1805.6 1.23       
1806.45 1.69       
1807.5 1.84       
1809.55 1.87       
1810.35 2.58       
1811.3 3.07       
1812.6 2.61       
1813.55 2.91       
1814.5 4.05       
1815.2 2.82       
1816.7 2.72       
1817.1 3.33       
1818.2 2.66       
1819.7 3.08       
1820.6 3.43       
1821.6 3.36       
1822.4 2.75       
1823.3 2.8       
1824.5 3.23       
1825.3 2.25       
1826.3 2.39       
1827.25 3.14       
1828.2 3.36       
1829.1 3.08       
1829.85 3.13       
1831.1 3.13       
1831.9 3.2       
1833 3.29       
1833.95 2.23       
1835.3 2.32       
1836.55 2.51       
1837.4 2.78       
1840.45 3.44       
1841.4 2.74       
1842.35 2.54       
1843 2.19       
1844.2 2.31       
1845 3.62       
1846 5.26       
1846.9 6.14       
1847.5 3.51       
1848.55 4.79       
1849.6 4.43       
1850.3 3.08       
1850.75 1.84       
1852.25 1.87       
1854 2.99       
1854.75 3.72       
1856.3 3.17       
1856.8 2.79       
1858.25 2.91       
1859.1 2.94       
1860 2.82       
1860.85 2.6       
1861.4 3.14       
1862.5 1.88       
