  15000101        -1         0      9100
  15000401        -1         0      9100
  15000701        -1         0      9100
  15001001        -1         0      9100
  15010101        -1         0      9100
  15010401        -1         0      9100
  15010701        -1         0      9100
  15011001        -1         0      9100
  15020101        -1         0      9100
  15020401        -1         0      9100
  15020701        -1         0      9100
  15021001        -1         0      9100
  15030101        -1         0      9100
  15030401        -1         0      9100
  15030701        -1         0      9100
  15031001        -1         0      9100
  15040101        -1         0      9100
  15040401        -1         0      9100
  15040701        -1         0      9100
  15041001        -1         0      9100
  15050101        -1         0      9100
  15050401        -1         0      9100
  15050701        -1         0      9100
  15051001        -1         0      9100
  15060101        -1         0      9100
  15060401        -1         0      9100
  15060701        -1         0      9100
  15061001        -1         0      9100
  15070101        -1         0      9100
  15070401        -1         0      9100
  15070701        -1         0      9100
  15071001        -1         0      9100
  15080101        -1         0      9100
  15080401        -1         0      9100
  15080701        -1         0      9100
  15081001        -1         0      9100
  15090101        -1         0      9100
  15090401        -1         0      9100
  15090701        -1         0      9100
  15091001        -1         0      9100
  15100101        -1         0      9100
  15100401        -1         0      9100
  15100701        -1         0      9100
  15101001        -1         0      9100
  15110101        -1         0      9100
  15110401        -1         0      9100
  15110701        -1         0      9100
  15111001        -1         0      9100
  15120101        -1         0      9100
  15120401        -1         0      9100
  15120701        -1         0      9100
  15121001        -1         0      9100
  15130101        -1         0      9100
  15130401        -1         0      9100
  15130701        -1         0      9100
  15131001        -1         0      9100
  15140101        -1         0      9100
  15140401        -1         0      9100
  15140701        -1         0      9100
  15141001        -1         0      9100
  15150101        -1         0      9100
  15150401        -1         0      9100
  15150701        -1         0      9100
  15151001        -1         0      9100
  15160101        -1         0      9100
  15160401        -1         0      9100
  15160701        -1         0      9100
  15161001        -1         0      9100
  15170101        -1         0      9100
  15170401        -1         0      9100
  15170701        -1         0      9100
  15171001        -1         0      9100
  15180101        -1         0      9100
  15180401        -1         0      9100
  15180701        -1         0      9100
  15181001        -1         0      9100
  15190101        -1         0      9100
  15190401        -1         0      9100
  15190701        -1         0      9100
  15191001        -1         0      9100
  15200101        -1         0      9100
  15200401        -1         0      9100
  15200701        -1         0      9100
  15201001        -1         0      9100
  15210101        -1         0      9100
  15210401        -1         0      9100
  15210701        -1         0      9100
  15211001        -1         0      9100
  15220101        -1         0      9100
  15220401        -1         0      9100
  15220701        -1         0      9100
  15221001        -1         0      9100
  15230101        -1         0      9100
  15230401        -1         0      9100
  15230701        -1         0      9100
  15231001        -1         0      9100
  15240101        -1         0      9100
  15240401        -1         0      9100
  15240701        -1         0      9100
  15241001        -1         0      9100
  15250101        -1         0      9100
  15250401        -1         0      9100
  15250701        -1         0      9100
  15251001        -1         0      9100
  15260101        -1         0      9100
  15260401        -1         0      9100
  15260701        -1         0      9100
  15261001        -1         0      9100
  15270101        -1         0      9100
  15270401        -1         0      9100
  15270701        -1         0      9100
  15271001        -1         0      9100
  15280101        -1         0      9100
  15280401        -1         0      9100
  15280701        -1         0      9100
  15281001        -1         0      9100
  15290101        -1         0      9100
  15290401        -1         0      9100
  15290701        -1         0      9100
  15291001        -1         0      9100
  15300101        -1         0      9100
  15300401        -1         0      9100
  15300701        -1         0      9100
  15301001        -1         0      9100
  15310101        -1         0      9100
  15310401        -1         0      9100
  15310701        -1         0      9100
  15311001        -1         0      9100
  15320101        -1         0      9100
  15320401        -1         0      9100
  15320701        -1         0      9100
  15321001        -1         0      9100
