% DEPTH	TEMP
15.96	-691.6740317125
15.97	-691.7226416
15.98	-691.7712509125
15.97	-691.81985965
15.97	-691.8684678125
15.96	-691.9170754
15.96	-691.9656824125
15.97	-692.01428885
15.97	-692.0628947125
15.96	-692.1115
15.95	-692.1601047125
15.95	-692.20870885
15.97	-692.2573124125
15.96	-692.3059154
15.97	-692.3545178125
15.98	-692.40311965
15.99	-692.4517209125
15.98	-692.5003216
15.97	-692.5489217125
15.98	-692.59752125
15.98	-692.6461202125
15.96	-692.6947186
15.95	-692.7433164125
15.95	-692.79191365
15.95	-692.8405103125
15.96	-692.8891064
15.97	-692.9377019125
15.96	-692.98629685
15.97	-693.0348912125
15.99	-693.083485
15.98	-693.1320782125
15.96	-693.18067085
15.97	-693.2292629125
15.99	-693.2778544
15.98	-693.3264453125
15.99	-693.37503565
15.98	-693.4236254125
15.97	-693.4722146
15.97	-693.5208032125
15.98	-693.56939125
15.99	-693.6179787125
15.99	-693.6665656
15.98	-693.7151519125
15.96	-693.76373765
15.97	-693.8123228125
15.98	-693.8609074
15.99	-693.9094914125
15.98	-693.95807485
15.99	-694.0066577125
16	-694.05524
15.99	-694.1038217125
15.98	-694.15240285
15.97	-694.2009834125
15.97	-694.2495634
15.99	-694.2981428125
15.98	-694.34672165
15.97	-694.3952999125
15.96	-694.4438776
15.96	-694.4924547125
15.99	-694.54103125
15.99	-694.5896072125
15.98	-694.6381826
15.97	-694.6867574125
15.97	-694.73533165
15.98	-694.7839053125
15.99	-694.8324784
15.99	-694.8810509125
15.99	-694.92962285
15.98	-694.9781942125
15.98	-695.026765
16	-695.0753352125
15.99	-695.12390485
15.97	-695.1724739125
15.99	-695.2210424
16.01	-695.2696103125
16.01	-695.31817765
15.99	-695.3667444125
15.98	-695.4153106
15.98	-695.4638762125
15.98	-695.51244125
16	-695.5610057125
16.01	-695.6095696
15.99	-695.6581329125
15.98	-695.70669565
15.99	-695.7552578125
15.98	-695.8038194
15.98	-695.8523804125
15.99	-695.90094085
15.99	-695.9495007125
15.99	-695.99806
16	-696.0466187125
16.01	-696.09517685
16.01	-696.1437344125
16.01	-696.1922914
16	-696.2408478125
16.01	-696.28940365
16.01	-696.3379589125
16.01	-696.3865136
16	-696.4350677125
16.01	-696.48362125
15.99	-696.5321742125
15.98	-696.5807266
15.98	-696.6292784125
15.99	-696.67782965
16.02	-696.7263803125
16.03	-696.7749304
16.01	-696.8234799125
16	-696.87202885
16	-696.9205772125
16.01	-696.969125
16.03	-697.0176722125
16.03	-697.06621885
16.02	-697.1147649125
16.01	-697.1633104
16.01	-697.2118553125
16	-697.26039965
16	-697.3089434125
16.01	-697.3574866
16.01	-697.4060292125
16	-697.45457125
16.01	-697.5031127125
16.02	-697.5516536
16.01	-697.6001939125
16.01	-697.64873365
16.01	-697.6972728125
16.01	-697.7458114
16	-697.7943494125
16	-697.84288685
16	-697.8914237125
16	-697.93996
16.02	-697.9884957125
16.04	-698.03703085
16.04	-698.0855654125
16.04	-698.1340994
16.03	-698.1826328125
16.02	-698.23116565
16.03	-698.2796979125
16.03	-698.3282296
16.03	-698.3767607125
16.04	-698.42529125
16.04	-698.4738212125
16.02	-698.5223506
16.03	-698.5708794125
16.04	-698.61940765
16.04	-698.6679353125
16.03	-698.7164624
16.03	-698.7649889125
16.03	-698.81351485
16.03	-698.8620402125
16.03	-698.910565
16.03	-698.9590892125
16.04	-699.00761285
16.04	-699.0561359125
16.04	-699.1046584
16.04	-699.1531803125
16.03	-699.20170165
16.04	-699.2502224125
16.05	-699.2987426
16.05	-699.3472622125
16.05	-699.39578125
16.05	-699.4442997125
16.05	-699.4928176
16.06	-699.5413349125
16.06	-699.58985165
16.04	-699.6383678125
16.04	-699.6868834
16.05	-699.7353984125
16.05	-699.78391285
16.05	-699.8324267125
16.05	-699.88094
16.05	-699.9294527125
16.05	-699.97796485
16.05	-700.0264764125
16.05	-700.0749874
16.06	-700.1234978125
16.06	-700.17200765
16.05	-700.2205169125
16.04	-700.2690256
16.05	-700.3175337125
16.06	-700.36604125
16.06	-700.4145482125
16.05	-700.4630546
16.04	-700.5115604125
16.03	-700.56006565
16.03	-700.6085703125
16.03	-700.6570744
16.05	-700.7055779125
16.07	-700.75408085
16.07	-700.8025832125
16.06	-700.851085
16.05	-700.8995862125
16.06	-700.94808685
16.06	-700.9965869125
16.06	-701.0450864
16.06	-701.0935853125
16.06	-701.14208365
16.05	-701.1905814125
16.04	-701.2390786
16.06	-701.2875752125
16.07	-701.33607125
16.06	-701.3845667125
16.07	-701.4330616
16.07	-701.4815559125
16.07	-701.53004965
16.07	-701.5785428125
16.07	-701.6270354
16.06	-701.6755274125
16.07	-701.72401885
16.08	-701.7725097125
16.08	-701.821
16.09	-701.8694897125
16.09	-701.91797885
16.08	-701.9664674125
16.07	-702.0149554
16.07	-702.0634428125
16.09	-702.11192965
16.08	-702.1604159125
16.08	-702.2089016
16.08	-702.2573867125
16.07	-702.30587125
16.07	-702.3543552125
16.08	-702.4028386
16.08	-702.4513214125
16.09	-702.49980365
16.08	-702.5482853125
16.09	-702.5967664
16.09	-702.6452469125
16.09	-702.69372685
16.08	-702.7422062125
16.08	-702.790685
16.08	-702.8391632125
16.07	-702.88764085
16.07	-702.9361179125
16.07	-702.9845944
16.07	-703.0330703125
16.08	-703.08154565
16.09	-703.1300204125
16.1	-703.1784946
16.11	-703.2269682125
16.11	-703.27544125
16.1	-703.3239137125
16.11	-703.3723856
16.11	-703.4208569125
16.1	-703.46932765
16.07	-703.5177978125
16.07	-703.5662674
16.09	-703.6147364125
16.11	-703.66320485
16.12	-703.7116727125
16.1	-703.76014
16.1	-703.8086067125
16.11	-703.85707285
16.09	-703.9055384125
16.1	-703.9540034
16.11	-704.0024678125
16.11	-704.05093165
16.11	-704.0993949125
16.12	-704.1478576
16.11	-704.1963197125
16.12	-704.24478125
16.11	-704.2932422125
16.11	-704.3417026
16.12	-704.3901624125
16.11	-704.43862165
16.12	-704.4870803125
16.11	-704.5355384
16.11	-704.5839959125
16.11	-704.63245285
16.12	-704.6809092125
16.12	-704.729365
16.13	-704.7778202125
16.14	-704.82627485
16.12	-704.8747289125
16.11	-704.9231824
16.11	-704.9716353125
16.11	-705.02008765
16.12	-705.0685394125
16.13	-705.1169906
16.14	-705.1654412125
16.14	-705.21389125
16.15	-705.2623407125
16.15	-705.3107896
16.13	-705.3592379125
16.13	-705.40768565
16.14	-705.4561328125
16.13	-705.5045794
16.12	-705.5530254125
16.12	-705.60147085
16.12	-705.6499157125
16.13	-705.69836
16.15	-705.7468037125
16.15	-705.79524685
16.14	-705.8436894125
16.13	-705.8921314
16.13	-705.9405728125
16.14	-705.98901365
16.14	-706.0374539125
16.15	-706.0858936
16.15	-706.1343327125
16.14	-706.18277125
16.14	-706.2312092125
16.15	-706.2796466
16.15	-706.3280834125
16.16	-706.37651965
16.16	-706.4249553125
16.14	-706.4733904
16.14	-706.5218249125
16.13	-706.57025885
16.13	-706.6186922125
16.15	-706.667125
16.16	-706.7155572125
16.15	-706.76398885
16.15	-706.8124199125
16.15	-706.8608504
16.16	-706.9092803125
16.17	-706.95770965
16.17	-707.0061384125
16.15	-707.0545666
16.16	-707.1029942125
16.17	-707.15142125
16.17	-707.1998477125
16.15	-707.2482736
16.13	-707.2966989125
16.13	-707.34512365
16.15	-707.3935478125
16.16	-707.4419714
16.16	-707.4903944125
16.17	-707.53881685
16.19	-707.5872387125
16.18	-707.63566
16.17	-707.6840807125
16.18	-707.73250085
16.19	-707.7809204125
16.17	-707.8293394
16.16	-707.8777578125
16.17	-707.92617565
16.18	-707.9745929125
16.18	-708.0230096
16.18	-708.0714257125
16.18	-708.11984125
16.18	-708.1682562125
16.18	-708.2166706
16.18	-708.2650844125
16.19	-708.31349765
16.19	-708.3619103125
16.18	-708.4103224
16.18	-708.4587339125
16.19	-708.50714485
16.19	-708.5555552125
16.21	-708.603965
16.22	-708.6523742125
16.2	-708.70078285
16.19	-708.7491909125
16.2	-708.7975984
16.21	-708.8460053125
16.2	-708.89441165
16.19	-708.9428174125
16.18	-708.9912226
16.18	-709.0396272125
16.19	-709.08803125
16.19	-709.1364347125
16.2	-709.1848376
16.21	-709.2332399125
16.2	-709.28164165
16.21	-709.3300428125
16.21	-709.3784434
16.21	-709.4268434125
16.2	-709.47524285
16.2	-709.5236417125
16.2	-709.57204
16.2	-709.6204377125
16.2	-709.66883485
16.2	-709.7172314125
16.21	-709.7656274
16.21	-709.8140228125
16.21	-709.86241765
16.21	-709.9108119125
16.21	-709.9592056
16.21	-710.0075987125
16.21	-710.05599125
16.22	-710.1043832125
16.23	-710.1527746
16.22	-710.2011654125
16.22	-710.24955565
16.23	-710.2979453125
16.24	-710.3463344
16.25	-710.3947229125
16.24	-710.44311085
16.24	-710.4914982125
16.23	-710.539885
16.22	-710.5882712125
16.24	-710.63665685
16.24	-710.6850419125
16.24	-710.7334264
16.25	-710.7818103125
16.24	-710.83019365
16.24	-710.8785764125
16.25	-710.9269586
16.26	-710.9753402125
16.25	-711.02372125
16.24	-711.0721017125
16.24	-711.1204816
16.24	-711.1688609125
16.24	-711.21723965
16.25	-711.2656178125
16.25	-711.3139954
16.26	-711.3623724125
16.27	-711.41074885
16.27	-711.4591247125
16.26	-711.5075
16.26	-711.5558747125
16.27	-711.60424885
16.28	-711.6526224125
16.28	-711.7009954
16.28	-711.7493678125
16.28	-711.79773965
16.28	-711.8461109125
16.27	-711.8944816
16.26	-711.9428517125
16.28	-711.99122125
16.28	-712.0395902125
16.27	-712.0879586
16.28	-712.1363264125
16.29	-712.18469365
16.28	-712.2330603125
16.29	-712.2814264
16.3	-712.3297919125
16.3	-712.37815685
16.3	-712.4265212125
16.3	-712.474885
16.31	-712.5232482125
16.3	-712.57161085
16.28	-712.6199729125
16.29	-712.6683344
16.3	-712.7166953125
16.3	-712.76505565
16.3	-712.8134154125
16.3	-712.8617746
16.31	-712.9101332125
16.32	-712.95849125
16.3	-713.0068487125
16.3	-713.0552056
16.31	-713.1035619125
16.3	-713.15191765
16.3	-713.2002728125
16.32	-713.2486274
16.33	-713.2969814125
16.32	-713.34533485
16.32	-713.3936877125
16.31	-713.44204
16.31	-713.4903917125
16.32	-713.53874285
16.31	-713.5870934125
16.3	-713.6354434
16.3	-713.6837928125
16.32	-713.73214165
16.33	-713.7804899125
16.32	-713.8288376
16.31	-713.8771847125
16.3	-713.92553125
16.3	-713.9738772125
16.32	-714.0222226
16.32	-714.0705674125
16.32	-714.11891165
16.32	-714.1672553125
16.31	-714.2155984
16.31	-714.2639409125
16.32	-714.31228285
16.32	-714.3606242125
16.32	-714.408965
16.33	-714.4573052125
16.33	-714.50564485
16.33	-714.5539839125
16.34	-714.6023224
16.34	-714.6506603125
16.34	-714.69899765
16.34	-714.7473344125
16.35	-714.7956706
16.34	-714.8440062125
16.35	-714.89234125
16.35	-714.9406757125
16.34	-714.9890096
16.34	-715.0373429125
16.34	-715.08567565
16.35	-715.1340078125
16.35	-715.1823394
16.34	-715.2306704125
16.34	-715.27900085
16.35	-715.3273307125
16.35	-715.37566
16.35	-715.4239887125
16.35	-715.47231685
16.34	-715.5206444125
16.35	-715.5689714
16.37	-715.6172978125
16.37	-715.66562365
16.37	-715.7139489125
16.36	-715.7622736
16.36	-715.8105977125
16.37	-715.85892125
16.36	-715.9072442125
16.35	-715.9555666
16.35	-716.0038884125
16.35	-716.05220965
16.36	-716.1005303125
16.37	-716.1488504
16.37	-716.1971699125
16.38	-716.24548885
16.38	-716.2938072125
16.37	-716.342125
16.36	-716.3904422125
16.37	-716.43875885
16.37	-716.4870749125
16.38	-716.5353904
16.38	-716.5837053125
16.37	-716.63201965
16.37	-716.6803334125
16.38	-716.7286466
16.38	-716.7769592125
16.39	-716.82527125
16.39	-716.8735827125
16.39	-716.9218936
16.38	-716.9702039125
16.38	-717.01851365
16.38	-717.0668228125
16.37	-717.1151314
16.38	-717.1634394125
16.39	-717.21174685
16.4	-717.2600537125
16.4	-717.30836
16.41	-717.3566657125
16.4	-717.40497085
16.39	-717.4532754125
16.4	-717.5015794
16.41	-717.5498828125
16.42	-717.59818565
16.4	-717.6464879125
16.4	-717.6947896
16.41	-717.7430907125
16.4	-717.79139125
16.39	-717.8396912125
16.4	-717.8879906
16.41	-717.9362894125
16.42	-717.98458765
16.42	-718.0328853125
16.43	-718.0811824
16.42	-718.1294789125
16.42	-718.17777485
16.41	-718.2260702125
16.4	-718.274365
16.4	-718.3226592125
16.41	-718.37095285
16.41	-718.4192459125
16.41	-718.4675384
16.42	-718.5158303125
16.41	-718.56412165
16.41	-718.6124124125
16.41	-718.6607026
16.42	-718.7089922125
16.43	-718.75728125
16.42	-718.8055697125
16.42	-718.8538576
16.43	-718.9021449125
16.44	-718.95043165
16.45	-718.9987178125
16.44	-719.0470034
16.43	-719.0952884125
16.45	-719.14357285
16.45	-719.1918567125
16.44	-719.24014
16.44	-719.2884227125
16.44	-719.33670485
16.44	-719.3849864125
16.45	-719.4332674
16.46	-719.4815478125
16.46	-719.52982765
16.45	-719.5781069125
16.44	-719.6263856
16.45	-719.6746637125
16.44	-719.72294125
16.44	-719.7712182125
16.44	-719.8194946
16.44	-719.8677704125
16.44	-719.91604565
16.45	-719.9643203125
16.47	-720.0125944
16.47	-720.0608679125
16.46	-720.10914085
16.47	-720.1574132125
16.48	-720.205685
16.48	-720.2539562125
16.47	-720.30222685
16.47	-720.3504969125
16.47	-720.3987664
16.46	-720.4470353125
16.44	-720.49530365
16.44	-720.5435714125
16.46	-720.5918386
16.47	-720.6401052125
16.47	-720.68837125
16.47	-720.7366367125
16.48	-720.7849016
16.49	-720.8331659125
16.48	-720.88142965
16.47	-720.9296928125
16.46	-720.9779554
16.46	-721.0262174125
16.46	-721.07447885
16.48	-721.1227397125
16.5	-721.171
16.51	-721.2192597125
16.49	-721.26751885
16.49	-721.3157774125
16.51	-721.3640354
16.5	-721.4122928125
16.49	-721.46054965
16.5	-721.5088059125
16.51	-721.5570616
16.49	-721.6053167125
16.49	-721.65357125
16.5	-721.7018252125
16.51	-721.7500786
16.51	-721.7983314125
16.52	-721.84658365
16.54	-721.8948353125
16.52	-721.9430864
16.51	-721.9913369125
16.52	-722.03958685
16.53	-722.0878362125
16.51	-722.136085
16.51	-722.1843332125
16.51	-722.23258085
16.52	-722.2808279125
16.53	-722.3290744
16.53	-722.3773203125
16.52	-722.42556565
16.53	-722.4738104125
16.54	-722.5220546
16.52	-722.5702982125
16.52	-722.61854125
16.52	-722.6667837125
16.53	-722.7150256
16.53	-722.7632669125
16.52	-722.81150765
16.53	-722.8597478125
16.53	-722.9079874
16.52	-722.9562264125
16.52	-723.00446485
16.52	-723.0527027125
16.52	-723.10094
16.52	-723.1491767125
16.52	-723.19741285
16.53	-723.2456484125
16.55	-723.2938834
16.55	-723.3421178125
16.53	-723.39035165
16.52	-723.4385849125
16.53	-723.4868176
16.54	-723.5350497125
16.54	-723.58328125
16.55	-723.6315122125
16.56	-723.6797426
16.54	-723.7279724125
16.54	-723.77620165
16.54	-723.8244303125
16.55	-723.8726584
16.56	-723.9208859125
16.56	-723.96911285
16.56	-724.0173392125
16.56	-724.065565
16.56	-724.1137902125
16.54	-724.16201485
16.53	-724.2102389125
16.55	-724.2584624
16.55	-724.3066853125
16.55	-724.35490765
16.55	-724.4031294125
16.55	-724.4513506
16.55	-724.4995712125
16.55	-724.54779125
16.56	-724.5960107125
16.56	-724.6442296
16.57	-724.6924479125
16.56	-724.74066565
16.55	-724.7888828125
16.56	-724.8370994
16.56	-724.8853154125
16.58	-724.93353085
16.59	-724.9817457125
16.58	-725.02996
16.57	-725.0781737125
16.57	-725.12638685
16.56	-725.1745994125
16.56	-725.2228114
16.58	-725.2710228125
16.59	-725.31923365
16.59	-725.3674439125
16.58	-725.4156536
16.6	-725.4638627125
16.6	-725.51207125
16.59	-725.5602792125
16.58	-725.6084866
16.59	-725.6566934125
16.58	-725.70489965
16.59	-725.7531053125
16.6	-725.8013104
16.6	-725.8495149125
16.59	-725.89771885
16.6	-725.9459222125
16.61	-725.994125
16.61	-726.0423272125
16.6	-726.09052885
16.6	-726.1387299125
16.61	-726.1869304
16.61	-726.2351303125
16.6	-726.28332965
16.61	-726.3315284125
16.62	-726.3797266
16.62	-726.4279242125
16.62	-726.47612125
16.62	-726.5243177125
16.63	-726.5725136
16.63	-726.6207089125
16.63	-726.66890365
16.64	-726.7170978125
16.64	-726.7652914
16.63	-726.8134844125
16.62	-726.86167685
16.63	-726.9098687125
16.63	-726.95806
16.62	-727.0062507125
16.61	-727.05444085
16.62	-727.1026304125
16.63	-727.1508194
16.64	-727.1990078125
16.64	-727.24719565
16.65	-727.2953829125
16.64	-727.3435696
16.65	-727.3917557125
16.66	-727.43994125
16.65	-727.4881262125
16.64	-727.5363106
16.64	-727.5844944125
16.63	-727.63267765
16.63	-727.6808603125
16.62	-727.7290424
16.63	-727.7772239125
16.64	-727.82540485
16.64	-727.8735852125
16.65	-727.921765
16.65	-727.9699442125
16.64	-728.01812285
16.64	-728.0663009125
16.65	-728.1144784
16.66	-728.1626553125
16.64	-728.21083165
16.64	-728.2590074125
16.65	-728.3071826
16.65	-728.3553572125
16.65	-728.40353125
16.64	-728.4517047125
16.64	-728.4998776
16.65	-728.5480499125
16.66	-728.59622165
16.67	-728.6443928125
16.67	-728.6925634
16.68	-728.7407334125
16.69	-728.78890285
16.69	-728.8370717125
16.68	-728.88524
16.67	-728.9334077125
16.66	-728.98157485
16.65	-729.0297414125
16.65	-729.0779074
16.66	-729.1260728125
16.65	-729.17423765
16.65	-729.2224019125
16.66	-729.2705656
16.66	-729.3187287125
16.68	-729.36689125
16.69	-729.4150532125
16.7	-729.4632146
16.71	-729.5113754125
16.71	-729.55953565
16.7	-729.6076953125
16.7	-729.6558544
16.69	-729.7040129125
16.69	-729.75217085
16.7	-729.8003282125
16.7	-729.848485
16.69	-729.8966412125
16.68	-729.94479685
16.68	-729.9929519125
16.69	-730.0411064
16.69	-730.0892603125
16.69	-730.13741365
16.69	-730.1855664125
16.69	-730.2337186
16.7	-730.2818702125
16.72	-730.33002125
16.72	-730.3781717125
16.73	-730.4263216
16.72	-730.4744709125
16.7	-730.52261965
16.7	-730.5707678125
16.7	-730.6189154
16.69	-730.6670624125
16.69	-730.71520885
16.71	-730.7633547125
16.71	-730.8115
16.71	-730.8596447125
16.71	-730.90778885
16.73	-730.9559324125
16.72	-731.0040754
16.7	-731.0522178125
16.69	-731.10035965
16.68	-731.1485009125
16.7	-731.1966416
16.71	-731.2447817125
16.7	-731.29292125
16.7	-731.3410602125
16.71	-731.3891986
16.71	-731.4373364125
16.7	-731.48547365
16.71	-731.5336103125
16.72	-731.5817464
16.73	-731.6298819125
16.72	-731.67801685
16.7	-731.7261512125
16.7	-731.774285
16.71	-731.8224182125
16.7	-731.87055085
16.7	-731.9186829125
16.71	-731.9668144
16.72	-732.0149453125
16.73	-732.06307565
16.72	-732.1112054125
16.71	-732.1593346
16.72	-732.2074632125
16.72	-732.25559125
16.73	-732.3037187125
16.73	-732.3518456
16.73	-732.3999719125
16.73	-732.44809765
16.73	-732.4962228125
16.73	-732.5443474
16.74	-732.5924714125
16.74	-732.64059485
16.74	-732.6887177125
16.73	-732.73684
16.72	-732.7849617125
16.73	-732.83308285
16.73	-732.8812034125
16.74	-732.9293234
16.74	-732.9774428125
16.73	-733.02556165
16.73	-733.0736799125
16.73	-733.1217976
16.74	-733.1699147125
16.74	-733.21803125
16.73	-733.2661472125
16.72	-733.3142626
16.72	-733.3623774125
16.73	-733.41049165
16.73	-733.4586053125
16.75	-733.5067184
16.75	-733.5548309125
16.74	-733.60294285
16.74	-733.6510542125
16.75	-733.699165
16.75	-733.7472752125
16.76	-733.79538485
16.76	-733.8434939125
16.75	-733.8916024
16.74	-733.9397103125
16.76	-733.98781765
16.76	-734.0359244125
16.76	-734.0840306
16.76	-734.1321362125
16.74	-734.18024125
16.74	-734.2283457125
16.75	-734.2764496
16.75	-734.3245529125
16.75	-734.37265565
16.75	-734.4207578125
16.77	-734.4688594
16.76	-734.5169604125
16.75	-734.56506085
16.75	-734.6131607125
16.75	-734.66126
16.75	-734.7093587125
16.76	-734.75745685
16.77	-734.8055544125
16.77	-734.8536514
16.76	-734.9017478125
16.76	-734.94984365
16.76	-734.9979389125
16.75	-735.0460336
16.75	-735.0941277125
16.76	-735.14222125
16.77	-735.1903142125
16.77	-735.2384066
16.76	-735.2864984125
16.76	-735.33458965
16.76	-735.3826803125
16.76	-735.4307704
16.76	-735.4788599125
16.76	-735.52694885
16.75	-735.5750372125
16.75	-735.623125
16.76	-735.6712122125
16.77	-735.71929885
16.78	-735.7673849125
16.78	-735.8154704
16.78	-735.8635553125
16.78	-735.91163965
16.78	-735.9597234125
16.78	-736.0078066
16.79	-736.0558892125
16.77	-736.10397125
16.77	-736.1520527125
16.77	-736.2001336
16.77	-736.2482139125
16.77	-736.29629365
16.76	-736.3443728125
16.76	-736.3924514
16.77	-736.4405294125
16.78	-736.48860685
16.79	-736.5366837125
16.77	-736.58476
16.76	-736.6328357125
16.78	-736.68091085
16.8	-736.7289854125
16.8	-736.7770594
16.79	-736.8251328125
16.79	-736.87320565
16.79	-736.9212779125
16.8	-736.9693496
16.8	-737.0174207125
16.8	-737.06549125
16.8	-737.1135612125
16.79	-737.1616306
16.78	-737.2096994125
16.79	-737.25776765
16.79	-737.3058353125
16.8	-737.3539024
16.79	-737.4019689125
16.8	-737.45003485
16.8	-737.4981002125
16.8	-737.546165
16.79	-737.5942292125
16.79	-737.64229285
16.79	-737.6903559125
16.78	-737.7384184
16.78	-737.7864803125
16.78	-737.83454165
16.78	-737.8826024125
16.78	-737.9306626
16.79	-737.9787222125
16.8	-738.02678125
16.79	-738.0748397125
16.79	-738.1228976
16.79	-738.1709549125
16.79	-738.21901165
16.79	-738.2670678125
16.8	-738.3151234
16.8	-738.3631784125
16.8	-738.41123285
16.81	-738.4592867125
16.82	-738.50734
16.81	-738.5553927125
16.82	-738.60344485
16.82	-738.6514964125
16.82	-738.6995474
16.82	-738.7475978125
16.8	-738.79564765
16.79	-738.8436969125
16.79	-738.8917456
16.8	-738.9397937125
16.81	-738.98784125
16.82	-739.0358882125
16.83	-739.0839346
16.82	-739.1319804125
16.81	-739.18002565
16.82	-739.2280703125
16.81	-739.2761144
16.81	-739.3241579125
16.81	-739.37220085
16.81	-739.4202432125
16.8	-739.468285
16.79	-739.5163262125
16.79	-739.56436685
16.81	-739.6124069125
16.82	-739.6604464
16.81	-739.7084853125
16.82	-739.75652365
16.83	-739.8045614125
16.82	-739.8525986
16.8	-739.9006352125
16.8	-739.94867125
16.8	-739.9967067125
16.81	-740.0447416
16.83	-740.0927759125
16.83	-740.14080965
16.83	-740.1888428125
16.82	-740.2368754
16.82	-740.2849074125
16.83	-740.33293885
16.83	-740.3809697125
16.82	-740.429
16.81	-740.4770297125
16.8	-740.52505885
16.8	-740.5730874125
16.81	-740.6211154
16.82	-740.6691428125
16.82	-740.71716965
16.82	-740.7651959125
16.83	-740.8132216
16.83	-740.8612467125
16.83	-740.90927125
16.82	-740.9572952125
16.83	-741.0053186
16.85	-741.0533414125
16.85	-741.10136365
16.84	-741.1493853125
16.82	-741.1974064
16.81	-741.2454269125
16.82	-741.29344685
16.83	-741.3414662125
16.83	-741.389485
16.84	-741.4375032125
16.85	-741.48552085
16.84	-741.5335379125
16.84	-741.5815544
16.83	-741.6295703125
16.84	-741.67758565
16.84	-741.7256004125
16.84	-741.7736146
16.82	-741.8216282125
16.83	-741.86964125
16.84	-741.9176537125
16.84	-741.9656656
16.83	-742.0136769125
16.83	-742.06168765
16.83	-742.1096978125
16.86	-742.1577074
16.88	-742.2057164125
16.87	-742.25372485
16.85	-742.3017327125
16.84	-742.34974
16.84	-742.3977467125
16.84	-742.44575285
16.85	-742.4937584125
16.86	-742.5417634
16.87	-742.5897678125
16.86	-742.63777165
16.85	-742.6857749125
16.87	-742.7337776
16.87	-742.7817797125
16.86	-742.82978125
16.85	-742.8777822125
16.84	-742.9257826
16.85	-742.9737824125
16.85	-743.02178165
16.84	-743.0697803125
16.84	-743.1177784
16.84	-743.1657759125
16.85	-743.21377285
16.85	-743.2617692125
16.86	-743.309765
16.87	-743.3577602125
16.88	-743.40575485
16.87	-743.4537489125
16.86	-743.5017424
16.87	-743.5497353125
16.86	-743.59772765
16.86	-743.6457194125
16.87	-743.6937106
16.87	-743.7417012125
16.87	-743.78969125
16.87	-743.8376807125
16.88	-743.8856696
16.87	-743.9336579125
16.87	-743.98164565
16.86	-744.0296328125
16.87	-744.0776194
16.88	-744.1256054125
16.89	-744.17359085
16.88	-744.2215757125
16.88	-744.26956
16.87	-744.3175437125
16.85	-744.36552685
16.86	-744.4135094125
16.87	-744.4614914
16.88	-744.5094728125
16.88	-744.55745365
16.86	-744.6054339125
16.85	-744.6534136
16.85	-744.7013927125
16.86	-744.74937125
16.87	-744.7973492125
16.87	-744.8453266
16.87	-744.8933034125
16.87	-744.94127965
16.88	-744.9892553125
16.88	-745.0372304
16.88	-745.0852049125
16.87	-745.13317885
16.87	-745.1811522125
16.88	-745.229125
16.88	-745.2770972125
16.88	-745.32506885
16.88	-745.3730399125
16.89	-745.4210104
16.89	-745.4689803125
16.9	-745.51694965
16.89	-745.5649184125
16.87	-745.6128866
16.88	-745.6608542125
16.89	-745.70882125
16.89	-745.7567877125
16.89	-745.8047536
16.88	-745.8527189125
16.89	-745.90068365
16.89	-745.9486478125
16.89	-745.9966114
16.89	-746.0445744125
16.89	-746.09253685
16.88	-746.1404987125
16.86	-746.18846
16.88	-746.2364207125
16.91	-746.28438085
16.91	-746.3323404125
16.9	-746.3802994
16.91	-746.4282578125
16.91	-746.47621565
16.91	-746.5241729125
16.9	-746.5721296
16.9	-746.6200857125
16.91	-746.66804125
16.91	-746.7159962125
16.89	-746.7639506
16.88	-746.8119044125
16.88	-746.85985765
16.89	-746.9078103125
16.89	-746.9557624
16.89	-747.0037139125
16.89	-747.05166485
16.91	-747.0996152125
16.9	-747.147565
16.89	-747.1955142125
16.89	-747.24346285
16.91	-747.2914109125
16.91	-747.3393584
16.91	-747.3873053125
16.9	-747.43525165
16.88	-747.4831974125
16.89	-747.5311426
16.91	-747.5790872125
16.91	-747.62703125
16.91	-747.6749747125
16.92	-747.7229176
16.9	-747.7708599125
16.9	-747.81880165
16.91	-747.8667428125
16.92	-747.9146834
16.91	-747.9626234125
16.9	-748.01056285
16.9	-748.0585017125
16.9	-748.10644
16.91	-748.1543777125
16.91	-748.20231485
16.92	-748.2502514125
16.92	-748.2981874
16.91	-748.3461228125
16.92	-748.39405765
16.93	-748.4419919125
16.92	-748.4899256
16.91	-748.5378587125
16.91	-748.58579125
16.92	-748.6337232125
16.93	-748.6816546
16.94	-748.7295854125
16.93	-748.77751565
16.92	-748.8254453125
16.93	-748.8733744
16.93	-748.9213029125
16.93	-748.96923085
16.92	-749.0171582125
16.91	-749.065085
16.9	-749.1130112125
16.93	-749.16093685
16.93	-749.2088619125
16.92	-749.2567864
16.92	-749.3047103125
16.92	-749.35263365
16.92	-749.4005564125
16.91	-749.4484786
16.92	-749.4964002125
16.92	-749.54432125
16.92	-749.5922417125
16.93	-749.6401616
16.93	-749.6880809125
16.92	-749.73599965
16.93	-749.7839178125
16.92	-749.8318354
16.93	-749.8797524125
16.94	-749.92766885
16.91	-749.9755847125
16.9	-750.0235
16.91	-750.0714147125
16.92	-750.11932885
16.91	-750.1672424125
16.91	-750.2151554
16.92	-750.2630678125
16.93	-750.31097965
16.93	-750.3588909125
16.92	-750.4068016
16.92	-750.4547117125
16.93	-750.50262125
16.94	-750.5505302125
16.94	-750.5984386
16.92	-750.6463464125
16.93	-750.69425365
