%     Depth,Temperature_,TC_m,RHOC_m,PHI,    RHOB,TC_m_min,TC_m_max,RHOC_m_miD,RHOC_m_max,    TC.log,      RHOC.log,       RHP,,
%         m,          °C,W/(mK),kJ/(m³K),n/n,g/cm³,    W/(mK),    W/(mK),kJ/(m³K),kJ/(m³K),    W/(mK),   kJ/(m³K),     µW/m³,,
441.5,16.6383,3.599,2.570,0.319,2.165,3.059,4.139,2.184,2.955,2.037,3.074,0.28014,,
442,16.6535,3.456,2.523,0.318,2.166,2.937,3.974,2.145,2.902,1.985,3.040,0.282808,,
442.5,16.6634,3.290,2.465,0.319,2.165,2.796,3.783,2.096,2.835,1.916,3.003,0.258868,,
443,16.6755,3.567,2.413,0.317,2.167,3.032,4.102,2.051,2.775,2.030,2.964,0.240265,,
443.5,16.6875,3.445,2.389,0.312,2.176,2.928,3.962,2.031,2.748,2.000,2.939,0.250894,,
444,16.6992,3.594,2.348,0.317,2.168,3.055,4.134,1.996,2.701,2.043,2.919,0.26419,,
444.5,16.7079,3.289,2.331,0.314,2.173,2.795,3.782,1.982,2.681,1.931,2.903,0.261537,,
445,16.7169,3.521,2.333,0.312,2.177,2.993,4.050,1.983,2.683,2.033,2.899,0.277487,,
445.5,16.7328,3.333,2.329,0.314,2.173,2.833,3.833,1.980,2.679,1.950,2.901,0.293436,,
446,16.7484,3.132,2.309,0.316,2.170,2.662,3.602,1.963,2.655,1.863,2.890,0.28014,,
446.5,16.7593,3.521,2.298,0.315,2.171,2.993,4.049,1.953,2.643,2.021,2.881,0.24824,,
447,16.7735,3.515,2.311,0.314,2.173,2.987,4.042,1.964,2.658,2.021,2.889,0.234943,,
447.5,16.7846,3.151,2.327,0.310,2.180,2.678,3.624,1.978,2.676,1.888,2.892,0.242919,,
448,16.7961,3.255,2.321,0.307,2.186,2.767,3.743,1.973,2.669,1.942,2.882,0.261537,,
448.5,16.8054,3.574,2.302,0.307,2.186,3.038,4.110,1.957,2.648,2.072,2.869,0.237597,,
449,16.8138,3.120,2.303,0.308,2.183,2.652,3.588,1.957,2.648,1.881,2.872,0.256215,,
449.5,16.8249,3.596,2.282,0.319,2.164,3.057,4.135,1.940,2.624,2.035,2.878,0.229622,,
450,16.8359,3.324,2.281,0.323,2.157,2.825,3.822,1.938,2.623,1.915,2.885,0.234943,,
450.5,16.847,3.311,2.268,0.325,2.155,2.814,3.808,1.927,2.608,1.906,2.879,0.237597,,
451,16.8533,3.166,2.259,0.330,2.146,2.691,3.641,1.920,2.597,1.833,2.883,0.250894,,
451.5,16.8667,3.056,2.285,0.321,2.162,2.598,3.515,1.942,2.628,1.817,2.883,0.245572,,
452,16.8767,3.090,2.294,0.312,2.177,2.627,3.554,1.950,2.639,1.857,2.873,0.24824,,
452.5,16.8894,3.307,2.307,0.310,2.180,2.811,3.803,1.961,2.653,1.952,2.879,0.250894,,
453,16.9005,3.323,2.305,0.312,2.176,2.825,3.822,1.959,2.651,1.951,2.881,0.24824,,
453.5,16.9093,3.278,2.311,0.314,2.173,2.787,3.770,1.965,2.658,1.928,2.888,0.245572,,
454,16.9231,3.213,2.308,0.315,2.171,2.731,3.695,1.962,2.654,1.897,2.889,0.234943,,
454.5,16.9382,3.491,2.292,0.322,2.159,2.967,4.014,1.948,2.635,1.984,2.890,0.266843,,
455,16.9495,3.202,2.286,0.321,2.161,2.721,3.682,1.943,2.629,1.875,2.884,0.240265,,
455.5,16.9581,3.322,2.274,0.323,2.158,2.824,3.820,1.933,2.615,1.916,2.880,0.250894,,
456,16.9719,3.305,2.282,0.319,2.164,2.809,3.801,1.940,2.624,1.921,2.879,0.28014,,
456.5,16.9861,3.364,2.275,0.318,2.166,2.859,3.869,1.934,2.616,1.949,2.871,0.250894,,
457,16.9915,3.308,2.223,0.334,2.139,2.812,3.805,1.889,2.556,1.875,2.866,0.256215,,
457.5,17.0022,3.318,2.227,0.330,2.145,2.820,3.815,1.893,2.561,1.890,2.862,0.250894,,
458,17.0112,3.077,2.248,0.324,2.156,2.615,3.538,1.910,2.585,1.816,2.864,0.245572,,
458.5,17.0221,3.381,2.250,0.325,2.154,2.874,3.888,1.912,2.587,1.932,2.867,0.250894,,
459,17.0378,3.396,2.269,0.322,2.159,2.886,3.905,1.929,2.610,1.947,2.875,0.234943,,
459.5,17.0511,3.580,2.284,0.321,2.162,3.043,4.117,1.942,2.627,2.023,2.883,0.253561,,
460,17.0644,3.499,2.283,0.319,2.164,2.974,4.024,1.941,2.625,1.997,2.879,0.256215,,
460.5,17.0748,3.551,2.282,0.317,2.168,3.018,4.083,1.939,2.624,2.026,2.874,0.288115,,
461,17.0855,3.188,2.275,0.317,2.168,2.710,3.666,1.934,2.616,1.881,2.869,0.266843,,
461.5,17.0935,3.593,2.255,0.320,2.163,3.054,4.132,1.917,2.593,2.032,2.861,0.266843,,
462,17.1034,3.596,2.253,0.320,2.163,3.056,4.135,1.915,2.591,2.033,2.859,0.272165,,
462.5,17.113,3.124,2.245,0.322,2.159,2.655,3.593,1.908,2.581,1.839,2.859,0.250894,,
463,17.1271,3.623,2.240,0.328,2.149,3.079,4.166,1.904,2.576,2.012,2.867,0.245572,,
463.5,17.1356,3.210,2.249,0.328,2.149,2.729,3.692,1.912,2.587,1.855,2.873,0.24824,,
464,17.1483,3.291,2.283,0.320,2.163,2.797,3.785,1.941,2.626,1.913,2.881,0.256215,,
464.5,17.1614,3.309,2.289,0.319,2.164,2.813,3.806,1.945,2.632,1.923,2.883,0.256215,,
465,17.1731,3.229,2.291,0.317,2.167,2.745,3.713,1.948,2.635,1.897,2.881,0.266843,,
465.5,17.1798,3.263,2.299,0.312,2.176,2.773,3.752,1.954,2.644,1.927,2.877,0.245572,,
466,17.1902,3.345,2.298,0.309,2.182,2.844,3.847,1.953,2.642,1.972,2.869,0.250894,,
466.5,17.2031,3.369,2.306,0.305,2.189,2.864,3.874,1.960,2.652,1.996,2.868,0.261537,,
467,17.214,3.487,2.301,0.305,2.189,2.964,4.010,1.956,2.647,2.044,2.865,0.234943,,
467.5,17.228,3.313,2.297,0.297,2.201,2.816,3.810,1.952,2.641,1.997,2.848,0.256215,,
468,17.2382,3.468,2.251,0.308,2.183,2.948,3.989,1.913,2.588,2.024,2.836,0.24824,,
468.5,17.2491,3.532,2.229,0.312,2.177,3.002,4.062,1.895,2.563,2.036,2.828,0.258868,,
469,17.2599,3.570,2.209,0.316,2.169,3.035,4.106,1.878,2.541,2.035,2.823,0.24824,,
469.5,17.2701,3.235,2.196,0.317,2.167,2.750,3.721,1.866,2.525,1.899,2.816,0.266843,,
470,17.2787,3.392,2.211,0.307,2.185,2.883,3.901,1.879,2.542,1.997,2.806,0.250894,,
470.5,17.2948,3.359,2.204,0.302,2.194,2.855,3.863,1.873,2.534,2.001,2.791,0.245572,,
471,17.3129,3.614,2.177,0.306,2.187,3.072,4.157,1.850,2.503,2.091,2.780,0.256215,,
471.5,17.3279,3.509,2.144,0.309,2.182,2.982,4.035,1.822,2.466,2.037,2.764,0.266843,,
472,17.3376,3.284,2.108,0.310,2.180,2.791,3.776,1.791,2.424,1.942,2.741,0.266843,,
472.5,17.3476,3.336,2.091,0.314,2.174,2.836,3.836,1.777,2.405,1.952,2.737,0.266843,,
473,17.3583,3.229,2.063,0.318,2.166,2.745,3.714,1.753,2.372,1.895,2.726,0.256215,,
473.5,17.3645,3.512,2.041,0.318,2.166,2.986,4.039,1.735,2.347,2.007,2.712,0.253561,,
474,17.3773,3.086,2.027,0.315,2.171,2.623,3.548,1.723,2.331,1.845,2.696,0.285461,,
474.5,17.3909,3.480,2.027,0.311,2.178,2.958,4.002,1.723,2.331,2.018,2.687,0.250894,,
475,17.3994,3.517,2.030,0.307,2.185,2.990,4.045,1.726,2.335,2.048,2.681,0.288115,,
475.5,17.4048,3.342,2.009,0.310,2.179,2.841,3.844,1.708,2.310,1.965,2.674,0.282808,,
476,17.417,3.253,1.981,0.318,2.167,2.765,3.741,1.684,2.278,1.905,2.671,0.277487,,
476.5,17.4288,3.539,1.976,0.316,2.170,3.008,4.070,1.680,2.273,2.024,2.663,0.234943,,
477,17.4388,3.340,1.995,0.309,2.181,2.839,3.841,1.696,2.294,1.968,2.662,0.250894,,
477.5,17.4478,3.190,1.998,0.308,2.183,2.711,3.668,1.699,2.298,1.910,2.661,0.266843,,
478,17.4633,3.182,2.020,0.301,2.194,2.705,3.659,1.717,2.323,1.928,2.662,0.277487,,
478.5,17.4744,3.204,2.030,0.298,2.200,2.724,3.685,1.726,2.335,1.948,2.663,0.277487,,
479,17.4817,3.597,1.993,0.310,2.179,3.057,4.136,1.694,2.292,2.067,2.663,0.293436,,
479.5,17.4904,3.408,1.984,0.312,2.176,2.896,3.919,1.686,2.282,1.985,2.660,0.266843,,
480,17.5042,3.233,1.990,0.310,2.180,2.748,3.718,1.692,2.289,1.923,2.659,0.282808,,
480.5,17.5152,3.273,2.007,0.304,2.190,2.782,3.763,1.706,2.309,1.957,2.659,0.250894,,
481,17.5216,3.396,2.037,0.295,2.205,2.886,3.905,1.731,2.342,2.039,2.661,0.256215,,
481.5,17.5324,3.152,2.087,0.278,2.234,2.679,3.625,1.774,2.400,1.990,2.661,0.24824,,
482,17.5448,3.623,2.062,0.285,2.222,3.080,4.166,1.753,2.371,2.174,2.657,0.266843,,
482.5,17.5597,3.409,2.002,0.305,2.189,2.898,3.920,1.702,2.303,2.012,2.657,0.250894,,
483,17.5719,3.298,1.990,0.309,2.182,2.803,3.792,1.691,2.288,1.952,2.657,0.261537,,
483.5,17.5799,3.354,1.993,0.304,2.190,2.851,3.857,1.694,2.292,1.992,2.649,0.245572,,
484,17.5929,3.236,1.980,0.305,2.188,2.751,3.722,1.683,2.277,1.938,2.643,0.242919,,
484.5,17.605,3.318,1.980,0.303,2.192,2.821,3.816,1.683,2.277,1.980,2.638,0.250894,,
485,17.6161,3.317,1.986,0.300,2.197,2.820,3.815,1.688,2.284,1.989,2.636,0.256215,,
485.5,17.6278,3.317,2.004,0.298,2.201,2.819,3.814,1.704,2.305,1.997,2.643,0.288115,,
486,17.6376,3.221,2.003,0.301,2.196,2.738,3.704,1.702,2.303,1.947,2.649,0.277487,,
486.5,17.6478,3.460,1.990,0.303,2.192,2.941,3.979,1.691,2.288,2.040,2.644,0.261537,,
487,17.6619,3.137,1.975,0.305,2.189,2.666,3.607,1.679,2.271,1.899,2.637,0.256215,,
487.5,17.6757,3.182,1.974,0.307,2.186,2.705,3.660,1.677,2.270,1.912,2.641,0.256215,,
488,17.6844,3.203,1.965,0.309,2.182,2.722,3.683,1.670,2.260,1.913,2.640,0.269511,,
488.5,17.6947,3.116,1.970,0.309,2.182,2.648,3.583,1.675,2.266,1.878,2.643,0.245572,,
489,17.7066,3.306,1.976,0.307,2.186,2.810,3.802,1.680,2.273,1.963,2.643,0.277487,,
489.5,17.72,3.522,1.977,0.307,2.186,2.993,4.050,1.681,2.274,2.051,2.643,0.272165,,
490,17.7275,3.552,1.955,0.312,2.177,3.019,4.084,1.661,2.248,2.045,2.639,0.261537,,
490.5,17.7378,3.362,1.983,0.304,2.190,2.858,3.866,1.685,2.280,1.994,2.642,0.272165,,
491,17.7498,3.288,1.983,0.303,2.191,2.795,3.781,1.685,2.280,1.966,2.640,0.272165,,
491.5,17.7636,3.595,1.970,0.309,2.182,3.056,4.134,1.674,2.265,2.072,2.643,0.266843,,
492,17.7736,3.350,1.989,0.308,2.183,2.848,3.853,1.691,2.287,1.976,2.655,0.272165,,
492.5,17.7811,3.089,2.013,0.306,2.186,2.626,3.553,1.711,2.314,1.874,2.667,0.256215,,
493,17.7902,3.531,2.012,0.309,2.181,3.002,4.061,1.710,2.314,2.045,2.674,0.256215,,
493.5,17.8044,3.399,2.020,0.307,2.186,2.889,3.909,1.717,2.323,2.001,2.673,0.250894,,
494,17.8185,3.484,2.028,0.309,2.182,2.961,4.007,1.724,2.332,2.028,2.683,0.240265,,
494.5,17.8269,3.182,2.034,0.309,2.182,2.704,3.659,1.729,2.339,1.905,2.687,0.274833,,
495,17.8379,3.282,2.022,0.315,2.171,2.790,3.775,1.718,2.325,1.926,2.692,0.272165,,
495.5,17.8485,3.364,2.016,0.318,2.166,2.859,3.869,1.714,2.319,1.948,2.695,0.277487,,
496,17.8563,3.276,2.041,0.314,2.173,2.784,3.767,1.734,2.347,1.927,2.703,0.288115,,
496.5,17.8665,3.469,2.043,0.313,2.175,2.949,3.990,1.736,2.349,2.007,2.702,0.272165,,
497,17.8794,3.407,2.070,0.309,2.181,2.896,3.918,1.759,2.380,1.995,2.713,0.229622,,
497.5,17.8918,3.201,2.096,0.306,2.187,2.721,3.681,1.782,2.411,1.922,2.725,0.24824,,
498,17.9028,3.420,2.115,0.303,2.192,2.907,3.933,1.798,2.432,2.022,2.732,0.28014,,
498.5,17.9138,3.355,2.115,0.306,2.187,2.852,3.859,1.798,2.432,1.986,2.737,0.28014,,
499,17.9287,3.323,2.108,0.311,2.178,2.825,3.822,1.792,2.424,1.956,2.743,0.277487,,
499.5,17.9398,3.161,2.114,0.308,2.183,2.687,3.635,1.797,2.431,1.898,2.741,0.277487,,
500,17.9494,3.320,2.120,0.306,2.186,2.822,3.818,1.802,2.438,1.970,2.742,0.288115,,
500.5,17.9586,3.086,2.130,0.304,2.190,2.623,3.549,1.810,2.449,1.880,2.744,0.288115,,
501,17.9699,3.398,2.155,0.296,2.203,2.888,3.907,1.832,2.479,2.037,2.746,0.288115,,
501.5,17.9789,3.351,2.145,0.299,2.198,2.848,3.854,1.823,2.466,2.006,2.745,0.288115,,
502,17.9882,3.303,2.132,0.303,2.192,2.808,3.799,1.813,2.452,1.975,2.743,0.261537,,
502.5,17.998,3.579,2.121,0.309,2.181,3.042,4.115,1.802,2.439,2.064,2.748,0.298758,,
503,18.0094,3.168,2.112,0.312,2.176,2.693,3.643,1.795,2.429,1.888,2.749,0.290783,,
503.5,18.0225,3.517,2.107,0.314,2.173,2.990,4.045,1.791,2.423,2.022,2.749,0.256215,,
504,18.0361,3.259,2.111,0.315,2.172,2.770,3.748,1.794,2.428,1.918,2.752,0.234943,,
504.5,18.0463,3.415,2.132,0.309,2.182,2.903,3.927,1.812,2.452,2.001,2.755,0.258868,,
505,18.057,3.421,2.138,0.308,2.183,2.908,3.935,1.818,2.459,2.005,2.758,0.261537,,
505.5,18.0658,3.593,2.130,0.311,2.178,3.054,4.132,1.811,2.450,2.063,2.759,0.250894,,
506,18.0805,3.385,2.119,0.310,2.181,2.877,3.892,1.801,2.437,1.985,2.748,0.261537,,
506.5,18.0902,3.399,2.115,0.310,2.181,2.889,3.909,1.798,2.433,1.991,2.745,0.272165,,
507,18.0965,3.209,2.100,0.314,2.173,2.727,3.690,1.785,2.415,1.899,2.744,0.256215,,
507.5,18.1045,3.394,2.102,0.317,2.167,2.885,3.903,1.786,2.417,1.962,2.752,0.272165,,
508,18.1142,3.326,2.103,0.317,2.167,2.827,3.825,1.788,2.418,1.935,2.753,0.272165,,
508.5,18.1261,3.391,2.097,0.321,2.162,2.882,3.900,1.782,2.411,1.950,2.755,0.258868,,
509,18.1416,3.170,2.103,0.320,2.162,2.695,3.646,1.788,2.419,1.864,2.759,0.234943,,
509.5,18.1529,3.542,2.109,0.316,2.170,3.010,4.073,1.793,2.426,2.026,2.754,0.237597,,
510,18.1642,3.168,2.109,0.310,2.180,2.693,3.644,1.792,2.425,1.896,2.741,0.256215,,
510.5,18.1763,3.260,2.092,0.311,2.178,2.771,3.749,1.778,2.406,1.930,2.732,0.277487,,
511,18.189,3.375,2.094,0.308,2.183,2.869,3.882,1.780,2.408,1.986,2.728,0.293436,,
511.5,18.199,3.235,2.098,0.308,2.184,2.750,3.720,1.783,2.413,1.930,2.730,0.282808,,
512,18.2097,3.425,2.098,0.309,2.181,2.911,3.939,1.783,2.413,2.003,2.732,0.256215,,
512.5,18.2219,3.470,2.062,0.317,2.168,2.950,3.991,1.753,2.371,1.994,2.724,0.24824,,
513,18.2358,3.092,2.064,0.314,2.174,2.628,3.556,1.754,2.374,1.853,2.718,0.258868,,
513.5,18.2448,3.403,2.043,0.317,2.168,2.892,3.913,1.737,2.350,1.968,2.711,0.242919,,
514,18.2561,3.201,2.042,0.316,2.169,2.721,3.682,1.736,2.348,1.889,2.709,0.245572,,
514.5,18.2651,3.207,2.039,0.316,2.170,2.726,3.688,1.734,2.345,1.892,2.707,0.256215,,
515,18.2752,3.206,2.037,0.315,2.171,2.725,3.687,1.732,2.343,1.894,2.703,0.256215,,
515.5,18.2883,3.218,2.045,0.311,2.178,2.735,3.700,1.738,2.352,1.913,2.699,0.269511,,
516,18.2954,3.569,2.034,0.312,2.177,3.034,4.105,1.729,2.339,2.052,2.693,0.277487,,
516.5,18.3051,3.124,2.030,0.312,2.177,2.655,3.592,1.726,2.335,1.872,2.691,0.256215,,
517,18.3178,3.526,2.040,0.309,2.181,2.997,4.055,1.734,2.346,2.043,2.693,0.256215,,
517.5,18.328,3.316,2.015,0.314,2.173,2.819,3.813,1.712,2.317,1.942,2.686,0.250894,,
518,18.34,3.465,2.012,0.311,2.178,2.946,3.985,1.710,2.314,2.012,2.678,0.26419,,
518.5,18.3525,3.482,2.012,0.309,2.182,2.959,4.004,1.710,2.314,2.028,2.672,0.258868,,
519,18.3628,3.502,2.006,0.308,2.184,2.977,4.028,1.705,2.307,2.039,2.666,0.258868,,
519.5,18.3754,3.471,2.024,0.297,2.202,2.951,3.992,1.721,2.328,2.065,2.656,0.266843,,
520,18.3876,3.347,2.024,0.296,2.204,2.845,3.849,1.720,2.327,2.017,2.653,0.266843,,
520.5,18.395,3.217,2.021,0.295,2.206,2.734,3.699,1.718,2.325,1.964,2.649,0.234943,,
521,18.4056,3.180,1.981,0.304,2.190,2.703,3.657,1.684,2.279,1.918,2.641,0.240265,,
521.5,18.4211,3.601,1.965,0.310,2.180,3.061,4.141,1.670,2.260,2.070,2.643,0.240265,,
522,18.429,3.221,1.990,0.302,2.193,2.738,3.704,1.692,2.289,1.942,2.643,0.256215,,
522.5,18.4422,3.505,1.982,0.304,2.190,2.979,4.030,1.685,2.280,2.054,2.641,0.250894,,
523,18.4497,3.383,1.983,0.303,2.192,2.876,3.891,1.686,2.280,2.007,2.640,0.234943,,
523.5,18.459,3.387,1.986,0.299,2.198,2.879,3.895,1.688,2.284,2.021,2.634,0.234943,,
524,18.4719,3.449,1.958,0.307,2.185,2.931,3.966,1.664,2.252,2.021,2.630,0.256215,,
524.5,18.4829,3.127,1.950,0.308,2.183,2.658,3.596,1.657,2.242,1.884,2.628,0.266843,,
525,18.4972,3.392,1.943,0.308,2.183,2.883,3.901,1.652,2.235,1.993,2.623,0.277487,,
525.5,18.513,3.242,1.934,0.306,2.187,2.755,3.728,1.644,2.224,1.939,2.612,0.256215,,
526,18.5219,3.289,1.925,0.304,2.190,2.795,3.782,1.636,2.214,1.965,2.601,0.253561,,
526.5,18.527,3.142,1.915,0.307,2.185,2.671,3.614,1.627,2.202,1.894,2.601,0.272165,,
527,18.5377,3.440,1.899,0.309,2.182,2.924,3.956,1.614,2.184,2.011,2.594,0.261537,,
527.5,18.5531,3.168,1.900,0.310,2.180,2.692,3.643,1.615,2.185,1.896,2.597,0.277487,,
528,18.5612,3.183,1.887,0.310,2.179,2.706,3.660,1.604,2.170,1.900,2.590,0.256215,,
528.5,18.5699,3.125,1.882,0.307,2.186,2.656,3.594,1.599,2.164,1.888,2.577,0.261537,,
529,18.5798,3.396,1.886,0.299,2.199,2.886,3.905,1.603,2.169,2.026,2.563,0.250894,,
529.5,18.5915,3.525,1.856,0.302,2.193,2.996,4.054,1.578,2.135,2.068,2.550,0.234943,,
530,18.6078,3.455,1.854,0.303,2.192,2.937,3.974,1.576,2.132,2.038,2.549,0.245572,,
530.5,18.6244,3.456,1.864,0.301,2.195,2.938,3.974,1.584,2.143,2.044,2.552,0.256215,,
531,18.6372,3.567,1.849,0.309,2.182,3.032,4.103,1.572,2.127,2.061,2.560,0.256215,,
531.5,18.6474,3.309,1.826,0.315,2.172,2.813,3.805,1.552,2.100,1.938,2.557,0.256215,,
532,18.649,3.435,1.824,0.311,2.178,2.920,3.951,1.550,2.097,2.000,2.548,0.240265,,
532.5,18.6539,3.569,1.807,0.315,2.172,3.033,4.104,1.536,2.078,2.041,2.544,0.23229,,
533,18.6635,3.103,1.804,0.313,2.175,2.637,3.568,1.533,2.074,1.860,2.538,0.240265,,
533.5,18.6765,3.352,1.826,0.304,2.190,2.849,3.855,1.552,2.100,1.990,2.533,0.234943,,
534,18.6934,3.326,1.839,0.299,2.199,2.827,3.825,1.563,2.115,1.997,2.530,0.23229,,
534.5,18.7135,3.566,1.812,0.303,2.192,3.031,4.101,1.540,2.084,2.082,2.521,0.24824,,
535,18.7239,3.312,1.788,0.305,2.189,2.815,3.809,1.520,2.057,1.972,2.508,0.28014,,
535.5,18.7306,3.126,1.794,0.299,2.199,2.657,3.594,1.525,2.064,1.913,2.498,0.272165,,
536,18.7396,3.223,1.784,0.299,2.198,2.740,3.707,1.516,2.052,1.952,2.493,0.240265,,
536.5,18.7498,3.568,1.759,0.305,2.189,3.033,4.104,1.495,2.023,2.077,2.488,0.240265,,
537,18.7678,3.399,1.746,0.306,2.187,2.889,3.909,1.484,2.008,2.004,2.481,0.250894,,
537.5,18.7768,3.356,1.739,0.306,2.186,2.853,3.860,1.478,2.000,1.985,2.477,0.240265,,
538,18.7854,3.445,1.762,0.297,2.202,2.928,3.962,1.498,2.026,2.054,2.471,0.261537,,
538.5,18.7935,3.509,1.786,0.288,2.218,2.983,4.035,1.518,2.054,2.115,2.466,0.26419,,
539,18.8042,3.215,1.802,0.280,2.232,2.733,3.697,1.532,2.072,2.014,2.459,0.258868,,
539.5,18.818,3.166,1.781,0.283,2.226,2.691,3.641,1.513,2.048,1.980,2.452,0.266843,,
540,18.8281,3.488,1.732,0.294,2.208,2.965,4.011,1.473,1.992,2.084,2.442,0.245572,,
540.5,18.8412,3.444,1.729,0.291,2.213,2.927,3.960,1.470,1.988,2.076,2.433,0.256215,,
541,18.851,3.653,1.691,0.298,2.201,3.105,4.200,1.437,1.944,2.137,2.423,0.240265,,
541.5,18.8611,3.432,1.696,0.294,2.207,2.917,3.947,1.442,1.951,2.059,2.418,0.266843,,
542,18.8719,3.463,1.686,0.290,2.214,2.944,3.983,1.434,1.939,2.086,2.402,0.256215,,
542.5,18.8898,3.282,1.685,0.286,2.220,2.789,3.774,1.433,1.938,2.021,2.391,0.234943,,
543,18.9004,3.564,1.688,0.283,2.226,3.029,4.098,1.435,1.941,2.157,2.384,0.256215,,
543.5,18.9082,3.407,1.652,0.290,2.214,2.896,3.919,1.404,1.899,2.062,2.377,0.245572,,
544,18.9161,3.143,1.656,0.287,2.219,2.672,3.615,1.408,1.905,1.957,2.373,0.269511,,
544.5,18.9303,3.544,1.661,0.283,2.226,3.012,4.076,1.412,1.910,2.147,2.366,0.245572,,
545,18.9424,3.202,1.649,0.286,2.222,2.722,3.683,1.402,1.897,1.989,2.363,0.240265,,
545.5,18.9494,3.341,1.640,0.286,2.220,2.840,3.843,1.394,1.886,2.047,2.359,0.245572,,
546,18.9627,3.251,1.632,0.288,2.218,2.764,3.739,1.388,1.877,2.003,2.357,0.234943,,
546.5,18.974,3.429,1.615,0.290,2.213,2.915,3.943,1.372,1.857,2.071,2.351,0.253561,,
547,18.9871,3.271,1.604,0.290,2.214,2.781,3.762,1.363,1.845,2.005,2.342,0.250894,,
547.5,18.9946,3.485,1.571,0.296,2.204,2.962,4.008,1.335,1.807,2.075,2.334,0.26419,,
548,19.0064,3.502,1.535,0.300,2.197,2.977,4.027,1.304,1.765,2.066,2.320,0.256215,,
548.5,19.0175,3.105,1.570,0.287,2.219,2.639,3.571,1.334,1.805,1.940,2.311,0.234943,,
549,19.0308,3.479,1.588,0.284,2.224,2.957,4.000,1.350,1.827,2.115,2.316,0.256215,,
549.5,19.0433,3.425,1.612,0.278,2.234,2.911,3.939,1.370,1.854,2.113,2.318,0.256215,,
550,19.0537,3.070,1.647,0.269,2.250,2.610,3.531,1.400,1.894,1.983,2.320,0.277487,,
550.5,19.0635,3.379,1.607,0.277,2.236,2.872,3.886,1.366,1.848,2.096,2.313,0.269511,,
551,19.071,3.404,1.608,0.278,2.235,2.893,3.914,1.367,1.849,2.105,2.314,0.24824,,
551.5,19.078,3.317,1.578,0.286,2.221,2.820,3.815,1.341,1.815,2.038,2.314,0.26419,,
552,19.0902,3.335,1.637,0.269,2.249,2.835,3.836,1.392,1.883,2.105,2.314,0.266843,,
552.5,19.1029,3.300,1.623,0.275,2.240,2.805,3.795,1.379,1.866,2.070,2.317,0.253561,,
553,19.1116,3.579,1.591,0.284,2.225,3.042,4.115,1.352,1.829,2.160,2.317,0.258868,,
553.5,19.1215,3.355,1.595,0.283,2.226,2.852,3.858,1.356,1.834,2.064,2.319,0.256215,,
554,19.1375,3.433,1.592,0.286,2.221,2.918,3.948,1.353,1.831,2.089,2.323,0.274833,,
554.5,19.1488,3.355,1.563,0.294,2.207,2.852,3.858,1.328,1.797,2.025,2.324,0.266843,,
555,19.1639,3.273,1.548,0.301,2.196,2.782,3.764,1.316,1.780,1.969,2.330,0.234943,,
555.5,19.1752,3.093,1.611,0.287,2.219,2.629,3.557,1.369,1.853,1.936,2.339,0.277487,,
556,19.1816,3.488,1.645,0.281,2.230,2.964,4.011,1.398,1.892,2.131,2.349,0.242919,,
556.5,19.1921,3.230,1.629,0.288,2.218,2.745,3.714,1.384,1.873,1.994,2.354,0.288115,,
557,19.2068,3.357,1.647,0.286,2.220,2.854,3.861,1.400,1.894,2.054,2.364,0.234943,,
557.5,19.217,3.156,1.665,0.284,2.225,2.683,3.629,1.415,1.914,1.974,2.370,0.250894,,
558,19.2285,3.199,1.668,0.284,2.224,2.719,3.679,1.417,1.918,1.992,2.373,0.256215,,
558.5,19.2347,3.211,1.669,0.286,2.220,2.730,3.693,1.418,1.919,1.990,2.379,0.240265,,
559,19.2417,3.172,1.661,0.288,2.217,2.696,3.648,1.412,1.910,1.967,2.378,0.266843,,
559.5,19.25,3.430,1.669,0.289,2.217,2.916,3.945,1.418,1.919,2.078,2.385,0.293436,,
560,19.264,3.151,1.672,0.289,2.216,2.679,3.624,1.421,1.923,1.955,2.388,0.258868,,
560.5,19.2765,3.314,1.697,0.284,2.224,2.817,3.812,1.443,1.952,2.043,2.394,0.250894,,
561,19.2915,3.191,1.677,0.294,2.208,2.712,3.669,1.425,1.928,1.957,2.403,0.256215,,
561.5,19.302,3.596,1.665,0.298,2.200,3.056,4.135,1.416,1.915,2.112,2.406,0.250894,,
562,19.3068,3.223,1.682,0.292,2.210,2.739,3.706,1.430,1.935,1.975,2.404,0.282808,,
562.5,19.3148,3.538,1.681,0.295,2.205,3.008,4.069,1.429,1.933,2.099,2.410,0.266843,,
563,19.3262,3.266,1.683,0.296,2.203,2.776,3.756,1.430,1.935,1.981,2.414,0.253561,,
563.5,19.3394,3.512,1.681,0.298,2.201,2.985,4.039,1.429,1.933,2.079,2.417,0.234943,,
564,19.3519,3.107,1.695,0.295,2.206,2.641,3.573,1.440,1.949,1.917,2.419,0.24824,,
564.5,19.3594,3.350,1.703,0.294,2.208,2.847,3.852,1.448,1.959,2.026,2.421,0.272165,,
565,19.369,3.494,1.697,0.296,2.203,2.970,4.018,1.442,1.951,2.077,2.424,0.250894,,
565.5,19.3842,3.471,1.664,0.303,2.192,2.950,3.991,1.415,1.914,2.043,2.418,0.234943,,
566,19.3936,3.487,1.681,0.298,2.200,2.964,4.010,1.429,1.933,2.067,2.417,0.250894,,
566.5,19.4025,3.329,1.723,0.288,2.218,2.829,3.828,1.465,1.982,2.037,2.422,0.272165,,
