%     Depth,Temperature_,TC_m,RHOC_m,PHI,    RHOB,TC_m_min,TC_m_max,RHOC_m_miD,RHOC_m_max,    TC.log,      RHOC.log,       RHP,,
%         m,          °C,W/(mK),kJ/(m³K),n/n,g/cm³,    W/(mK),    W/(mK),kJ/(m³K),kJ/(m³K),    W/(mK),   kJ/(m³K),     µW/m³,,
1894,52.499,2.801,2.805,0.130889267,2.605,2.661,2.941,2.664,2.945,2.29146,2.980718293,0.77267,,
1894.5,52.5127,2.922,2.696,0.186354667,2.596,2.776,3.068,2.561,2.831,2.17822,2.967070732,0.770033,,
1895,52.529,3.120,2.683,0.187148333,2.516,2.964,3.276,2.549,2.817,2.29444,2.957696829,0.770033,,
1895.5,52.55,3.321,2.646,0.21088,2.494,3.155,3.487,2.513,2.778,2.31833,2.962994146,0.748928,,
1896,52.57,2.976,2.736,0.158037,2.432,2.827,3.124,2.599,2.873,2.31271,2.959711951,0.74629,,
1896.5,52.5905,2.967,2.732,0.151912,2.54,2.819,3.116,2.596,2.869,2.33001,2.947586098,0.711996,,
1897,52.612,3.046,2.710,0.157829333,2.548,2.894,3.198,2.575,2.846,2.35952,2.937321707,0.693531,,
1897.5,52.6316,2.856,2.712,0.141644667,2.541,2.713,2.999,2.576,2.847,2.29204,2.915514146,0.661876,,
1898,52.6453,2.984,2.658,0.164238333,2.574,2.835,3.133,2.525,2.790,2.29557,2.902647805,0.711996,,
1898.5,52.6647,3.126,2.632,0.174916667,2.532,2.969,3.282,2.501,2.764,2.34467,2.897799756,0.672427,,
1899,52.6832,3.227,2.641,0.167246333,2.501,3.066,3.389,2.509,2.773,2.4384,2.893646829,0.661876,,
1899.5,52.7042,3.035,2.621,0.176746,2.531,2.883,3.187,2.490,2.752,2.28161,2.890861951,0.735739,,
1900,52.7215,2.793,2.745,0.104209933,2.513,2.653,2.933,2.607,2.882,2.38096,2.891125122,0.727825,,
1900.5,52.7416,2.998,2.648,0.170473,2.66,2.848,3.148,2.516,2.781,2.28169,2.904404634,0.701445,,
1901,52.7596,3.525,2.559,0.222741667,2.516,3.349,3.701,2.431,2.687,2.37957,2.913512195,0.759481,,
1901.5,52.7756,4.148,2.509,0.245924,2.403,3.941,4.356,2.383,2.634,2.58266,2.912223902,0.709359,,
1902,52.7928,3.804,2.626,0.160434,2.352,3.614,3.994,2.495,2.757,2.83144,2.870599512,0.664513,,
1902.5,52.811,3.491,2.603,0.166220333,2.541,3.316,3.665,2.473,2.733,2.60776,2.860254878,0.595927,,
1903,52.831,2.427,2.706,0.093843533,2.538,2.305,2.548,2.571,2.841,2.12979,2.841396585,0.664513,,
1903.5,52.8538,3.117,2.559,0.166612667,2.687,2.961,3.273,2.431,2.687,2.37139,2.823861463,0.717273,,
1904,52.8718,3.370,2.513,0.182942667,2.54,3.201,3.538,2.387,2.639,2.46047,2.812582439,0.714635,,
1904.5,52.8879,3.748,2.532,0.164585,2.52,3.561,3.936,2.406,2.659,2.77556,2.798401707,0.630221,,
1905,52.9015,3.294,2.579,0.135942333,2.539,3.129,3.459,2.450,2.708,2.61551,2.792839024,0.680341,,
1905.5,52.9193,3.069,2.567,0.142093333,2.585,2.915,3.222,2.438,2.695,2.43596,2.791606341,0.717273,,
1906,52.9393,2.918,2.552,0.144783,2.561,2.772,3.064,2.425,2.680,2.32326,2.783734146,0.767394,,
1906.5,52.9658,3.187,2.527,0.162651,2.565,3.028,3.347,2.401,2.653,2.43173,2.790886585,0.682979,,
1907,52.9882,3.298,2.508,0.172708667,2.538,3.133,3.462,2.383,2.634,2.45965,2.791835854,0.635496,,
1907.5,53.0001,2.977,2.574,0.149687,2.539,2.829,3.126,2.445,2.702,2.34494,2.80974,0.698807,,
1908,53.0136,2.947,2.549,0.157776333,2.569,2.800,3.094,2.421,2.676,2.29487,2.801516341,0.727825,,
1908.5,53.037,3.248,2.526,0.177185333,2.535,3.086,3.410,2.400,2.652,2.41083,2.813718293,0.701445,,
1909,53.0534,3.625,2.470,0.216901667,2.498,3.444,3.806,2.346,2.593,2.4574,2.834147073,0.751567,,
1909.5,53.0689,3.122,2.590,0.156310667,2.414,2.966,3.279,2.461,2.720,2.41532,2.833920732,0.762119,,
1910,53.0881,3.486,2.477,0.220948,2.552,3.312,3.661,2.353,2.600,2.36673,2.846305122,0.725187,,
1910.5,53.1082,3.164,2.602,0.156514667,2.425,3.006,3.322,2.472,2.733,2.44158,2.844612927,0.719911,,
1911,53.1305,2.376,2.642,0.126644933,2.561,2.257,2.495,2.510,2.774,1.99785,2.832653415,0.727825,,
1911.5,53.1494,3.027,2.615,0.139966,2.613,2.876,3.178,2.484,2.746,2.41575,2.830057317,0.719911,,
1912,53.1707,3.308,2.522,0.195203667,2.574,3.143,3.474,2.396,2.648,2.37375,2.839976829,0.69617,,
1912.5,53.1944,3.359,2.564,0.178881667,2.484,3.191,3.527,2.436,2.692,2.47136,2.847737073,0.727825,,
1913,53.214,3.486,2.650,0.1353814,2.517,3.311,3.660,2.518,2.783,2.74922,2.853447561,0.706721,,
1913.5,53.23,3.406,2.643,0.145628,2.592,3.236,3.576,2.511,2.776,2.64763,2.862827073,0.537892,,
1914,53.2588,3.160,2.585,0.17927,2.566,3.002,3.318,2.456,2.715,2.34905,2.86585122,0.638133,,
1914.5,53.284,3.485,2.576,0.187123667,2.501,3.311,3.660,2.448,2.705,2.5108,2.870806829,0.711996,,
1915,53.3165,3.773,2.525,0.215995,2.492,3.585,3.962,2.399,2.652,2.54024,2.876316585,0.727825,,
1915.5,53.3344,3.811,2.476,0.238327333,2.431,3.621,4.002,2.352,2.600,2.45705,2.874915122,0.759481,,
1916,53.3578,3.725,2.367,0.275208,2.386,3.539,3.911,2.248,2.485,2.2578,2.857505122,0.722548,,
1916.5,53.3855,3.611,2.408,0.262577,2.302,3.430,3.792,2.288,2.528,2.25796,2.865367561,0.653962,,
1917,53.4165,4.478,2.035,0.395786,2.332,4.254,4.702,1.933,2.136,2.0264,2.871921463,0.698807,,
1917.5,53.4295,4.421,2.249,0.327775667,2.068,4.200,4.642,2.136,2.361,2.30224,2.87202,0.690893,,
1918,53.4427,4.114,2.148,0.366023,2.205,3.909,4.320,2.041,2.256,2.03853,2.881063902,0.748928,,
1918.5,53.4675,6.223,2.222,0.348515,2.155,5.912,6.535,2.111,2.333,2.76047,2.893813902,0.711996,,
1919,53.4883,3.278,2.318,0.314202667,2.18,3.114,3.442,2.202,2.434,1.92677,2.893524634,0.680341,,
1919.5,53.5183,2.911,2.337,0.299546667,2.24,2.766,3.057,2.220,2.453,1.81748,2.879733415,0.685618,,
1920,53.533,3.984,2.300,0.308495333,2.255,3.785,4.183,2.185,2.415,2.22635,2.870730244,0.719911,,
1920.5,53.557,2.339,2.610,0.175941,2.255,2.222,2.456,2.480,2.741,1.84331,2.880979512,0.685618,,
1921,53.579,3.510,2.353,0.284875667,2.523,3.335,3.686,2.235,2.470,2.12618,2.86480439,0.648687,,
1921.5,53.6022,5.088,2.207,0.337047333,2.281,4.833,5.342,2.096,2.317,2.48083,2.861768049,0.64341,,
1922,53.622,4.739,2.242,0.324377667,2.189,4.502,4.976,2.129,2.354,2.42917,2.860611707,0.64341,,
1922.5,53.6373,5.504,2.117,0.365535333,2.224,5.229,5.779,2.011,2.222,2.45415,2.859870976,0.727825,,
1923,53.6555,3.609,2.472,0.237457333,2.143,3.429,3.790,2.349,2.596,2.36092,2.870680488,0.661876,,
1923.5,53.6863,3.586,2.392,0.276102333,2.377,3.407,3.765,2.273,2.512,2.19288,2.877543902,0.730462,,
1924,53.7095,2.886,2.429,0.260768,2.292,2.742,3.030,2.307,2.550,1.91948,2.877591951,0.682979,,
1924.5,53.7273,2.696,2.611,0.172127333,2.341,2.561,2.831,2.480,2.741,2.0841,2.875633171,0.659238,,
1925,53.754,3.362,2.493,0.230675,2.526,3.194,3.530,2.368,2.617,2.26269,2.874895854,0.611755,,
1925.5,53.774,4.314,2.244,0.335571667,2.393,4.098,4.529,2.132,2.356,2.23011,2.883522683,0.667152,,
1926,53.799,3.648,2.438,0.266798,2.198,3.465,3.830,2.316,2.560,2.25761,2.894999756,0.661876,,
1926.5,53.819,4.914,2.436,0.282017333,2.328,4.668,5.159,2.315,2.558,2.72057,2.919699024,0.640772,,
1927,53.8485,4.169,2.184,0.380378,2.298,3.960,4.377,2.075,2.293,1.99933,2.931756829,0.661876,,
1927.5,53.8665,4.227,2.273,0.353806,2.114,4.016,4.438,2.160,2.387,2.12354,2.937286829,0.64341,,
1928,53.8995,4.428,2.323,0.332645667,2.157,4.206,4.649,2.207,2.439,2.28238,2.930523171,0.685618,,
1928.5,53.918,3.017,2.363,0.323167333,2.203,2.866,3.168,2.244,2.481,1.79402,2.940167317,0.664513,,
1929,53.9408,2.709,2.512,0.252710667,2.226,2.574,2.844,2.387,2.638,1.85394,2.926061951,0.672427,,
1929.5,53.9637,2.989,2.467,0.267783333,2.366,2.839,3.138,2.344,2.590,1.94775,2.91765122,0.627582,,
1930,53.989,4.007,2.342,0.317809333,2.342,3.807,4.208,2.225,2.459,2.19626,2.916837805,0.556358,,
1930.5,54.013,3.960,2.308,0.324583667,2.226,3.762,4.158,2.192,2.423,2.15085,2.905707561,0.577461,,
1931,54.035,3.665,2.278,0.342100667,2.203,3.481,3.848,2.164,2.391,1.97773,2.918153171,0.69617,,
1931.5,54.0672,4.044,2.439,0.287347667,2.174,3.842,4.246,2.317,2.561,2.34168,2.930683171,0.675065,,
1932,54.095,3.570,2.487,0.266683333,2.287,3.391,3.748,2.363,2.612,2.22255,2.930853902,0.64341,,
1932.5,54.1085,3.816,2.437,0.288842667,2.326,3.625,4.007,2.316,2.559,2.24074,2.932122439,0.653962,,
1933,54.1345,3.861,2.500,0.313970667,2.284,3.668,4.054,2.375,2.625,2.15631,3.018250244,0.648687,,
1933.5,54.1547,3.251,2.561,0.317351667,2.244,3.089,3.414,2.433,2.689,1.90567,3.065240732,0.638133,,
1934,54.1853,4.179,2.691,0.290630667,2.23,3.970,4.388,2.556,2.825,2.3819,3.114700244,0.609116,,
1934.5,54.2115,3.616,2.750,0.287193667,2.27,3.435,3.796,2.613,2.888,2.16271,3.152095366,0.601202,,
1935,54.2367,4.038,2.786,0.287559333,2.297,3.836,4.240,2.647,2.926,2.33843,3.178571463,0.651324,,
1935.5,54.2635,3.778,2.835,0.275681,2.295,3.589,3.967,2.693,2.977,2.27913,3.197383171,0.661876,,
1936,54.2813,3.046,2.868,0.271132667,2.332,2.894,3.199,2.725,3.012,1.96446,3.215681951,0.704082,,
1936.5,54.3063,2.549,2.894,0.265982,2.33,2.422,2.677,2.749,3.038,1.73806,3.227748049,0.664513,,
1937,54.3213,2.316,2.934,0.247745,2.344,2.200,2.432,2.787,3.081,1.66023,3.235299024,0.672427,,
1937.5,54.361,2.698,2.922,0.284456667,2.386,2.563,2.833,2.776,3.068,1.76249,3.271211707,0.69617,,
1938,54.39,3.210,2.940,0.30779,2.307,3.049,3.370,2.793,3.087,1.91956,3.312289512,0.648687,,
1938.5,54.411,3.056,3.001,0.276248667,2.251,2.903,3.209,2.851,3.151,1.9526,3.318158293,0.680341,,
1939,54.44,3.119,3.042,0.260430333,2.298,2.963,3.275,2.890,3.194,2.03377,3.330664878,0.661876,,
1939.5,54.455,3.657,3.057,0.269634667,2.348,3.474,3.840,2.904,3.209,2.25039,3.351359024,0.630221,,
1940,54.4788,3.725,3.000,0.333789333,2.329,3.539,3.912,2.850,3.150,2.02973,3.383788293,0.688256,,
1940.5,54.5045,3.154,3.117,0.266355333,2.199,2.996,3.312,2.961,3.272,2.03078,3.391869024,0.664513,,
1941,54.523,3.567,3.065,0.284258333,2.328,3.389,3.746,2.912,3.218,2.15325,3.37342561,0.685618,,
1941.5,54.5468,3.451,2.982,0.358743,2.302,3.278,3.623,2.833,3.131,1.84665,3.401088537,0.675065,,
1942,54.5783,4.599,2.955,0.384526,2.134,4.369,4.829,2.807,3.103,2.10686,3.414384878,0.69617,,
1942.5,54.6065,6.172,3.011,0.366872,2.091,5.864,6.481,2.860,3.161,2.63106,3.42857,0.685618,,
1943,54.631,3.993,3.086,0.342440333,2.134,3.794,4.193,2.932,3.241,2.09139,3.450664634,0.656599,,
1943.5,54.66,1.868,3.098,0.33099,2.191,1.774,1.961,2.943,3.253,1.28538,3.446312439,0.680341,,
1944,54.6827,1.932,3.241,0.228808,2.212,1.835,2.029,3.079,3.403,1.48068,3.448723415,0.709359,,
1944.5,54.708,1.944,3.263,0.222571333,2.406,1.847,2.041,3.100,3.426,1.49851,3.460588537,0.727825,,
1945,54.7375,2.040,3.213,0.278337667,2.409,1.938,2.142,3.053,3.374,1.45396,3.473951463,0.664513,,
1945.5,54.765,2.735,3.241,0.276097,2.327,2.598,2.871,3.079,3.403,1.80221,3.492111951,0.706721,,
1946,54.788,3.105,3.214,0.307709667,2.315,2.950,3.261,3.053,3.375,1.87635,3.502041463,0.717273,,
1946.5,54.8127,2.786,3.214,0.300177,2.247,2.646,2.925,3.053,3.374,1.76056,3.494795366,0.675065,,
1947,54.8275,3.563,3.159,0.322132667,2.257,3.385,3.741,3.001,3.317,2.01162,3.478010244,0.64341,,
1947.5,54.8573,3.318,3.214,0.272421333,2.238,3.152,3.484,3.053,3.375,2.08623,3.468942927,0.741015,,
1948,54.8877,2.515,3.202,0.287205333,2.324,2.389,2.640,3.042,3.362,1.66938,3.474010732,0.725187,,
1948.5,54.913,2.553,3.178,0.301023333,2.287,2.426,2.681,3.019,3.337,1.65445,3.470854146,0.738376,,
1949,54.9465,2.865,3.188,0.313982333,2.25,2.722,3.008,3.029,3.348,1.75722,3.490248537,0.685618,,
1949.5,54.9745,2.910,3.248,0.315605333,2.224,2.765,3.056,3.085,3.410,1.77172,3.532591463,0.714635,,
1950,55.0008,2.912,3.312,0.276342,2.215,2.766,3.057,3.146,3.478,1.88523,3.543532927,0.743653,,
1950.5,55.0298,2.742,3.304,0.299215667,2.313,2.605,2.879,3.139,3.470,1.74361,3.557478049,0.701445,,
1951,55.046,3.685,3.355,0.264659333,2.274,3.501,3.869,3.187,3.523,2.28336,3.565453415,0.69617,,
1951.5,55.075,4.328,3.380,0.259322333,2.327,4.111,4.544,3.211,3.549,2.59705,3.579989512,0.64341,,
1952,55.1125,2.275,3.377,0.269435333,2.35,2.162,2.389,3.208,3.545,1.59171,3.585010732,0.664513,,
1952.5,55.133,2.852,3.398,0.256606667,2.343,2.710,2.995,3.228,3.568,1.91517,3.591101707,0.682979,,
1953,55.155,2.827,3.388,0.270913,2.339,2.686,2.968,3.218,3.557,1.86088,3.594331463,0.677704,,
1953.5,55.172,2.773,3.254,0.29112,2.326,2.634,2.912,3.091,3.417,1.77937,3.514850976,0.704082,,
1954,55.2005,2.847,3.200,0.292895333,2.281,2.704,2.989,3.040,3.360,1.80779,3.478577805,0.580099,,
1954.5,55.2225,3.114,3.157,0.283759333,2.285,2.958,3.270,2.999,3.315,1.9552,3.438890976,0.556358,,
1955,55.2557,3.220,3.131,0.298723667,2.298,3.059,3.381,2.975,3.288,1.9533,3.43547561,0.664513,,
1955.5,55.2804,3.234,3.095,0.323228333,2.276,3.072,3.396,2.940,3.250,1.88012,3.436152195,0.664513,,
1956,55.3025,3.121,3.101,0.320302,2.231,2.965,3.277,2.946,3.256,1.84428,3.436767073,0.69617,,
1956.5,55.326,2.948,3.129,0.305553667,2.216,2.800,3.095,2.972,3.285,1.81609,3.440905122,0.717273,,
1957,55.359,3.753,3.249,0.263585667,2.264,3.565,3.940,3.087,3.412,2.31861,3.486660244,0.775308,,
1957.5,55.383,3.162,3.327,0.246941667,2.346,3.004,3.321,3.161,3.494,2.10124,3.530428049,0.693531,,
1958,55.413,3.158,3.272,0.291811333,2.375,3.000,3.316,3.108,3.435,1.94891,3.527885366,0.698807,,
1958.5,55.4287,3.390,3.250,0.283290667,2.294,3.221,3.560,3.088,3.413,2.07964,3.50531122,0.727825,,
1959,55.455,3.915,3.212,0.315495667,2.294,3.719,4.110,3.051,3.372,2.17074,3.507778537,0.711996,,
1959.5,55.4893,2.552,3.210,0.299664,2.251,2.425,2.680,3.049,3.370,1.65725,3.491453659,0.675065,,
1960,55.5103,2.596,3.176,0.313559333,2.266,2.467,2.726,3.017,3.335,1.64355,3.481405122,0.725187,,
1960.5,55.54,3.313,3.171,0.313909,2.256,3.147,3.478,3.013,3.330,1.94154,3.478554146,0.735739,,
1961,55.558,3.041,3.260,0.277618667,2.234,2.889,3.193,3.097,3.423,1.94154,3.507209268,0.735739,,
1961.5,55.5795,2.630,3.322,0.262483333,2.312,2.498,2.761,3.156,3.488,1.78743,3.53943878,0.651324,,
1962,55.6107,2.395,3.323,0.252335667,2.366,2.276,2.515,3.157,3.490,1.69195,3.531951463,0.701445,,
1962.5,55.6408,2.877,3.295,0.284456667,2.365,2.734,3.021,3.130,3.460,1.84568,3.538280244,0.664513,,
1963,55.679,3.235,3.321,0.276101333,2.307,3.073,3.396,3.155,3.487,2.03516,3.549956098,0.630221,,
1963.5,55.7075,2.898,3.339,0.297466,2.33,2.753,3.043,3.172,3.506,1.81764,3.58042439,0.61703,,
1964,55.722,3.314,3.354,0.302133333,2.268,3.148,3.480,3.186,3.521,1.98149,3.59435122,0.64341,,
1964.5,55.7535,2.661,3.403,0.273195333,2.283,2.528,2.794,3.233,3.573,1.77444,3.607182683,0.685618,,
1965,55.7817,2.657,3.416,0.264145667,2.324,2.524,2.790,3.246,3.587,1.79658,3.610180488,0.704082,,
1965.5,55.7995,2.581,3.424,0.280488333,2.342,2.452,2.710,3.253,3.595,1.71735,3.627613659,0.743653,,
1966,55.8258,3.266,3.379,0.311419,2.3,3.103,3.429,3.210,3.548,1.93092,3.619119756,0.748928,,
1966.5,55.8577,3.424,3.350,0.333826333,2.236,3.253,3.595,3.182,3.517,1.9187,3.616787805,0.733101,,
1967,55.8803,3.199,3.329,0.348946333,2.205,3.039,3.359,3.163,3.496,1.78798,3.615589756,0.704082,,
1967.5,55.9113,2.693,3.401,0.300490333,2.169,2.558,2.828,3.231,3.571,1.71859,3.626008293,0.780584,,
1968,55.9317,2.285,3.412,0.285738,2.271,2.171,2.399,3.241,3.583,1.56238,3.622876585,0.743653,,
1968.5,55.9523,2.328,3.414,0.281568667,2.303,2.211,2.444,3.243,3.585,1.59198,3.621163902,0.690893,,
1969,55.974,2.746,3.457,0.272859,2.312,2.609,2.884,3.284,3.629,1.81679,3.645833659,0.701445,,
1969.5,56.0095,2.887,3.423,0.300278667,2.338,2.743,3.031,3.252,3.594,1.80484,3.641057561,0.711996,,
1970,56.0345,3.134,3.362,0.313855333,2.272,2.977,3.291,3.193,3.530,1.86922,3.609010488,0.651324,,
1970.5,56.067,2.861,3.361,0.291413,2.236,2.718,3.004,3.193,3.529,1.81818,3.59098878,0.66979,,
1971,56.0933,2.810,3.349,0.291005,2.288,2.670,2.951,3.181,3.516,1.79658,3.582028049,0.704082,,
1971.5,56.1168,2.779,3.322,0.306851333,2.266,2.640,2.917,3.156,3.488,1.73958,3.576257805,0.727825,,
1972,56.1417,2.672,3.370,0.288219,2.239,2.538,2.806,3.201,3.538,1.74062,3.594486098,0.704082,,
1972.5,56.1575,2.673,3.384,0.286797667,2.289,2.539,2.806,3.215,3.554,1.74466,3.604022927,0.677704,,
1973,56.1868,2.685,3.434,0.258058,2.276,2.551,2.819,3.262,3.606,1.82706,3.61887561,0.69617,,
1973.5,56.2137,2.622,3.433,0.255613667,2.351,2.491,2.753,3.262,3.605,1.80151,3.616591951,0.722548,,
1974,56.2475,2.199,3.469,0.216903333,2.341,2.089,2.309,3.296,3.643,1.66166,3.616830488,0.770033,,
1974.5,56.2747,3.201,3.367,0.310056333,2.449,3.041,3.361,3.198,3.535,1.90851,3.609647805,0.704082,,
1975,56.289,3.258,3.376,0.284912,2.256,3.095,3.420,3.208,3.545,2.0155,3.596802927,0.685618,,
1975.5,56.3097,4.980,3.185,0.407126,2.303,4.731,5.229,3.026,3.344,2.10977,3.577753659,0.727825,,
1976,56.3402,2.936,3.274,0.335406667,2.052,2.789,3.082,3.110,3.438,1.72736,3.567782439,0.711996,,
1976.5,56.369,5.143,3.092,0.439392,2.188,4.886,5.401,2.937,3.246,2.00689,3.556769756,0.685618,,
1977,56.3881,3.260,3.211,0.357540667,1.999,3.097,3.423,3.050,3.371,1.78402,3.546463171,0.69617,,
1977.5,56.4123,3.283,3.239,0.292382667,2.152,3.119,3.447,3.077,3.401,2.00127,3.505558049,0.682979,,
1978,56.4356,3.189,3.058,0.371652667,2.27,3.029,3.348,2.906,3.211,1.71821,3.46412439,0.659238,,
1978.5,56.4566,3.390,3.149,0.288683667,2.134,3.221,3.560,2.992,3.307,2.06048,3.438257561,0.706721,,
1979,56.4795,3.200,3.184,0.253447333,2.285,3.040,3.360,3.025,3.344,2.09721,3.429172683,0.719911,,
1979.5,56.5027,2.487,3.172,0.245711667,2.353,2.363,2.611,3.014,3.331,1.75644,3.412499268,0.735739,,
1980,56.5229,3.660,3.040,0.333179667,2.356,3.477,3.843,2.888,3.192,2.00805,3.410089024,0.756842,,
1980.5,56.5509,3.259,3.133,0.279574667,2.189,3.096,3.422,2.977,3.290,2.03439,3.417614146,0.680341,,
1981,56.579,5.362,2.923,0.407989333,2.314,5.094,5.630,2.777,3.069,2.19998,3.423730488,0.667152,,
1981.5,56.608,4.926,2.834,0.438193333,2.052,4.680,5.172,2.692,2.976,1.96384,3.410619512,0.685618,,
1982,56.6336,3.818,3.020,0.330451333,1.987,3.627,4.008,2.869,3.171,2.07576,3.393654634,0.685618,,
1982.5,56.6568,2.617,3.075,0.286653333,2.19,2.486,2.748,2.921,3.228,1.71894,3.382968293,0.77267,,
1983,56.6824,2.645,3.117,0.248766,2.289,2.513,2.778,2.961,3.273,1.83199,3.374234634,0.714635,,
1983.5,56.7068,3.534,2.914,0.361569667,2.349,3.357,3.711,2.768,3.059,1.86581,3.360617317,0.69617,,
1984,56.731,3.312,3.053,0.240732333,2.135,3.147,3.478,2.900,3.206,2.19893,3.317161463,0.690893,,
1984.5,56.7614,3.265,3.015,0.257347,2.37,3.102,3.428,2.864,3.166,2.11485,3.307071463,0.677704,,
1985,56.7885,2.606,3.039,0.239668333,2.344,2.476,2.736,2.887,3.191,1.83575,3.305599512,0.661876,,
1985.5,56.8083,2.759,3.070,0.217947333,2.371,2.621,2.897,2.916,3.223,1.98141,3.305136829,0.677704,,
1986,56.8352,2.791,3.008,0.245224333,2.401,2.652,2.931,2.858,3.159,1.91773,3.288386098,0.722548,,
1986.5,56.8571,2.803,3.023,0.239046333,2.375,2.663,2.943,2.872,3.174,1.94197,3.292566585,0.693531,,
1987,56.8805,2.572,3.079,0.202233333,2.385,2.444,2.701,2.925,3.233,1.91886,3.295704878,0.664513,,
1987.5,56.9035,2.665,3.097,0.217496333,2.445,2.531,2.798,2.942,3.252,1.92941,3.326040488,0.685618,,
1988,56.9309,3.077,3.088,0.239470333,2.445,2.923,3.231,2.933,3.242,2.08367,3.34203439,0.701445,,
1988.5,56.9542,2.975,3.129,0.236492,2.38,2.826,3.123,2.973,3.286,2.0402,3.37062878,0.743653,,
1989,56.9707,3.194,3.097,0.252351667,2.39,3.034,3.353,2.942,3.252,2.09791,3.362950732,0.704082,,
1989.5,56.989,3.155,2.998,0.289498667,2.356,2.998,3.313,2.848,3.148,1.95523,3.331572439,0.685618,,
1990,57.0135,3.312,2.976,0.289529,2.289,3.146,3.477,2.827,3.125,2.02349,3.316019756,0.667152,,
1990.5,57.0417,3.523,2.913,0.31765,2.278,3.347,3.699,2.768,3.059,2.01189,3.306122927,0.66979,,
1991,57.0686,2.783,2.989,0.277279667,2.229,2.644,2.922,2.839,3.138,1.82206,3.310716341,0.711996,,
1991.5,57.0912,2.851,2.932,0.311895,2.295,2.709,2.994,2.785,3.078,1.75714,3.311804634,0.719911,,
1992,57.1236,2.932,2.890,0.335770333,2.225,2.786,3.079,2.746,3.035,1.72515,3.31335878,0.664513,,
1992.5,57.1438,3.671,2.877,0.310007333,2.191,3.487,3.854,2.733,3.020,2.09791,3.27135122,0.704082,,
1993,57.1641,3.974,2.716,0.380145667,2.248,3.775,4.172,2.580,2.851,1.9417,3.260897073,0.667152,,
1993.5,57.1882,3.606,2.845,0.30286,2.125,3.425,3.786,2.703,2.987,2.09888,3.24008439,0.714635,,
1994,57.215,3.659,2.861,0.292044667,2.269,3.476,3.842,2.718,3.004,2.16205,3.23736,0.74629,,
1994.5,57.2383,3.293,2.837,0.304297333,2.292,3.129,3.458,2.696,2.979,1.96551,3.236812195,0.680341,,
1995,57.2587,3.842,2.754,0.339339667,2.262,3.650,4.034,2.616,2.891,2.05064,3.227533902,0.66979,,
1995.5,57.2772,3.322,2.835,0.292188333,2.188,3.156,3.488,2.693,2.976,2.01884,3.218902439,0.675065,,
1996,57.2962,3.622,2.784,0.319614667,2.294,3.441,3.803,2.645,2.924,2.04327,3.220833902,0.706721,,
1996.5,57.3174,3.050,2.850,0.294618,2.239,2.897,3.202,2.708,2.993,1.89268,3.23328439,0.672427,,
1997,57.342,2.709,2.930,0.247145333,2.268,2.574,2.844,2.783,3.076,1.86949,3.231206585,0.677704,,
1997.5,57.3689,3.190,2.867,0.287775333,2.364,3.030,3.349,2.724,3.010,1.9759,3.236108537,0.770033,,
1998,57.3984,2.653,2.920,0.258744333,2.287,2.520,2.786,2.774,3.066,1.80899,3.23834439,0.780584,,
1998.5,57.4226,3.112,2.803,0.314633,2.339,2.957,3.268,2.662,2.943,1.85801,3.226515366,0.775308,,
1999,57.4425,2.858,2.805,0.317174667,2.239,2.715,3.000,2.664,2.945,1.74547,3.231292195,0.756842,,
1999.5,57.4632,3.512,2.942,0.276610667,2.238,3.337,3.688,2.795,3.089,2.15825,3.276416585,0.66979,,
2000,57.482,3.042,3.041,0.273198,2.31,2.890,3.195,2.889,3.193,1.95609,3.344220732,0.601202,,
2000.5,57.5086,3.492,2.984,0.320506667,2.308,3.318,3.667,2.835,3.133,1.9901,3.357546829,0.64341,,
2001,57.5405,3.939,2.964,0.322411,2.22,3.742,4.136,2.816,3.113,2.15209,3.34670561,0.614393,,
2001.5,57.5642,3.346,2.960,0.315502,2.213,3.179,3.513,2.812,3.108,1.94969,3.335167561,0.648687,,
2002,57.5852,2.603,3.021,0.279828667,2.223,2.473,2.733,2.870,3.172,1.72953,3.336657073,0.630221,,
2002.5,57.6058,3.208,3.069,0.299696667,2.295,3.047,3.368,2.915,3.222,1.94469,3.392704878,0.664513,,
2003,57.6316,3.088,3.157,0.25245,2.253,2.933,3.242,2.999,3.315,2.04536,3.407572439,0.659238,,
2003.5,57.659,2.999,3.159,0.260154667,2.349,2.849,3.148,3.001,3.317,1.97641,3.416789024,0.693531,,
2004,57.6884,3.784,3.171,0.270778667,2.32,3.595,3.973,3.013,3.330,2.3024,3.436223171,0.622307,,
2004.5,57.7075,3.453,3.181,0.261541667,2.317,3.281,3.626,3.022,3.340,2.18873,3.434356585,0.661876,,
2005,57.7196,3.874,3.105,0.328877667,2.351,3.680,4.067,2.950,3.260,2.10229,3.44867,0.66979,,
2005.5,57.7441,3.431,3.178,0.277156667,2.209,3.259,3.602,3.019,3.337,2.11986,3.447259024,0.661876,,
2006,57.7718,3.569,3.202,0.257157667,2.313,3.391,3.748,3.042,3.362,2.26024,3.445473171,0.667152,,
2006.5,57.7924,3.175,3.091,0.332698,2.345,3.016,3.334,2.937,3.246,1.82803,3.443395366,0.706721,,
2007,57.821,2.634,3.165,0.279598333,2.195,2.502,2.766,3.007,3.324,1.74493,3.440616341,0.704082,,
2007.5,57.8475,3.966,3.127,0.286248,2.302,3.767,4.164,2.971,3.284,2.31403,3.420059024,0.748928,,
