%     Depth;Temperature_;TC_m;RHOC_m;PHI;    RHOB;TC_m_min;TC_m_max;RHOC_m_miD;RHOC_m_max;    TC.log;      RHOC.log;       RHP;;
%         m;          °C;W/(mK);kJ/(m³K);n/n;g/cm³;    W/(mK);    W/(mK);kJ/(m³K);kJ/(m³K);    W/(mK);   kJ/(m³K);     µW/m³;;
1036.5;30.3298;3.311;1.422;0.231;2.315;3.146;3.477;1.351;1.493;2.310;2.043;0.295844286;;
1037;30.3369;3.311;1.424;0.231;2.315;3.145;3.476;1.353;1.495;2.239;2.047;0.294577952;;
1037.5;30.3477;3.306;1.427;0.230;2.316;3.140;3.471;1.356;1.499;2.068;2.048;0.295084048;;
1038;30.3659;3.315;1.431;0.229;2.318;3.149;3.481;1.359;1.502;2.186;2.054;0.296730095;;
1038.5;30.3771;3.329;1.435;0.230;2.317;3.163;3.496;1.363;1.507;2.055;2.069;0.297996429;;
1039;30.3881;3.339;1.439;0.231;2.316;3.173;3.506;1.367;1.511;2.225;2.072;0.299262762;;
1039.5;30.3977;3.332;1.443;0.232;2.314;3.166;3.499;1.371;1.515;2.231;2.078;0.300655429;;
1040;30.4074;3.339;1.447;0.233;2.311;3.172;3.506;1.375;1.520;2.273;2.082;0.303188095;;
1040.5;30.4172;3.341;1.451;0.235;2.308;3.174;3.508;1.379;1.524;2.159;2.090;0.307366857;;
1041;30.4311;3.325;1.456;0.237;2.305;3.159;3.491;1.383;1.529;2.243;2.099;0.311924714;;
1041.5;30.444;3.330;1.460;0.237;2.304;3.164;3.497;1.387;1.533;2.241;2.100;0.314963476;;
1042;30.4583;3.328;1.464;0.238;2.303;3.162;3.494;1.391;1.537;2.334;2.105;0.316989333;;
1042.5;30.4712;3.325;1.467;0.238;2.302;3.159;3.491;1.394;1.541;2.177;2.108;0.318508333;;
1043;30.4839;3.322;1.470;0.238;2.303;3.156;3.489;1.397;1.544;2.485;2.112;0.319901;;
1043.5;30.4951;3.341;1.473;0.239;2.301;3.174;3.508;1.399;1.546;2.352;2.120;0.321547095;;
1044;30.5099;3.355;1.474;0.240;2.299;3.187;3.522;1.400;1.548;2.297;2.123;0.322053905;;
1044.5;30.5243;3.360;1.476;0.243;2.295;3.192;3.528;1.402;1.549;2.102;2.122;0.323953381;;
1045;30.5384;3.344;1.477;0.242;2.295;3.177;3.511;1.403;1.551;2.190;2.131;0.325472381;;
1045.5;30.5494;3.333;1.479;0.242;2.296;3.166;3.500;1.406;1.553;2.082;2.133;0.327750905;;
1046;30.5609;3.348;1.482;0.242;2.295;3.181;3.516;1.408;1.556;2.154;2.138;0.329903857;;
1046.5;30.571;3.348;1.484;0.242;2.296;3.180;3.515;1.410;1.558;2.202;2.132;0.332436524;;
1047;30.5797;3.353;1.487;0.243;2.295;3.186;3.521;1.412;1.561;2.242;2.136;0.333576524;;
1047.5;30.5894;3.347;1.490;0.244;2.293;3.180;3.515;1.415;1.564;2.171;2.137;0.334209714;;
1048;30.6063;3.375;1.493;0.247;2.288;3.206;3.543;1.418;1.567;2.042;2.142;0.333703619;;
1048.5;30.6234;3.348;1.496;0.248;2.286;3.181;3.516;1.421;1.570;2.273;2.140;0.332817762;;
1049;30.633;3.340;1.499;0.249;2.284;3.173;3.507;1.424;1.574;2.141;2.141;0.332691429;;
1049.5;30.6451;3.337;1.502;0.248;2.285;3.170;3.504;1.427;1.577;2.108;2.148;0.331552143;;
1050;30.654;3.338;1.506;0.248;2.287;3.171;3.504;1.431;1.581;2.072;2.147;0.33053919;;
1050.5;30.6651;3.336;1.509;0.246;2.290;3.170;3.503;1.433;1.584;2.162;2.149;0.330412143;;
1051;30.6772;3.353;1.511;0.246;2.289;3.185;3.520;1.435;1.586;2.304;2.157;0.328892429;;
1051.5;30.6912;3.336;1.513;0.244;2.292;3.169;3.503;1.437;1.588;2.257;2.157;0.325853667;;
1052;30.7012;3.331;1.515;0.244;2.293;3.164;3.498;1.439;1.590;2.248;2.154;0.322814905;;
1052.5;30.7102;3.334;1.517;0.244;2.294;3.168;3.501;1.441;1.593;2.202;2.170;0.321674905;;
1053;30.7249;3.335;1.519;0.243;2.295;3.168;3.502;1.443;1.595;2.232;2.167;0.319902476;;
1053.5;30.7397;3.360;1.522;0.243;2.294;3.192;3.528;1.446;1.598;2.080;2.173;0.319395667;;
1054;30.7494;3.337;1.525;0.241;2.298;3.170;3.504;1.449;1.601;2.201;2.177;0.317749571;;
1054.5;30.7605;3.352;1.528;0.242;2.297;3.185;3.520;1.451;1.604;2.317;2.178;0.316356905;;
1055;30.7735;3.340;1.530;0.240;2.300;3.173;3.507;1.453;1.606;2.164;2.172;0.314584476;;
1055.5;30.7847;3.359;1.532;0.239;2.300;3.191;3.527;1.455;1.608;2.336;2.168;0.314331095;;
1056;30.7959;3.364;1.533;0.241;2.298;3.196;3.533;1.456;1.610;2.226;2.165;0.314331095;;
1056.5;30.8105;3.355;1.534;0.240;2.299;3.187;3.523;1.457;1.611;2.105;2.161;0.312938381;;
1057;30.8246;3.344;1.535;0.240;2.300;3.177;3.512;1.458;1.612;2.185;2.159;0.311418619;;
1057.5;30.8393;3.363;1.536;0.241;2.298;3.195;3.531;1.459;1.612;2.313;2.169;0.311038857;;
1058;30.8506;3.356;1.535;0.240;2.299;3.189;3.524;1.459;1.612;2.258;2.167;0.311418619;;
1058.5;30.8614;3.349;1.535;0.239;2.301;3.182;3.517;1.458;1.612;2.277;2.167;0.313824238;;
1059;30.8695;3.363;1.534;0.239;2.301;3.195;3.532;1.457;1.611;2.229;2.161;0.315089905;;
1059.5;30.8816;3.354;1.532;0.239;2.301;3.186;3.521;1.455;1.609;2.238;2.158;0.318255048;;
1060;30.8922;3.342;1.530;0.239;2.301;3.175;3.509;1.454;1.607;2.092;2.152;0.319014524;;
1060.5;30.9011;3.359;1.528;0.240;2.300;3.191;3.526;1.452;1.605;2.315;2.159;0.319521333;;
1061;30.9155;3.344;1.526;0.240;2.300;3.176;3.511;1.450;1.603;2.110;2.155;0.319648381;;
1061.5;30.931;3.351;1.525;0.239;2.301;3.184;3.519;1.449;1.602;2.248;2.155;0.318509095;;
1062;30.9452;3.373;1.525;0.240;2.300;3.204;3.541;1.449;1.601;2.180;2.160;0.319522;;
1062.5;30.9552;3.396;1.524;0.241;2.298;3.226;3.566;1.448;1.601;2.324;2.159;0.322560762;;
1063;30.9677;3.391;1.524;0.242;2.297;3.222;3.561;1.448;1.600;2.204;2.162;0.323573714;;
1063.5;30.9824;3.374;1.523;0.241;2.299;3.205;3.543;1.447;1.600;2.238;2.157;0.325346143;;
1064;30.9925;3.406;1.523;0.242;2.295;3.236;3.576;1.447;1.599;2.226;2.153;0.324966429;;
1064.5;31.0012;3.390;1.523;0.242;2.296;3.220;3.559;1.447;1.599;2.096;2.149;0.325219095;;
1065;31.0155;3.383;1.523;0.240;2.299;3.214;3.552;1.447;1.600;2.203;2.150;0.32572519;;
1065.5;31.0281;3.423;1.524;0.242;2.295;3.252;3.594;1.448;1.600;2.278;2.146;0.326231286;;
1066;31.0373;3.399;1.524;0.242;2.296;3.229;3.569;1.448;1.600;2.190;2.145;0.326231286;;
1066.5;31.0488;3.396;1.524;0.241;2.298;3.226;3.566;1.448;1.600;2.318;2.147;0.325851571;;
1067;31.0591;3.401;1.525;0.241;2.298;3.231;3.571;1.448;1.601;2.304;2.152;0.326864476;;
1067.5;31.0723;3.424;1.525;0.242;2.297;3.252;3.595;1.449;1.601;2.311;2.158;0.329143762;;
1068;31.0875;3.398;1.525;0.240;2.300;3.228;3.568;1.449;1.601;2.228;2.161;0.329903238;;
1068.5;31.1012;3.413;1.525;0.241;2.298;3.242;3.583;1.449;1.602;2.149;2.159;0.330030286;;
1069;31.1125;3.407;1.525;0.241;2.299;3.237;3.577;1.449;1.601;2.423;2.163;0.32825781;;
1069.5;31.122;3.403;1.525;0.240;2.299;3.233;3.573;1.449;1.602;2.079;2.167;0.326105571;;
1070;31.1353;3.404;1.526;0.240;2.299;3.234;3.574;1.449;1.602;2.314;2.164;0.322053857;;
1070.5;31.1512;3.394;1.526;0.240;2.299;3.224;3.564;1.450;1.602;2.315;2.162;0.321800476;;
1071;31.1666;3.402;1.527;0.240;2.300;3.232;3.572;1.451;1.603;2.076;2.166;0.321547095;;
1071.5;31.1793;3.395;1.528;0.241;2.299;3.225;3.565;1.452;1.604;2.171;2.158;0.320027381;;
1072;31.1892;3.389;1.528;0.240;2.299;3.220;3.559;1.452;1.605;2.313;2.164;0.319647571;;
1072.5;31.2005;3.388;1.528;0.241;2.297;3.218;3.557;1.452;1.605;2.361;2.166;0.319774619;;
1073;31.2115;3.373;1.527;0.240;2.299;3.204;3.541;1.451;1.603;2.210;2.160;0.319774619;;
1073.5;31.2254;3.361;1.526;0.240;2.299;3.193;3.529;1.450;1.602;2.281;2.162;0.319901667;;
1074;31.2367;3.377;1.525;0.242;2.297;3.208;3.545;1.449;1.601;2.213;2.157;0.317622429;;
1074.5;31.2489;3.350;1.523;0.240;2.299;3.182;3.517;1.447;1.600;2.204;2.151;0.319142143;;
1075;31.2611;3.368;1.522;0.241;2.298;3.199;3.536;1.446;1.598;2.107;2.153;0.320155095;;
1075.5;31.2746;3.364;1.521;0.242;2.296;3.195;3.532;1.445;1.597;2.102;2.159;0.319521952;;
1076;31.284;3.336;1.520;0.240;2.299;3.169;3.502;1.444;1.596;2.377;2.158;0.318255619;;
1076.5;31.2979;3.362;1.518;0.241;2.298;3.194;3.531;1.442;1.594;2.069;2.157;0.318255619;;
1077;31.3057;3.358;1.517;0.241;2.298;3.190;3.526;1.441;1.593;2.284;2.153;0.31787581;;
1077.5;31.3157;3.349;1.516;0.241;2.298;3.181;3.516;1.440;1.592;2.204;2.148;0.318635333;;
1078;31.3311;3.348;1.515;0.241;2.298;3.180;3.515;1.439;1.591;2.234;2.140;0.316735857;;
1078.5;31.3434;3.356;1.514;0.240;2.299;3.188;3.524;1.438;1.590;2.101;2.142;0.316735857;;
1079;31.3522;3.355;1.513;0.240;2.299;3.187;3.523;1.437;1.589;2.234;2.145;0.316988571;;
1079.5;31.3654;3.357;1.513;0.241;2.299;3.189;3.525;1.437;1.589;2.291;2.137;0.317114952;;
1080;31.3784;3.341;1.513;0.240;2.300;3.174;3.508;1.437;1.589;2.203;2.143;0.318634;;
1080.5;31.3924;3.365;1.513;0.240;2.300;3.197;3.534;1.438;1.589;2.181;2.149;0.319646905;;
1081;31.403;3.386;1.514;0.239;2.300;3.216;3.555;1.438;1.589;2.207;2.137;0.321926143;;
1081.5;31.415;3.378;1.514;0.238;2.302;3.209;3.547;1.438;1.590;2.332;2.136;0.324711524;;
1082;31.4275;3.390;1.515;0.238;2.304;3.221;3.560;1.439;1.590;2.106;2.136;0.325724429;;
1082.5;31.4368;3.386;1.516;0.237;2.304;3.217;3.555;1.440;1.591;2.228;2.133;0.327117143;;
1083;31.4473;3.374;1.517;0.236;2.306;3.206;3.543;1.441;1.593;2.340;2.137;0.327496905;;
1083.5;31.4595;3.378;1.518;0.236;2.306;3.209;3.547;1.442;1.594;2.330;2.134;0.326483952;;
1084;31.4718;3.377;1.520;0.236;2.307;3.208;3.546;1.444;1.596;2.284;2.137;0.327876619;;
1084.5;31.4847;3.385;1.521;0.236;2.307;3.216;3.554;1.445;1.597;2.213;2.139;0.330155857;;
1085;31.4985;3.367;1.523;0.235;2.308;3.198;3.535;1.447;1.599;2.085;2.139;0.329522667;;
1085.5;31.5082;3.381;1.524;0.235;2.308;3.212;3.550;1.448;1.601;2.388;2.143;0.330155857;;
1086;31.5233;3.376;1.526;0.235;2.309;3.207;3.545;1.449;1.602;2.342;2.142;0.334334571;;
1086.5;31.5335;3.371;1.527;0.234;2.310;3.202;3.540;1.451;1.604;2.402;2.148;0.335347524;;
1087;31.546;3.370;1.529;0.234;2.309;3.201;3.538;1.452;1.605;2.256;2.148;0.333954857;;
1087.5;31.5598;3.386;1.529;0.234;2.310;3.217;3.555;1.453;1.606;2.252;2.152;0.332941952;;
1088;31.5726;3.385;1.530;0.234;2.310;3.216;3.554;1.453;1.606;2.168;2.147;0.331929048;;
1088.5;31.5828;3.380;1.530;0.234;2.310;3.211;3.549;1.453;1.606;2.304;2.144;0.334334619;;
1089;31.5942;3.370;1.531;0.234;2.310;3.202;3.539;1.454;1.607;2.105;2.150;0.334840762;;
1089.5;31.6044;3.374;1.531;0.234;2.309;3.205;3.542;1.455;1.608;2.339;2.152;0.334840762;;
1090;31.6151;3.373;1.532;0.234;2.310;3.204;3.541;1.455;1.609;2.117;2.151;0.335346857;;
1090.5;31.6244;3.382;1.533;0.234;2.309;3.213;3.551;1.456;1.610;2.349;2.150;0.334081238;;
1091;31.6384;3.370;1.534;0.234;2.309;3.202;3.539;1.457;1.611;2.177;2.153;0.334334667;;
1091.5;31.6532;3.364;1.535;0.235;2.308;3.196;3.532;1.458;1.611;2.203;2.155;0.332814952;;
1092;31.6654;3.349;1.535;0.236;2.307;3.182;3.517;1.459;1.612;2.299;2.151;0.332814952;;
1092.5;31.6771;3.353;1.536;0.237;2.305;3.186;3.521;1.460;1.613;2.295;2.142;0.333448095;;
1093;31.6915;3.360;1.538;0.237;2.304;3.192;3.528;1.461;1.615;2.209;2.141;0.332941286;;
1093.5;31.7038;3.365;1.539;0.237;2.304;3.196;3.533;1.462;1.616;2.320;2.141;0.332561524;;
1094;31.7148;3.350;1.540;0.238;2.304;3.183;3.518;1.463;1.617;2.197;2.153;0.333574476;;
1094.5;31.7267;3.365;1.541;0.239;2.302;3.196;3.533;1.464;1.618;2.309;2.156;0.333448143;;
1095;31.7414;3.344;1.542;0.238;2.302;3.177;3.512;1.464;1.619;2.225;2.156;0.333194762;;
1095.5;31.753;3.367;1.542;0.238;2.303;3.199;3.536;1.465;1.619;2.156;2.161;0.332941381;;
1096;31.7621;3.343;1.542;0.238;2.304;3.175;3.510;1.465;1.619;2.267;2.166;0.332815;;
1096.5;31.7729;3.369;1.542;0.239;2.302;3.201;3.537;1.465;1.619;2.200;2.167;0.330535762;;
1097;31.788;3.366;1.542;0.239;2.302;3.198;3.535;1.465;1.619;2.211;2.172;0.331548667;;
1097.5;31.8028;3.348;1.543;0.238;2.303;3.180;3.515;1.465;1.620;2.207;2.175;0.331422286;;
1098;31.8135;3.332;1.544;0.238;2.303;3.166;3.499;1.466;1.621;2.264;2.181;0.330409333;;
1098.5;31.8256;3.342;1.545;0.239;2.302;3.175;3.509;1.467;1.622;2.232;2.179;0.328889571;;
1099;31.8359;3.334;1.546;0.240;2.300;3.167;3.501;1.469;1.623;2.134;2.175;0.327623952;;
1099.5;31.8494;3.341;1.547;0.239;2.301;3.174;3.508;1.469;1.624;2.156;2.177;0.331422952;;
1100;31.8624;3.337;1.548;0.239;2.302;3.170;3.504;1.470;1.625;2.161;2.178;0.332309524;;
1100.5;31.8738;3.346;1.549;0.240;2.300;3.179;3.514;1.471;1.626;2.371;2.169;0.332309524;;
1101;31.8853;3.360;1.550;0.240;2.299;3.192;3.528;1.472;1.627;2.136;2.164;0.334588048;;
1101.5;31.8989;3.351;1.550;0.240;2.299;3.184;3.519;1.472;1.627;2.352;2.169;0.338639762;;
1102;31.9154;3.360;1.550;0.240;2.300;3.192;3.528;1.472;1.627;2.172;2.174;0.339906095;;
1102.5;31.931;3.380;1.550;0.241;2.299;3.211;3.549;1.472;1.627;2.151;2.171;0.338893143;;
1103;31.9378;3.374;1.549;0.241;2.298;3.205;3.543;1.471;1.626;2.139;2.169;0.339020238;;
1103.5;31.9482;3.356;1.547;0.240;2.299;3.188;3.523;1.470;1.624;2.246;2.165;0.341552905;;
1104;31.9594;3.353;1.546;0.240;2.299;3.185;3.520;1.469;1.623;2.174;2.169;0.341173143;;
1104.5;31.9697;3.361;1.545;0.240;2.300;3.193;3.529;1.468;1.622;2.297;2.171;0.339273667;;
1105;31.9864;3.364;1.543;0.238;2.302;3.195;3.532;1.466;1.620;2.307;2.173;0.337627571;;
1105.5;32.0021;3.382;1.542;0.239;2.302;3.213;3.551;1.465;1.619;2.266;2.176;0.335855095;;
1106;32.017;3.359;1.541;0.239;2.302;3.191;3.527;1.464;1.618;2.243;2.174;0.335221952;;
1106.5;32.0279;3.384;1.540;0.239;2.301;3.215;3.553;1.463;1.617;2.154;2.173;0.334082667;;
1107;32.0367;3.358;1.539;0.238;2.302;3.190;3.526;1.462;1.616;2.339;2.166;0.334336048;;
1107.5;32.0485;3.363;1.537;0.238;2.303;3.195;3.531;1.460;1.614;2.363;2.165;0.335096286;;
1108;32.0617;3.382;1.536;0.238;2.303;3.213;3.551;1.459;1.613;2.136;2.161;0.336615333;;
1108.5;32.075;3.388;1.535;0.238;2.303;3.219;3.558;1.459;1.612;2.110;2.155;0.337374857;;
1109;32.0883;3.386;1.535;0.237;2.305;3.217;3.555;1.458;1.612;2.194;2.154;0.337881667;;
1109.5;32.1029;3.395;1.533;0.236;2.306;3.225;3.564;1.457;1.610;2.236;2.150;0.33864119;;
1110;32.1157;3.400;1.532;0.236;2.306;3.230;3.570;1.455;1.609;2.324;2.144;0.336361905;;
1110.5;32.1288;3.401;1.530;0.236;2.306;3.231;3.571;1.454;1.607;2.329;2.145;0.336361905;;
1111;32.1412;3.399;1.528;0.235;2.308;3.229;3.569;1.451;1.604;2.140;2.144;0.336361905;;
1111.5;32.1545;3.397;1.525;0.234;2.310;3.227;3.567;1.449;1.602;2.335;2.139;0.333576524;;
1112;32.166;3.407;1.523;0.234;2.310;3.236;3.577;1.447;1.599;2.170;2.130;0.329018;;
1112.5;32.1775;3.392;1.520;0.234;2.309;3.223;3.562;1.444;1.596;2.241;2.132;0.326486048;;
1113;32.1867;3.365;1.518;0.234;2.311;3.197;3.533;1.442;1.594;2.355;2.136;0.325473143;;
1113.5;32.1963;3.367;1.515;0.232;2.313;3.199;3.536;1.440;1.591;2.227;2.136;0.325092667;;
1114;32.2097;3.368;1.513;0.231;2.314;3.200;3.537;1.438;1.589;2.295;2.132;0.322306571;;
1114.5;32.2229;3.378;1.511;0.231;2.315;3.209;3.547;1.436;1.587;2.334;2.122;0.322432905;;
1115;32.2319;3.383;1.509;0.231;2.316;3.214;3.552;1.433;1.584;2.347;2.122;0.322306524;;
1115.5;32.2409;3.372;1.507;0.231;2.316;3.203;3.540;1.432;1.582;2.313;2.123;0.323192429;;
1116;32.2512;3.374;1.506;0.231;2.315;3.205;3.542;1.430;1.581;2.340;2.118;0.325218286;;
1116.5;32.2676;3.374;1.504;0.231;2.315;3.206;3.543;1.429;1.579;2.323;2.115;0.325725095;;
1117;32.2829;3.361;1.502;0.230;2.317;3.193;3.529;1.427;1.577;2.252;2.106;0.324838524;;
1117.5;32.2943;3.370;1.500;0.230;2.317;3.202;3.539;1.425;1.575;2.156;2.105;0.321672714;;
1118;32.3051;3.366;1.499;0.230;2.316;3.197;3.534;1.424;1.574;2.148;2.105;0.318127095;;
1118.5;32.3168;3.369;1.497;0.231;2.316;3.200;3.537;1.422;1.572;2.260;2.103;0.316354619;;
1119;32.3272;3.373;1.495;0.231;2.315;3.205;3.542;1.420;1.569;2.193;2.103;0.315848524;;
1119.5;32.3412;3.362;1.492;0.231;2.315;3.194;3.530;1.418;1.567;2.303;2.104;0.316354667;;
1120;32.3525;3.361;1.490;0.232;2.314;3.193;3.530;1.416;1.565;2.342;2.103;0.315847857;;
1120.5;32.3645;3.347;1.489;0.232;2.313;3.179;3.514;1.414;1.563;2.198;2.102;0.315341048;;
1121;32.3772;3.338;1.486;0.233;2.312;3.171;3.505;1.412;1.561;2.326;2.113;0.314328095;;
1121.5;32.388;3.322;1.485;0.233;2.311;3.155;3.488;1.410;1.559;2.146;2.113;0.316481048;;
1122;32.4018;3.319;1.483;0.234;2.311;3.153;3.485;1.409;1.557;2.263;2.107;0.319773238;;
1122.5;32.4157;3.311;1.483;0.234;2.311;3.145;3.477;1.408;1.557;2.276;2.102;0.320026619;;
1123;32.4301;3.319;1.482;0.234;2.311;3.153;3.485;1.408;1.556;2.166;2.104;0.321799048;;
1123.5;32.4443;3.327;1.481;0.234;2.310;3.161;3.494;1.407;1.555;2.370;2.105;0.322559238;;
1124;32.4552;3.335;1.481;0.234;2.310;3.168;3.502;1.407;1.555;2.250;2.105;0.323066048;;
1124.5;32.4654;3.344;1.481;0.235;2.309;3.177;3.511;1.407;1.555;2.154;2.103;0.323319476;;
1125;32.4794;3.341;1.481;0.235;2.309;3.174;3.508;1.407;1.555;2.274;2.101;0.323445857;;
1125.5;32.4906;3.334;1.481;0.235;2.309;3.168;3.501;1.407;1.555;2.159;2.103;0.326231238;;
1126;32.5009;3.333;1.482;0.236;2.307;3.167;3.500;1.408;1.556;2.176;2.102;0.326231238;;
1126.5;32.514;3.332;1.482;0.235;2.308;3.165;3.498;1.407;1.556;2.101;2.101;0.327497571;;
1127;32.5242;3.343;1.482;0.235;2.308;3.176;3.511;1.408;1.557;2.283;2.103;0.32863681;;
1127.5;32.5356;3.331;1.484;0.235;2.308;3.165;3.498;1.409;1.558;2.176;2.108;0.329776095;;
1128;32.552;3.327;1.485;0.235;2.308;3.161;3.494;1.411;1.560;2.237;2.111;0.332435095;;
1128.5;32.5638;3.330;1.487;0.235;2.307;3.164;3.497;1.412;1.561;2.226;2.109;0.335347571;;
1129;32.5763;3.325;1.489;0.236;2.307;3.159;3.492;1.414;1.563;2.327;2.114;0.335601;;
1129.5;32.5908;3.323;1.491;0.236;2.306;3.157;3.489;1.416;1.566;2.248;2.115;0.336613905;;
1130;32.6019;3.314;1.493;0.236;2.306;3.149;3.480;1.419;1.568;2.252;2.116;0.337880238;;
1130.5;32.6135;3.314;1.496;0.236;2.306;3.149;3.480;1.421;1.570;2.273;2.119;0.338260714;;
1131;32.626;3.317;1.497;0.235;2.308;3.152;3.483;1.423;1.572;2.128;2.116;0.33750119;;
1131.5;32.642;3.325;1.500;0.235;2.309;3.159;3.491;1.425;1.575;2.334;2.118;0.338640524;;
1132;32.6513;3.331;1.501;0.234;2.310;3.165;3.498;1.426;1.576;2.278;2.128;0.336107857;;
1132.5;32.6665;3.331;1.503;0.234;2.309;3.165;3.498;1.428;1.578;2.137;2.128;0.334841524;;
1133;32.6773;3.348;1.505;0.234;2.309;3.181;3.515;1.429;1.580;2.216;2.131;0.335601048;;
1133.5;32.6878;3.340;1.506;0.235;2.309;3.173;3.507;1.431;1.582;2.185;2.129;0.336360571;;
1134;32.6982;3.330;1.508;0.235;2.309;3.163;3.496;1.432;1.583;2.298;2.142;0.334840857;;
1134.5;32.7133;3.329;1.509;0.235;2.308;3.163;3.496;1.433;1.584;2.178;2.143;0.333574524;;
1135;32.7257;3.322;1.510;0.236;2.307;3.156;3.488;1.435;1.586;2.073;2.141;0.334587429;;
1135.5;32.7385;3.325;1.511;0.236;2.307;3.159;3.491;1.436;1.587;2.257;2.141;0.333954238;;
1136;32.745;3.328;1.512;0.236;2.306;3.161;3.494;1.437;1.588;2.277;2.136;0.333448095;;
1136.5;32.7545;3.326;1.513;0.236;2.307;3.160;3.493;1.437;1.589;2.303;2.138;0.332055381;;
1137;32.7673;3.323;1.514;0.237;2.305;3.156;3.489;1.438;1.589;2.228;2.132;0.330789048;;
1137.5;32.7813;3.314;1.514;0.237;2.305;3.148;3.480;1.438;1.589;2.253;2.136;0.331548571;;
1138;32.7955;3.319;1.514;0.236;2.306;3.153;3.485;1.438;1.590;2.342;2.134;0.332181714;;
1138.5;32.8092;3.328;1.514;0.235;2.307;3.162;3.495;1.438;1.590;2.136;2.141;0.330535667;;
1139;32.8245;3.355;1.514;0.237;2.304;3.187;3.523;1.438;1.590;2.104;2.135;0.328636143;;
1139.5;32.8356;3.336;1.514;0.237;2.305;3.169;3.502;1.438;1.589;2.310;2.135;0.330662;;
1140;32.8444;3.349;1.513;0.236;2.306;3.182;3.517;1.437;1.589;2.120;2.135;0.330662;;
1140.5;32.8518;3.359;1.513;0.237;2.305;3.191;3.527;1.437;1.589;2.270;2.134;0.329649048;;
1141;32.865;3.330;1.513;0.235;2.308;3.164;3.497;1.437;1.589;2.276;2.132;0.331041714;;
1141.5;32.8779;3.334;1.514;0.236;2.307;3.168;3.501;1.438;1.590;2.140;2.129;0.33002881;;
1142;32.8906;3.339;1.515;0.236;2.307;3.172;3.506;1.439;1.590;2.183;2.133;0.328636095;;
1142.5;32.9042;3.356;1.516;0.237;2.305;3.188;3.523;1.440;1.592;2.221;2.138;0.330028762;;
1143;32.9161;3.336;1.517;0.237;2.306;3.169;3.503;1.441;1.593;2.207;2.137;0.329902429;;
1143.5;32.9277;3.333;1.518;0.238;2.303;3.167;3.500;1.442;1.594;2.395;2.140;0.331168762;;
1144;32.942;3.337;1.518;0.237;2.304;3.170;3.504;1.443;1.594;2.284;2.140;0.329142905;;
1144.5;32.9562;3.341;1.520;0.237;2.304;3.174;3.508;1.444;1.596;2.160;2.140;0.329396286;;
1145;32.9657;3.330;1.521;0.237;2.304;3.164;3.497;1.445;1.597;2.334;2.138;0.329523333;;
1145.5;32.9765;3.329;1.522;0.237;2.305;3.163;3.496;1.446;1.598;2.140;2.144;0.329523333;;
1146;32.9908;3.335;1.522;0.237;2.305;3.168;3.501;1.446;1.599;2.080;2.146;0.330030143;;
1146.5;33.006;3.324;1.523;0.237;2.305;3.158;3.490;1.447;1.599;2.252;2.152;0.32876381;;
1147;33.0172;3.333;1.524;0.237;2.304;3.166;3.499;1.448;1.600;2.363;2.154;0.330789667;;
1147.5;33.0258;3.321;1.524;0.235;2.307;3.155;3.487;1.447;1.600;2.310;2.153;0.33268919;;
1148;33.0363;3.336;1.523;0.236;2.307;3.170;3.503;1.447;1.600;2.070;2.151;0.332942619;;
1148.5;33.0484;3.343;1.523;0.236;2.306;3.176;3.510;1.447;1.599;2.194;2.148;0.331803381;;
1149;33.0579;3.342;1.523;0.237;2.305;3.175;3.509;1.447;1.599;2.208;2.150;0.334462381;;
1149.5;33.0731;3.315;1.522;0.234;2.310;3.149;3.481;1.446;1.598;2.155;2.145;0.335095571;;
1150;33.086;3.341;1.522;0.235;2.309;3.174;3.508;1.446;1.598;2.196;2.145;0.334082619;;
1150.5;33.0986;3.322;1.521;0.235;2.308;3.156;3.488;1.445;1.597;2.142;2.147;0.335601667;;
1151;33.1102;3.328;1.521;0.235;2.309;3.161;3.494;1.445;1.597;2.353;2.142;0.338007286;;
1151.5;33.1245;3.350;1.520;0.236;2.306;3.182;3.517;1.444;1.596;2.146;2.142;0.339272952;;
1152;33.1375;3.352;1.519;0.236;2.307;3.185;3.520;1.443;1.595;2.200;2.141;0.342058333;;
1152.5;33.1507;3.350;1.517;0.236;2.307;3.183;3.518;1.442;1.593;2.203;2.131;0.342058333;;
1153;33.1678;3.335;1.516;0.235;2.308;3.168;3.502;1.440;1.592;2.361;2.130;0.34129881;;
1153.5;33.1811;3.356;1.514;0.236;2.307;3.188;3.524;1.439;1.590;2.234;2.127;0.340665619;;
1154;33.1916;3.342;1.513;0.234;2.310;3.175;3.509;1.437;1.588;2.343;2.129;0.338386381;;
1154.5;33.2061;3.342;1.511;0.234;2.310;3.175;3.509;1.435;1.586;2.237;2.120;0.338766143;;
1155;33.2174;3.347;1.509;0.233;2.311;3.179;3.514;1.433;1.584;2.395;2.123;0.337753238;;
1155.5;33.2305;3.352;1.507;0.234;2.311;3.184;3.519;1.432;1.582;2.119;2.119;0.337372762;;
1156;33.243;3.365;1.505;0.233;2.311;3.196;3.533;1.429;1.580;2.214;2.125;0.337499857;;
1156.5;33.255;3.348;1.503;0.233;2.312;3.180;3.515;1.428;1.578;2.226;2.126;0.337499857;;
1157;33.2682;3.360;1.502;0.232;2.313;3.192;3.528;1.427;1.577;2.314;2.118;0.336993048;;
1157.5;33.2791;3.350;1.500;0.231;2.314;3.182;3.517;1.425;1.575;2.322;2.119;0.335853762;;
