%     Depth;Temperature_;TC_m;RHOC_m;PHI;    RHOB;TC_m_min;TC_m_max;RHOC_m_miD;RHOC_m_max;    TC.log;      RHOC.log;       RHP;;
%         m;          °C;W/(mK);kJ/(m³K);n/n;g/cm³;    W/(mK);    W/(mK);kJ/(m³K);kJ/(m³K);    W/(mK);   kJ/(m³K);     µW/m³;;
2772.5;86.7008;2.318;2.286;0.178264286;2.486;2.202;2.434;2.171;2.400;1.95087;2.632309268;0.926551286;;
2773;86.7246;2.313;2.287;0.179112;2.488;2.197;2.429;2.173;2.402;1.93544;2.643127317;0.928309905;;
2773.5;86.7593;2.311;2.289;0.180158397;2.541;2.196;2.427;2.175;2.404;1.83645;2.647283659;0.929440429;;
2774;86.7875;2.292;2.291;0.179763587;2.423;2.177;2.407;2.177;2.406;1.89055;2.647978049;0.931450238;;
2774.5;86.8106;2.244;2.294;0.178966;2.47;2.132;2.356;2.179;2.408;1.78477;2.646762439;0.938107952;;
2775;86.8326;2.251;2.296;0.178955365;2.506;2.138;2.363;2.181;2.411;1.92635;2.639550244;0.939740952;;
2775.5;86.8488;2.264;2.297;0.179881302;2.508;2.151;2.377;2.182;2.412;1.84844;2.633204634;0.938610381;;
2776;86.8684;2.264;2.298;0.179444873;2.486;2.151;2.378;2.183;2.413;1.57188;2.632967073;0.936223619;;
2776.5;86.9022;2.261;2.299;0.179835333;2.518;2.148;2.374;2.184;2.413;1.61743;2.630415122;0.935972429;;
2777;86.9335;2.266;2.298;0.180996714;2.463;2.152;2.379;2.183;2.413;1.66633;2.627426098;0.936600524;;
2777.5;86.9696;2.282;2.298;0.181683159;2.506;2.168;2.396;2.183;2.413;1.47473;2.624483902;0.933962524;;
2778;86.9872;2.249;2.298;0.18119781;2.533;2.136;2.361;2.183;2.413;1.64551;2.629338049;0.935595524;;
2778.5;86.9968;2.234;2.297;0.182893016;2.492;2.122;2.346;2.182;2.412;1.69626;2.635346585;0.936600429;;
2779;87.0253;2.206;2.297;0.18063419;2.498;2.096;2.317;2.182;2.411;1.89927;2.633598293;0.938735952;;
2779.5;87.0451;2.185;2.296;0.179365921;2.429;2.076;2.295;2.181;2.411;1.71662;2.631944634;0.941499524;;
2780;87.0741;2.182;2.296;0.178845238;2.519;2.073;2.291;2.182;2.411;2.07228;2.626238049;0.942630095;;
2780.5;87.1056;2.151;2.297;0.17922781;2.503;2.044;2.259;2.182;2.412;1.98185;2.625016341;0.948282762;;
2781;87.1314;2.121;2.298;0.179480556;2.449;2.015;2.227;2.183;2.413;1.90097;2.621564878;0.953307571;;
2781.5;87.1608;2.122;2.299;0.179506937;2.519;2.016;2.229;2.184;2.414;1.64978;2.614636585;0.953684429;;
2782;87.184;2.120;2.299;0.17802719;2.481;2.014;2.226;2.184;2.414;1.70686;2.606319512;0.953433238;;
2782.5;87.216;2.112;2.300;0.178681746;2.456;2.006;2.217;2.185;2.415;1.78207;2.619960488;0.955443048;;
2783;87.241;2.136;2.301;0.180389619;2.458;2.029;2.243;2.186;2.416;1.52067;2.631987561;0.952930667;;
2783.5;87.261;2.143;2.301;0.180358238;2.518;2.036;2.250;2.186;2.416;1.6509;2.636992683;0.950669571;;
2784;87.2905;2.131;2.302;0.180687714;2.456;2.024;2.237;2.186;2.417;1.57393;2.636776341;0.952176952;;
2784.5;87.3164;2.108;2.302;0.178054762;2.533;2.003;2.214;2.187;2.417;1.66725;2.637839024;0.951423238;;
2785;87.3331;2.085;2.302;0.177647635;2.538;1.981;2.189;2.187;2.417;1.75966;2.648902683;0.954689095;;
2785.5;87.3601;2.095;2.302;0.178065667;2.529;1.990;2.200;2.187;2.418;1.48541;2.649204634;0.954061;;
2786;87.388;2.095;2.303;0.177408238;2.492;1.990;2.200;2.188;2.418;1.41904;2.64459439;0.955945286;;
2786.5;87.4102;2.075;2.303;0.178618984;2.483;1.971;2.179;2.188;2.418;1.59251;2.641527805;0.960969857;;
2787;87.4296;2.075;2.304;0.179733143;2.512;1.971;2.179;2.189;2.420;1.64234;2.640286585;0.962854095;;
2787.5;87.4561;2.087;2.307;0.179887762;2.523;1.983;2.192;2.191;2.422;1.52502;2.637860732;0.965743286;;
2788;87.4821;2.045;2.309;0.180317603;2.491;1.942;2.147;2.193;2.424;1.742;2.633620244;0.970265619;;
2788.5;87.5041;2.033;2.311;0.181783238;2.445;1.931;2.134;2.196;2.427;1.74647;2.635491463;0.971773048;;
2789;87.5348;2.005;2.314;0.18056627;2.489;1.905;2.105;2.198;2.430;1.51052;2.641993171;0.97541581;;
2789.5;87.5589;2.008;2.317;0.181607587;2.485;1.908;2.109;2.201;2.432;1.73475;2.643393171;0.97541581;;
2790;87.5795;1.996;2.319;0.182154429;2.536;1.896;2.096;2.203;2.435;1.38548;2.640711463;0.976420762;;
2790.5;87.6065;1.941;2.320;0.182915365;2.552;1.844;2.038;2.204;2.436;2.17807;2.637648537;0.983204;;
2791;87.6285;1.938;2.322;0.181307143;2.491;1.841;2.034;2.206;2.438;2.01975;2.635526341;0.98219919;;
2791.5;87.664;1.934;2.324;0.181161841;2.481;1.837;2.030;2.208;2.440;1.57307;2.632649756;0.982827286;;
2792;87.6918;1.931;2.326;0.181919714;2.466;1.835;2.028;2.210;2.442;1.60069;2.63896439;0.984334762;;
2792.5;87.713;1.953;2.328;0.182859175;2.446;1.855;2.050;2.211;2.444;1.85538;2.650818049;0.981571143;;
2793;87.7368;1.954;2.330;0.183666;2.438;1.857;2.052;2.213;2.446;1.19948;2.667561463;0.982073524;;
2793.5;87.7565;1.946;2.331;0.182741619;2.446;1.849;2.043;2.215;2.448;1.30592;2.681673415;0.98383219;;
2794;87.7849;1.920;2.333;0.182352508;2.452;1.824;2.016;2.216;2.450;1.30415;2.683268049;0.988605429;;
2794.5;87.8208;1.936;2.334;0.183038286;2.515;1.839;2.033;2.217;2.451;1.58117;2.687619268;0.98672119;;
2795;87.8432;1.925;2.335;0.18454281;2.478;1.829;2.021;2.218;2.452;1.46609;2.688972439;0.988354238;;
2795.5;87.8702;1.948;2.336;0.185650952;2.495;1.851;2.045;2.219;2.453;0.927472;2.690560244;0.987977571;;
2796;87.8868;1.894;2.337;0.185793;2.492;1.799;1.988;2.221;2.454;1.48356;2.695003415;0.994007286;;
2796.5;87.9114;1.864;2.339;0.186880159;2.559;1.770;1.957;2.222;2.456;1.36763;2.694859268;0.996519619;;
2797;87.9464;1.888;2.341;0.187369111;2.486;1.793;1.982;2.224;2.458;1.53003;2.690310976;0.992500048;;
2797.5;87.9765;1.885;2.343;0.189234857;2.482;1.790;1.979;2.226;2.460;1.89827;2.686419512;0.990992667;;
2798;87.9964;1.825;2.344;0.187917905;2.481;1.734;1.917;2.227;2.461;1.51507;2.682146098;0.993002333;;
2798.5;88.0284;1.810;2.344;0.186046889;2.452;1.720;1.901;2.227;2.461;1.67636;2.675020976;0.993881381;;
2799;88.0561;1.804;2.342;0.185420159;2.492;1.714;1.895;2.225;2.459;1.39636;2.671062683;0.993378952;;
2799.5;88.0727;1.826;2.340;0.185522762;2.503;1.735;1.918;2.223;2.457;1.69738;2.668039268;0.990364238;;
2800;88.0925;1.812;2.338;0.185896651;2.462;1.721;1.902;2.221;2.454;1.52205;2.664155854;0.991871524;;
2800.5;88.1124;1.840;2.334;0.185879175;2.478;1.748;1.932;2.218;2.451;1.67662;2.667859756;0.988479905;;
2801;88.1387;1.880;2.331;0.185977476;2.495;1.786;1.974;2.214;2.448;1.44599;2.668928049;0.984460238;;
2801.5;88.176;1.865;2.327;0.186931397;2.483;1.771;1.958;2.211;2.444;1.57123;2.670367317;0.986846952;;
2802;88.204;1.846;2.324;0.186549635;2.446;1.754;1.938;2.208;2.440;1.86656;2.672099024;0.98898219;;
2802.5;88.2256;1.843;2.321;0.184784587;2.446;1.751;1.935;2.205;2.437;1.48915;2.682257805;0.989233143;;
2803;88.2498;1.807;2.319;0.184084857;2.352;1.717;1.898;2.203;2.435;1.08328;2.672675366;0.995262857;;
2803.5;88.2806;1.817;2.316;0.182781302;2.495;1.727;1.908;2.201;2.432;1.00352;2.661297805;0.994258048;;
2804;88.3065;1.822;2.314;0.182503698;2.521;1.731;1.914;2.199;2.430;1.24337;2.652702439;0.993001905;;
2804.5;88.3275;1.812;2.313;0.182012587;2.478;1.721;1.903;2.197;2.428;1.61762;2.646850732;0.995514286;;
2805;88.3605;1.799;2.311;0.18148419;2.506;1.709;1.889;2.195;2.426;1.37006;2.642290244;0.997900905;;
2805.5;88.391;1.800;2.309;0.180169524;2.456;1.710;1.890;2.194;2.425;1.85318;2.627890244;0.998654619;;
2806;88.4125;1.794;2.308;0.17944273;2.492;1.704;1.884;2.193;2.423;1.52911;2.621106098;0.997272857;;
2806.5;88.4348;1.815;2.306;0.178034032;2.503;1.724;1.905;2.191;2.422;1.21788;2.619945854;0.99450919;;
2807;88.4536;1.797;2.305;0.176184032;2.515;1.707;1.887;2.190;2.420;1.09786;2.616874146;0.996895905;;
2807.5;88.4751;1.768;2.302;0.17431446;2.508;1.680;1.856;2.187;2.418;1.55224;2.611793171;1.000036333;;
2808;88.5108;1.741;2.298;0.171147238;2.561;1.654;1.828;2.183;2.413;1.43084;2.614302927;1.004558714;;
2808.5;88.5424;1.750;2.293;0.170704984;2.521;1.662;1.837;2.179;2.408;1.70536;2.612903171;1.00518681;;
2809;88.5626;1.784;2.287;0.170726032;2.509;1.695;1.873;2.173;2.402;1.75742;2.611866585;1.003302714;;
2809.5;88.592;1.802;2.282;0.170221968;2.503;1.712;1.892;2.168;2.396;1.25598;2.612563171;1.004809952;;
2810;88.624;1.805;2.276;0.171575603;2.523;1.715;1.895;2.162;2.389;1.5477;2.607538293;1.007196571;;
2810.5;88.651;1.828;2.270;0.170751063;2.479;1.737;1.919;2.156;2.383;1.57782;2.614242683;1.004809952;;
2811;88.679;1.792;2.265;0.169929238;2.523;1.702;1.882;2.152;2.378;1.62514;2.613760488;1.010714;;
2811.5;88.6976;1.828;2.260;0.170942508;2.528;1.736;1.919;2.147;2.373;1.79618;2.615159512;1.008327286;;
2812;88.7219;1.851;2.255;0.171017381;2.541;1.759;1.944;2.142;2.367;1.38529;2.613435122;1.006443;;
2812.5;88.7525;1.867;2.249;0.171523317;2.523;1.774;1.961;2.137;2.362;1.56239;2.603851463;1.00568919;;
2813;88.7768;1.851;2.244;0.173630365;2.525;1.759;1.944;2.131;2.356;1.22921;2.589846585;1.008453;;
2813.5;88.8008;1.864;2.238;0.174648079;2.492;1.771;1.957;2.126;2.349;1.22401;2.568223902;1.005689333;;
2814;88.8242;1.868;2.232;0.176517571;2.512;1.774;1.961;2.120;2.343;1.51665;2.549852439;1.006191762;;
2814.5;88.8495;1.870;2.226;0.178321857;2.521;1.777;1.964;2.114;2.337;1.51441;2.544652927;1.006066095;;
2815;88.878;1.895;2.220;0.179624016;2.498;1.800;1.990;2.109;2.331;1.6057;2.539859756;1.001795286;;
2815.5;88.8992;1.932;2.214;0.180442048;2.449;1.836;2.029;2.104;2.325;1.7155;2.541130732;0.997524429;;
2816;88.9206;1.930;2.208;0.180718444;2.495;1.834;2.027;2.098;2.319;1.37284;2.545186098;0.997147571;;
2816.5;88.9393;1.955;2.203;0.182331079;2.548;1.857;2.053;2.093;2.313;1.9543;2.53934;0.995263333;;
2817;88.9737;1.962;2.197;0.184083349;2.452;1.864;2.060;2.087;2.307;1.56062;2.537801463;0.993379095;;
2817.5;88.9987;1.987;2.192;0.184451381;2.502;1.888;2.086;2.082;2.301;1.32849;2.540263415;0.989861857;;
2818;89.0245;2.016;2.187;0.186200556;2.486;1.915;2.117;2.077;2.296;1.25282;2.539529268;0.986847;;
2818.5;89.0504;2.044;2.183;0.186043746;2.46;1.942;2.146;2.074;2.292;1.57076;2.538506341;0.983078286;;
2819;89.0765;2.063;2.181;0.186146111;2.466;1.960;2.166;2.072;2.290;1.67366;2.540648049;0.980189238;;
2819.5;89.0991;2.086;2.180;0.18740527;2.436;1.982;2.191;2.071;2.289;1.70825;2.542170488;0.977174476;;
2820;89.1281;2.111;2.180;0.188414778;2.428;2.006;2.217;2.071;2.289;1.56714;2.54257122;0.973782905;;
2820.5;89.1528;2.130;2.181;0.187443825;2.465;2.023;2.236;2.072;2.290;1.99299;2.545439268;0.969637667;;
2821;89.1876;2.140;2.183;0.187128778;2.44;2.033;2.247;2.074;2.292;1.54268;2.54485878;0.966999714;;
2821.5;89.2148;2.142;2.184;0.186660667;2.519;2.035;2.249;2.075;2.294;1.88087;2.546282439;0.965366571;;
2822;89.242;2.108;2.187;0.185517206;2.455;2.003;2.214;2.077;2.296;1.80178;2.545750488;0.968004381;;
2822.5;89.2666;2.124;2.190;0.185200698;2.455;2.018;2.230;2.081;2.300;1.73409;2.546118537;0.96511519;;
2823;89.2944;2.149;2.193;0.184241159;2.509;2.042;2.256;2.084;2.303;1.87949;2.543073659;0.960216286;;
2823.5;89.3147;2.193;2.197;0.182570603;2.468;2.084;2.303;2.087;2.307;1.63555;2.542026098;0.953935429;;
2824;89.343;2.218;2.202;0.182030016;2.503;2.107;2.329;2.091;2.312;1.50327;2.542302439;0.952553667;;
2824.5;89.3697;2.223;2.206;0.179203762;2.512;2.112;2.334;2.095;2.316;1.77936;2.543128537;0.94878519;;
2825;89.3956;2.243;2.210;0.177743333;2.458;2.131;2.355;2.099;2.320;1.80725;2.549998293;0.946147238;;
2825.5;89.42;2.251;2.214;0.176131937;2.44;2.138;2.363;2.104;2.325;1.89353;2.551690244;0.945393524;;
2826;89.4455;2.220;2.219;0.174239778;2.486;2.109;2.331;2.108;2.330;1.8756;2.554303415;0.947403429;;
2826.5;89.4768;2.245;2.223;0.174162508;2.512;2.133;2.357;2.112;2.335;1.41515;2.55864;0.944388619;;
2827;89.5085;2.211;2.228;0.172388794;2.564;2.101;2.322;2.116;2.339;1.56582;2.56258561;0.948031286;;
2827.5;89.544;2.199;2.232;0.171136302;2.501;2.089;2.309;2.120;2.343;1.79638;2.568724634;0.950292381;;
2828;89.5703;2.198;2.236;0.170115079;2.532;2.088;2.308;2.124;2.347;1.72005;2.572016585;0.949413048;;
2828.5;89.5911;2.198;2.240;0.168609222;2.518;2.088;2.308;2.128;2.352;1.94817;2.572232683;0.94916181;;
2829;89.6095;2.209;2.244;0.167872333;2.549;2.098;2.319;2.132;2.356;1.9253;2.576057561;0.947277571;;
2829.5;89.63;2.244;2.248;0.168359746;2.495;2.132;2.356;2.136;2.360;1.88785;2.575972927;0.943132238;;
2830;89.6502;2.223;2.252;0.166746857;2.543;2.112;2.335;2.139;2.364;2.04598;2.57475878;0.946147;;
2830.5;89.6735;2.192;2.255;0.164904857;2.506;2.083;2.302;2.142;2.368;1.74339;2.577733659;0.948408095;;
2831;89.7094;2.158;2.258;0.164312254;2.529;2.050;2.266;2.145;2.371;1.68129;2.577607561;0.952553333;;
2831.5;89.7475;2.151;2.261;0.16443973;2.522;2.044;2.259;2.148;2.374;1.89966;2.579933171;0.954311952;;
2832;89.7727;2.182;2.263;0.166505937;2.518;2.073;2.291;2.150;2.376;1.49424;2.579942195;0.951925286;;
2832.5;89.797;2.201;2.265;0.167745492;2.523;2.091;2.311;2.152;2.379;1.70081;2.5809;0.948785;;
2833;89.8215;2.188;2.267;0.167696603;2.519;2.078;2.297;2.154;2.381;1.76328;2.580909268;0.950166857;;
2833.5;89.8455;2.178;2.269;0.167279492;2.552;2.070;2.287;2.155;2.382;1.9624;2.58516122;0.95104619;;
2834;89.867;2.175;2.271;0.16844646;2.526;2.066;2.284;2.157;2.384;1.82603;2.586234146;0.950041286;;
2834.5;89.9035;2.174;2.272;0.16803154;2.541;2.065;2.283;2.158;2.385;1.9651;2.584746829;0.948282667;;
2835;89.9354;2.200;2.273;0.168454794;2.489;2.090;2.310;2.160;2.387;1.56741;2.586862439;0.945016667;;
2835.5;89.9568;2.227;2.275;0.167305349;2.532;2.116;2.338;2.161;2.389;1.45977;2.588838537;0.939740714;;
2836;89.979;2.241;2.276;0.167083095;2.528;2.129;2.353;2.162;2.390;1.43531;2.587518537;0.936725905;;
2836.5;90.0041;2.263;2.277;0.16827619;2.515;2.150;2.376;2.163;2.391;1.77733;2.585109024;0.934464762;;
2837;90.0332;2.246;2.278;0.167495937;2.499;2.133;2.358;2.164;2.392;1.76783;2.591979512;0.936223381;;
2837.5;90.0602;2.248;2.279;0.16880119;2.469;2.136;2.360;2.165;2.393;1.76849;2.59286;0.935218619;;
2838;90.0828;2.218;2.281;0.168617349;2.459;2.107;2.329;2.167;2.395;1.60497;2.595529268;0.938987333;;
2838.5;90.1092;2.211;2.282;0.170123698;2.541;2.100;2.322;2.168;2.396;1.60385;2.600896341;0.940871571;;
2839;90.1393;2.174;2.283;0.171595794;2.549;2.065;2.282;2.169;2.397;1.83394;2.607490976;0.94501681;;
2839.5;90.1635;2.116;2.284;0.172613778;2.482;2.010;2.222;2.170;2.398;1.94019;2.607147561;0.953433095;;
2840;90.1906;2.089;2.285;0.172362381;2.515;1.985;2.193;2.171;2.400;2.22261;2.609725122;0.957076;;
2840.5;90.2075;2.098;2.286;0.173162683;2.531;1.993;2.203;2.172;2.401;2.5003;2.612929024;0.955191762;;
2841;90.2308;2.111;2.287;0.173263381;2.526;2.006;2.217;2.173;2.401;1.95898;2.61193561;0.95343319;;
2841.5;90.271;2.127;2.288;0.173698524;2.535;2.021;2.234;2.173;2.402;1.92002;2.613656829;0.951172238;;
2842;90.3031;2.133;2.288;0.174656825;2.475;2.026;2.240;2.174;2.403;1.68538;2.615622439;0.950921048;;
2842.5;90.3246;2.092;2.289;0.173193;2.569;1.988;2.197;2.174;2.403;1.48515;2.618036585;0.954940857;;
2843;90.3456;2.112;2.289;0.17215519;2.481;2.006;2.218;2.175;2.404;1.26184;2.615935122;0.952177238;;
2843.5;90.3814;2.130;2.290;0.174193841;2.526;2.024;2.237;2.175;2.404;1.60181;2.614320732;0.950418571;;
2844;90.4052;2.140;2.290;0.174927206;2.495;2.033;2.247;2.175;2.404;1.38456;2.616539512;0.948785571;;
2844.5;90.4242;2.114;2.290;0.175135587;2.455;2.008;2.220;2.175;2.404;0.944285;2.617350244;0.952428429;;
2845;90.4608;2.096;2.290;0.175515667;2.491;1.992;2.201;2.176;2.405;1.6111;2.619298537;0.954815095;;
2845.5;90.4816;2.071;2.290;0.174977175;2.505;1.968;2.175;2.176;2.405;1.66363;2.614900488;0.957829857;;
2846;90.5056;2.004;2.290;0.174984381;2.489;1.904;2.104;2.175;2.404;1.64866;2.616768537;0.967125571;;
2846.5;90.53;1.984;2.289;0.175971571;2.519;1.885;2.083;2.175;2.403;1.64866;2.612362195;0.970768524;;
2847;90.558;1.937;2.288;0.174236397;2.503;1.840;2.033;2.174;2.403;1.80586;2.61230878;0.976798238;;
2847.5;90.5805;1.928;2.287;0.175084667;2.458;1.832;2.024;2.173;2.402;1.24596;2.611490976;0.978431286;;
2848;90.607;1.932;2.286;0.173583603;2.529;1.836;2.029;2.171;2.400;2.08243;2.611360244;0.977677619;;
2848.5;90.6347;1.963;2.284;0.173819397;2.495;1.865;2.061;2.170;2.398;1.76124;2.612215854;0.973657714;;
2849;90.6695;1.976;2.283;0.174150683;2.436;1.877;2.075;2.169;2.397;1.71504;2.612425122;0.973155238;;
2849.5;90.699;2.006;2.281;0.17454481;2.505;1.906;2.107;2.167;2.395;1.47268;2.613897805;0.969638095;;
2850;90.7228;2.069;2.279;0.174810381;2.483;1.965;2.172;2.165;2.393;1.67451;2.614425122;0.96109619;;
2850.5;90.7563;2.065;2.276;0.175593238;2.506;1.962;2.169;2.162;2.390;1.9019;2.615410976;0.961724286;;
2851;90.783;2.058;2.272;0.175950587;2.548;1.955;2.161;2.159;2.386;1.54585;2.61156878;0.963482952;;
2851.5;90.8061;2.030;2.268;0.176154889;2.529;1.929;2.132;2.154;2.381;1.62309;2.60393122;0.967502476;;
2852;90.8318;2.023;2.263;0.17453427;2.503;1.922;2.124;2.150;2.376;1.31846;2.602070244;0.969512333;;
2852.5;90.8565;2.013;2.257;0.173854429;2.548;1.913;2.114;2.144;2.370;1.52706;2.595230244;0.971145333;;
2853;90.876;2.049;2.251;0.174395476;2.521;1.946;2.151;2.139;2.364;1.59976;2.592440488;0.966999905;;
2853.5;90.9084;2.002;2.245;0.173325762;2.539;1.902;2.102;2.132;2.357;1.70397;2.594623659;0.972778286;;
2854;90.9416;1.979;2.237;0.171869079;2.521;1.880;2.077;2.126;2.349;1.76039;2.583320976;0.975667476;;
2854.5;90.9658;1.969;2.230;0.17260346;2.472;1.870;2.067;2.118;2.341;1.76961;2.58569561;0.977174857;;
2855;90.9886;1.972;2.222;0.172745159;2.438;1.874;2.071;2.110;2.333;1.82399;2.57622439;0.976923619;;
2855.5;91.017;1.954;2.213;0.174086381;2.463;1.856;2.052;2.103;2.324;1.53431;2.564648049;0.979812905;;
2856;91.045;1.929;2.205;0.175468286;2.469;1.833;2.026;2.095;2.315;1.55086;2.552190488;0.983958286;;
2856.5;91.0806;1.914;2.197;0.175127;2.475;1.818;2.010;2.087;2.307;1.22829;2.539928537;0.987349762;;
2857;91.107;1.937;2.188;0.174731222;2.512;1.840;2.034;2.079;2.298;1.61249;2.528336341;0.986847238;;
2857.5;91.1212;1.977;2.179;0.176036413;2.578;1.878;2.076;2.070;2.288;1.70555;2.51459439;0.982324952;;
2858;91.1368;1.970;2.170;0.175120603;2.506;1.871;2.068;2.062;2.279;1.74404;2.506673171;0.984460238;;
2858.5;91.1716;1.943;2.161;0.175143317;2.503;1.846;2.040;2.053;2.270;1.48403;2.498800244;0.989359143;;
2859;91.1983;1.917;2.152;0.174648746;2.532;1.821;2.013;2.045;2.260;1.50373;2.489830488;0.991997143;;
2859.5;91.2269;1.933;2.143;0.174357302;2.492;1.836;2.030;2.036;2.250;1.54743;2.47767122;0.991494714;;
2860;91.255;1.899;2.133;0.171073937;2.483;1.804;1.994;2.026;2.240;1.51935;2.466265366;0.994509476;;
2860.5;91.2795;1.907;2.124;0.165251857;2.468;1.811;2.002;2.018;2.230;1.37349;2.455263659;0.995137524;;
2861;91.302;1.929;2.115;0.162995476;2.449;1.832;2.025;2.010;2.221;1.48718;2.44502122;0.995514238;;
2861.5;91.325;1.931;2.107;0.160586492;2.495;1.835;2.028;2.002;2.213;1.32189;2.43459122;0.997523905;;
2862;91.3456;1.959;2.100;0.159092683;2.566;1.861;2.057;1.995;2.205;1.95932;2.423076585;0.997272952;;
2862.5;91.373;1.961;2.092;0.158510365;2.518;1.863;2.059;1.987;2.197;1.85029;2.412445366;0.999659762;;
2863;91.408;1.959;2.085;0.156454238;2.498;1.861;2.057;1.981;2.189;1.44943;2.403963659;1.002297714;;
2863.5;91.4314;1.982;2.078;0.153937206;2.564;1.883;2.081;1.974;2.182;1.18644;2.396144146;1.001292714;;
2864;91.456;2.040;2.071;0.153301048;2.542;1.938;2.141;1.967;2.174;1.34811;2.39120561;0.99589119;;
2864.5;91.4898;2.054;2.064;0.152422857;2.529;1.951;2.156;1.961;2.167;1.98423;2.380377561;0.996393714;;
2865;91.5171;2.051;2.057;0.149734841;2.475;1.949;2.154;1.954;2.160;1.42352;2.370198537;0.999785571;;
2865.5;91.5408;2.038;2.050;0.146724746;2.576;1.936;2.140;1.947;2.152;2.28736;2.360640488;1.004559238;;
2866;91.5632;2.035;2.041;0.142935619;2.75;1.933;2.136;1.939;2.143;1.94647;2.352624634;1.007197333;;
2866.5;91.5875;2.053;2.033;0.141268063;2.564;1.950;2.156;1.931;2.134;1.68507;2.33957878;1.007574048;;
2867;91.6114;2.075;2.025;0.140822381;2.569;1.971;2.179;1.923;2.126;1.70636;2.334108293;1.007071667;;
2867.5;91.6375;2.044;2.016;0.139427571;2.551;1.942;2.146;1.916;2.117;1.65495;2.322309756;1.011845333;;
2868;91.662;2.008;2.008;0.136986603;2.562;1.908;2.108;1.908;2.109;1.77385;2.311123659;1.01888;;
2868.5;91.6863;2.059;2.000;0.136472079;2.549;1.956;2.162;1.900;2.100;2.22435;2.30026561;1.013353048;;
2869;91.7055;2.120;1.992;0.134802984;2.585;2.014;2.226;1.892;2.091;2.35682;2.289938293;1.006821095;;
2869.5;91.7252;2.174;1.983;0.133129111;2.536;2.065;2.282;1.884;2.083;1.74392;2.277497561;1.002298762;;
2870;91.7482;2.173;1.975;0.130814111;2.508;2.064;2.282;1.876;2.074;1.61711;2.264978293;1.001921905;;
2870.5;91.7754;2.196;1.967;0.131380333;2.566;2.086;2.306;1.868;2.065;1.41213;2.253462683;1.003429524;;
2871;91.7948;2.178;1.959;0.13438981;2.569;2.069;2.287;1.861;2.057;1.44179;2.238350488;1.006946714;;
2871.5;91.8085;2.203;1.951;0.13374481;2.578;2.093;2.313;1.854;2.049;1.82321;2.231707317;1.002927143;;
2872;91.8349;2.220;1.944;0.134324349;2.549;2.109;2.331;1.847;2.041;1.67623;2.230190488;1.00066619;;
2872.5;91.8572;2.242;1.937;0.133907222;2.558;2.130;2.354;1.841;2.034;1.56933;2.222047805;0.99714881;;
2873;91.8745;2.226;1.931;0.134050778;2.543;2.114;2.337;1.835;2.028;1.41734;2.218460976;1.000037857;;
2873.5;91.8884;2.225;1.926;0.134640794;2.566;2.114;2.337;1.829;2.022;2.24043;2.212810244;1.000917381;;
2874;91.9068;2.221;1.920;0.135332698;2.551;2.110;2.332;1.824;2.016;2.20398;2.201396585;1.003052905;;
2874.5;91.9218;2.197;1.915;0.134579667;2.582;2.087;2.307;1.819;2.011;2.23522;2.19901878;1.007323905;;
2875;91.936;2.210;1.911;0.133107603;2.572;2.100;2.321;1.815;2.006;2.12311;2.18682439;1.006444524;;
2875.5;91.9504;2.229;1.907;0.133944619;2.545;2.118;2.341;1.812;2.002;1.75256;2.188549268;1.005062619;;
2876;91.9686;2.269;1.904;0.133128873;2.526;2.156;2.383;1.809;1.999;1.81168;2.190986585;0.999660857;;
2876.5;91.986;2.280;1.902;0.13362846;2.569;2.166;2.394;1.807;1.997;2.36322;2.192072683;1.000163238;;
2877;92.0033;2.292;1.901;0.133295508;2.566;2.178;2.407;1.806;1.996;1.9093;2.193955366;0.99890719;;
2877.5;92.0174;2.328;1.899;0.133730603;2.526;2.212;2.445;1.804;1.994;2.06966;2.19705561;0.994008238;;
2878;92.0336;2.350;1.898;0.134242635;2.565;2.233;2.468;1.803;1.993;1.38656;2.199857073;0.991244429;;
2878.5;92.0479;2.411;1.898;0.135130524;2.546;2.291;2.532;1.803;1.992;1.74466;2.201022195;0.983204857;;
2879;92.0584;2.404;1.897;0.13568727;2.523;2.284;2.525;1.802;1.992;2.11046;2.199755122;0.984586619;;
2879.5;92.0736;2.402;1.898;0.136240079;2.543;2.281;2.522;1.803;1.993;2.06017;2.200335854;0.985340381;;
2880;92.0835;2.400;1.899;0.134692702;2.555;2.280;2.520;1.804;1.994;2.01238;2.203825854;0.985340381;;
2880.5;92.0988;2.438;1.901;0.135549527;2.565;2.316;2.559;1.806;1.996;1.87377;2.207159512;0.980818143;;
2881;92.1093;2.482;1.902;0.135843511;2.515;2.358;2.606;1.807;1.997;2.09279;2.209212439;0.97529081;;
2881.5;92.1182;2.524;1.904;0.136561733;2.601;2.398;2.650;1.809;1.999;1.59135;2.210276829;0.96976381;;
2882;92.1315;2.508;1.905;0.138164733;2.552;2.382;2.633;1.810;2.001;2.03116;2.211829024;0.972401762;;
2882.5;92.1452;2.543;1.907;0.137987003;2.549;2.416;2.670;1.812;2.003;2.18381;2.214772683;0.967628381;;
2883;92.1556;2.561;1.909;0.139302892;2.515;2.433;2.689;1.814;2.005;1.87601;2.218110244;0.965492905;;
2883.5;92.1697;2.645;1.911;0.14038759;2.525;2.513;2.777;1.816;2.007;2.29797;2.21796;0.953308143;;
